tender_id,category,region,procurement_method,bid_count,median_bid_ratio,mad,relative_spread,coefficient_of_variation,minimum_bid_ratio,maximum_bid_ratio,peer_median,peer_mad,peer_count,robust_z,tightness_percentile,price_evidence,tightness_score
T00738,FURNITURE,KA-CENTRAL,OPEN,4,0.97722,0.00656,0.07844,0.03069,0.96631,1.04297,0.09752,0.03523000000000001,35,0.3652933207724505,0.34285714285714286,0.5311128477221951,12.748597654258033
T00745,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,8,1.01123,0.02197,0.10257,0.03155,0.95009,1.05381,0.09694,0.028469999999999995,61,-0.13338190993513274,0.6065573770491803,0.5307377049180328,9.749439407234085
T00177,WATER_INFRASTRUCTURE,KA-NORTH,OPEN,7,0.96566,0.01299,0.1203,0.04178,0.95267,1.06883,0.10822999999999999,0.01692000000000001,42,-0.48115268716799686,0.6190476190476191,0.5306122448979592,8.31255195344971
T00343,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,7,1.00341,0.02915,0.10919,0.0444,0.92299,1.03255,0.10079,0.02248,42,-0.252033913683425,0.6190476190476191,0.5306122448979592,9.158347834050737
T01280,BUILDING_CONSTRUCTION,KA-BENGALURU,OPEN,7,1.00242,0.01302,0.11602,0.03222,0.94802,1.06432,0.11302,0.02312,21,-0.08752042726772435,0.6190476190476191,0.5306122448979592,8.619203585588691
T02366,ROAD_CONSTRUCTION,KA-NORTH,OPEN,9,0.99887,0.02244,0.11534,0.03441,0.96082,1.07603,0.10597000000000001,0.02621499999999999,62,-0.24108252589340806,0.5967741935483871,0.5304659498207885,8.670019074041964
T00457,MEDICAL_SUPPLIES,KA-NORTH,OPEN,4,1.00937,0.03184,0.13448,0.05019,0.96494,1.10068,0.11554500000000001,0.030324999999999998,58,-0.42115358716205503,0.7068965517241379,0.5301724137931034,7.436049970255801
T01520,ROAD_CONSTRUCTION,KA-NORTH,LIMITED,5,1.00154,0.02393,0.05692,0.02244,0.97476,1.03176,0.07595,0.039025000000000004,12,0.3289060641342629,0.3333333333333333,0.529791517974077,17.568517217146873
T00312,IT_SERVICES,KA-NORTH,OPEN,10,0.97169,0.02847,0.10334,0.03309,0.93867,1.03909,0.09833,0.02729000000000001,51,-0.12382552968038626,0.5882352941176471,0.5294117647058824,9.676795045480937
T00080,WATER_INFRASTRUCTURE,KA-NORTH,OPEN,9,1.01664,0.01199,0.11708,0.03496,0.91416,1.03319,0.10822999999999999,0.01692000000000001,42,-0.35279215256311297,0.5952380952380952,0.5291005291005291,8.541168431841475
T00746,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,9,0.97549,0.01275,0.10683,0.03473,0.96273,1.06695,0.10079,0.02248,42,-0.18122438555331974,0.5952380952380952,0.5291005291005291,9.360666479453338
T01517,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,7,0.983,0.02952,0.10623,0.03565,0.93492,1.03934,0.11566,0.02932,70,0.21693205531597168,0.4,0.5287989045565472,9.413536665725312
T01323,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,5,0.96748,0.03153,0.10814,0.03833,0.93595,1.04057,0.09419,0.027749999999999997,53,-0.3390683277368831,0.660377358490566,0.5283018867924528,9.247272054743851
T01352,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,8,0.99853,0.04499,0.12377,0.04796,0.93223,1.05582,0.10989,0.03468,53,-0.2699518956613363,0.6037735849056604,0.5283018867924528,8.079502302658156
T00556,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,6,1.02367,0.01362,0.08341,0.03203,0.955,1.04038,0.09169,0.025990000000000013,43,0.21488201186864958,0.4186046511627907,0.5279055525262003,11.988970147464332
T00647,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,9,0.99632,0.0227,0.12013,0.03187,0.93625,1.05594,0.10933000000000001,0.026665000000000008,64,-0.2731858317025021,0.59375,0.5277777777777778,8.324315325064513
T02333,ROAD_CONSTRUCTION,KA-NORTH,OPEN,4,0.98212,0.0239,0.09494,0.03552,0.92388,1.01712,0.10597000000000001,0.02621499999999999,62,0.2837929840559548,0.41935483870967744,0.5273608670742242,10.532968190436065
T00294,IT_SERVICES,KA-SOUTH,OPEN,4,1.00727,0.02159,0.10613,0.03942,0.97549,1.0824,0.09166,0.02535000000000001,37,-0.3850051790779616,0.7027027027027027,0.5270270270270271,9.42240648261566
T00942,ROAD_CONSTRUCTION,KA-NORTH,OPEN,7,0.99116,0.02343,0.12187,0.04738,0.90046,1.02125,0.10597000000000001,0.02621499999999999,62,-0.40909414746053274,0.6129032258064516,0.5253456221198157,8.205464839583161
T02440,VEHICLE_SUPPLIES,KA-CENTRAL,OPEN,7,1.0284,0.00641,0.12641,0.03608,0.94046,1.07046,0.11493,0.04331,31,-0.17878443589912968,0.6129032258064516,0.5253456221198157,7.9107665532790135
T01690,FURNITURE,KA-NORTH,OPEN,3,0.97142,0.03362,0.12527,0.05185,0.9378,1.05948,0.1018,0.020879999999999996,33,-0.7581560404653106,0.7878787878787878,0.5252525252525253,7.9827572443522
T02475,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,9,0.97623,0.01394,0.0906,0.03161,0.95651,1.04496,0.09762,0.027480000000000004,43,0.17230440798856247,0.4186046511627907,0.525252497023425,11.037527593818984
T01704,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,6,1.0444,0.02343,0.10557,0.04421,0.95956,1.06982,0.0943,0.022679999999999992,73,-0.3351636181349749,0.6301369863013698,0.5251141552511416,9.47238798901203
T00572,FURNITURE,KA-SOUTH,OPEN,5,1.00987,0.05329,0.14004,0.05282,0.92174,1.06316,0.120115,0.025825000000000008,32,-0.5203960651528037,0.65625,0.525,7.140816909454442
T01724,FURNITURE,KA-CENTRAL,OPEN,8,0.97078,0.0158,0.10453,0.03136,0.94589,1.04737,0.09752,0.03523000000000001,35,-0.1342089192146163,0.6,0.525,9.566631589017508
T02164,WATER_INFRASTRUCTURE,KA-BENGALURU,OPEN,3,1.01061,0.02193,0.11665,0.05192,0.91465,1.03254,0.098545,0.03149,14,-0.3877947030906244,0.7857142857142857,0.5238095238095238,8.572653236176597
T00452,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,7,1.01807,0.03955,0.11321,0.04185,0.97498,1.09024,0.10991999999999999,0.024564999999999997,36,-0.09033480963476527,0.6111111111111112,0.5238095238095238,8.833141948591113
T02131,CIVIL_MAINTENANCE,KA-NORTH,OPEN,9,0.95684,0.03538,0.09932,0.03889,0.92146,1.01649,0.103015,0.023669999999999997,62,0.10529122755665453,0.4838709677419355,0.5236997291543022,10.068465565847765
T01409,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,4,1.04693,0.03156,0.11627,0.04168,0.9802,1.10193,0.09419,0.027749999999999997,53,-0.5366758907835396,0.6981132075471698,0.5235849056603773,8.600670852326482
T01371,FURNITURE,KA-NORTH,OPEN,4,1.00238,0.0301,0.11792,0.04376,0.95921,1.07741,0.1018,0.020879999999999996,33,-0.5207275403621989,0.696969696969697,0.5227272727272727,8.480325644504749
T00373,IT_SERVICES,KA-CENTRAL,OPEN,7,0.97336,0.02912,0.09607,0.03376,0.93538,1.02889,0.1033,0.027770000000000003,53,0.1756056244514146,0.4339622641509434,0.5224867616591641,10.409076714895388
T01353,VEHICLE_SUPPLIES,KA-SOUTH,OPEN,9,1.0263,0.01938,0.09873,0.02859,0.99527,1.0966,0.11184,0.029350000000000015,21,0.30128019954814844,0.2857142857142857,0.5217728757888304,10.128633647320976
T01581,WATER_INFRASTRUCTURE,KA-CENTRAL,LIMITED,3,1.00795,0.02028,0.06701,0.02833,0.96069,1.02824,0.079,0.017060000000000006,13,0.4740412782018977,0.3076923076923077,0.5211557239294703,14.923145799134458
T01060,IT_SERVICES,KA-NORTH,OPEN,7,1.00705,0.02167,0.10466,0.03821,0.92332,1.02872,0.09833,0.02729000000000001,51,-0.15645022013509885,0.6078431372549019,0.5210084033613446,9.554748710108925
T00245,FURNITURE,KA-SOUTH,OPEN,6,1.01497,0.02303,0.13949,0.04285,0.94519,1.08677,0.120115,0.025825000000000008,32,-0.5060313055124503,0.625,0.5208333333333334,7.168972686214065
T01252,WATER_INFRASTRUCTURE,TN-NORTH,OPEN,6,1.0018,0.01768,0.09541,0.03436,0.92406,1.01965,0.08832999999999999,0.021425000000000007,8,-0.2228888950802471,0.625,0.5208333333333334,10.481081647626036
T01935,ELECTRICAL_EQUIPMENT,KA-BENGALURU,OPEN,6,1.01614,0.03468,0.10762,0.03703,0.95929,1.06864,0.10288,0.023164999999999998,16,-0.13801364989937653,0.625,0.5208333333333334,9.29195316855603
T00508,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,8,0.97147,0.02293,0.1078,0.03824,0.94039,1.04511,0.11566,0.02932,70,0.1808150535295373,0.4142857142857143,0.5207131718383451,9.276437847866418
T00465,WATER_INFRASTRUCTURE,KA-BENGALURU,OPEN,9,1.01554,0.01603,0.09121,0.02689,0.99147,1.0841,0.098545,0.03149,14,0.1571098672836082,0.42857142857142855,0.5206055963155882,10.96371011950444
T02122,MEDICAL_SUPPLIES,KA-BENGALURU,OPEN,7,1.01435,0.02184,0.10817,0.03477,0.93194,1.04166,0.08851,0.034519999999999995,28,-0.3841392911735186,0.6071428571428571,0.5204081632653061,9.244707405010631
T00357,IT_SERVICES,KA-SOUTH,OPEN,8,0.98862,0.02019,0.10021,0.02935,0.96132,1.06039,0.09166,0.02535000000000001,37,-0.22749096621399917,0.5945945945945946,0.5202702702702703,9.979044007584074
T00599,IT_SERVICES,KA-CENTRAL,OPEN,9,1.0095,0.02046,0.11914,0.03529,0.93383,1.0541,0.1033,0.027770000000000003,53,-0.38472933489770483,0.5849056603773585,0.519916142557652,8.39348665435622
T00712,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,9,1.0245,0.02337,0.1136,0.03344,0.96605,1.08244,0.10953,0.024610000000000007,53,-0.11154723246931103,0.5849056603773585,0.519916142557652,8.80281690140845
T02060,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,6,0.97915,0.02561,0.10337,0.03483,0.94421,1.04542,0.09694,0.028469999999999995,61,-0.1523349344374609,0.6229508196721312,0.5191256830601093,9.673986649898422
T01419,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,8,0.98948,0.04666,0.12511,0.0429,0.94148,1.06527,0.11693,0.029219999999999996,59,-0.1888204795523116,0.5932203389830508,0.5190677966101694,7.992966189753018
T00904,IT_SERVICES,KA-CENTRAL,OPEN,6,1.01183,0.0187,0.11956,0.03958,0.91781,1.03879,0.1033,0.027770000000000003,53,-0.394930491504841,0.6226415094339622,0.5188679245283019,8.364001338240215
T00867,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,7,0.9979,0.03143,0.11367,0.0405,0.917,1.03043,0.09762,0.027480000000000004,43,-0.39394383877726885,0.6046511627906976,0.5182724252491694,8.797395970792646
T00437,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,3,0.98837,0.00355,0.08521,0.03835,0.98482,1.06904,0.10079,0.02248,42,0.4674629018080676,0.30952380952380953,0.5179911408879182,11.735711770918908
T02216,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,7,0.99004,0.01265,0.09828,0.03144,0.91007,1.00737,0.09419,0.027749999999999997,53,-0.09941143085619032,0.6037735849056604,0.5175202156334232,10.175010175010174
T00757,CIVIL_MAINTENANCE,KA-NORTH,OPEN,3,1.05029,0.03744,0.08711,0.03557,1.01284,1.10433,0.103015,0.023669999999999997,62,0.45322245582911874,0.3225806451612903,0.5172020673269394,11.479738261967626
T01231,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,4,1.02898,0.02957,0.07949,0.03344,0.99598,1.07777,0.09169,0.025990000000000013,43,0.31661359236685066,0.37209302325581395,0.5165299617169985,12.58019876714052
T00180,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,5,0.99747,0.02243,0.09337,0.03176,0.95216,1.04529,0.1053,0.03636,59,0.22130568648393253,0.423728813559322,0.5160276000346037,10.71007818357074
T00581,ELECTRICAL_EQUIPMENT,KA-CENTRAL,LIMITED,5,1.01279,0.0292,0.08393,0.0353,0.95699,1.04199,0.08738,0.00827,11,0.28137764452167474,0.36363636363636365,0.5160112065264307,11.914690813773381
T02126,ELECTRICAL_EQUIPMENT,KA-BENGALURU,OPEN,4,1.03605,0.02583,0.11841,0.04209,0.98727,1.10994,0.10288,0.023164999999999998,16,-0.4521839626450043,0.6875,0.515625,8.445232666159953
T02141,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,4,1.00653,0.03054,0.08522,0.03616,0.95455,1.04032,0.09694,0.028469999999999995,61,0.2776618089591041,0.4098360655737705,0.5156234058996559,11.734334663224594
T00320,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,5,1.02148,0.04512,0.10696,0.04186,0.96106,1.07031,0.09937,0.020879999999999996,45,-0.24518126745341753,0.6444444444444445,0.5155555555555557,9.349289454001497
T02176,IT_SERVICES,KA-NORTH,OPEN,7,1.04246,0.00782,0.09066,0.039,0.95577,1.05029,0.09833,0.02729000000000001,51,0.18956922408154933,0.4117647058823529,0.5154290828262019,11.03022281050077
T01468,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,5,1.01119,0.02328,0.10616,0.03678,0.94032,1.04767,0.0943,0.022679999999999992,73,-0.35270989450583895,0.6438356164383562,0.5150684931506849,9.419743782969103
T00780,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,11,0.99056,0.01153,0.10038,0.02718,0.9577,1.05713,0.1053,0.03636,59,0.09126772652983645,0.4745762711864407,0.5144036342875247,9.962143853357242
T01642,BUILDING_CONSTRUCTION,KA-NORTH,LIMITED,5,1.00363,0.03404,0.09253,0.03341,0.96007,1.05294,0.08109,0.031305,14,-0.24648376580138168,0.6428571428571429,0.5142857142857143,10.807305738679347
T02171,CIVIL_MAINTENANCE,KA-BENGALURU,OPEN,5,1.01958,0.01432,0.12317,0.04232,0.99151,1.11708,0.1076,0.03349,14,-0.31358080397284527,0.6428571428571429,0.5142857142857143,8.11886011204027
T00671,CIVIL_MAINTENANCE,TN-NORTH,OPEN,7,1.02165,0.01776,0.12018,0.03762,0.93403,1.05682,0.11902,0.03328,10,-0.023509894260602366,0.6,0.5142857142857143,8.320852055250459
T00802,VEHICLE_SUPPLIES,KA-BENGALURU,OPEN,7,0.9994,0.02134,0.08219,0.02658,0.97244,1.05458,0.079095,0.0273,10,-0.07646699269524038,0.6,0.5142857142857143,12.166930283489476
T01947,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,7,1.06222,0.0282,0.12483,0.04149,0.9713,1.10389,0.11566,0.02932,70,-0.21095089578446033,0.6,0.5142857142857143,8.010894816951053
T00789,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,3,1.02359,0.00899,0.08127,0.03721,0.94939,1.03258,0.0943,0.022679999999999992,73,0.3875050527328059,0.3835616438356164,0.5140444643789482,12.304663467454166
T00175,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,8,0.98046,0.02726,0.09169,0.03279,0.94789,1.03779,0.09762,0.027480000000000004,43,0.14555058965415618,0.4418604651162791,0.5139846729241309,10.906314756243866
T00706,LAB_EQUIPMENT,KA-CENTRAL,OPEN,8,1.01652,0.02056,0.08928,0.02751,0.97546,1.06621,0.08785,0.026139999999999997,29,-0.036898308571213914,0.5862068965517241,0.5129310344827586,11.200716845878137
T01733,CIVIL_MAINTENANCE,AP-SOUTH,OPEN,3,1.09505,0.06527,0.14991,0.06226,0.99616,1.16032,0.1334,0.031560000000000005,13,-0.3528467185981807,0.7692307692307693,0.5128205128205129,6.670669068107531
T01649,ELECTRICAL_EQUIPMENT,KA-SOUTH,LIMITED,5,1.0506,0.02745,0.08987,0.03043,1.00173,1.09614,0.0958,0.014440000000000008,11,0.27698962629475077,0.36363636363636365,0.5125007919448915,11.127183709803049
T00379,VEHICLE_SUPPLIES,KA-BENGALURU,OPEN,9,0.99917,0.02209,0.076,0.02431,0.95711,1.03304,0.079095,0.0273,10,0.07646699269524038,0.5,0.5124151046179914,13.157894736842106
T00197,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,9,1.02887,0.0251,0.10948,0.03436,0.97426,1.08691,0.1053,0.03636,59,-0.07754046684851927,0.576271186440678,0.512241054613936,9.134088417975887
T00241,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,5,1.00776,0.03633,0.10338,0.04101,0.9399,1.04408,0.10953,0.024610000000000007,53,0.1685541719130866,0.4716981132075472,0.512201828096507,9.67305088024763
T02376,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,6,1.03022,0.02458,0.12506,0.04903,0.93711,1.06595,0.11566,0.02932,70,-0.21624192152387448,0.6142857142857143,0.511904761904762,7.996161842315688
T00490,ROAD_CONSTRUCTION,KA-BENGALURU,OPEN,3,1.00903,0.02901,0.0982,0.04067,0.98002,1.0791,0.11207,0.026999999999999996,19,0.34648840125705116,0.42105263157894735,0.5116940218906657,10.183299389002038
T00792,LAB_EQUIPMENT,KA-NORTH,OPEN,4,1.00584,0.01405,0.06516,0.02546,0.95809,1.02362,0.07648,0.018280000000000005,19,0.4176824615577168,0.2631578947368421,0.5106302672209191,15.346838551258442
T01110,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,10,1.01075,0.01069,0.10241,0.02962,0.99364,1.09715,0.10991999999999999,0.024564999999999997,36,0.20620499098999484,0.3611111111111111,0.5105844918909954,9.764671418806756
T00961,IT_SERVICES,KA-CENTRAL,OPEN,4,0.98958,0.03101,0.12282,0.04884,0.90558,1.02712,0.1033,0.027770000000000003,53,-0.47411089755070707,0.6792452830188679,0.5094339622641509,8.141996417521577
T02492,ELECTRICAL_EQUIPMENT,KA-SOUTH,LIMITED,5,0.96034,0.01768,0.09616,0.03323,0.94265,1.035,0.0958,0.014440000000000008,11,-0.01681555910052449,0.6363636363636364,0.5090909090909091,10.399334442595674
T00263,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,4,1.05159,0.02301,0.1023,0.03765,1.01659,1.12417,0.11566,0.02932,70,0.30733958208074047,0.37142857142857144,0.509076115131984,9.775171065493646
T00530,VEHICLE_SUPPLIES,KA-CENTRAL,OPEN,3,0.98127,0.04016,0.0949,0.0387,0.94111,1.03424,0.11493,0.04331,31,0.3119383493954331,0.45161290322580644,0.5090341684141598,10.537407797681771
T00353,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,6,0.99756,0.03193,0.1252,0.04473,0.96019,1.08509,0.11693,0.029219999999999996,59,-0.19089796649115137,0.6101694915254238,0.5084745762711865,7.987220447284344
T01268,BUILDING_CONSTRUCTION,KA-CENTRAL,LIMITED,3,0.97827,0.00705,0.06398,0.02815,0.97122,1.03381,0.07799500000000001,0.01844500000000001,8,0.5124959606432359,0.25,0.508330640428824,15.629884338855893
T01836,MEDICAL_SUPPLIES,KA-BENGALURU,OPEN,3,0.98942,0.03284,0.06778,0.02768,0.9552,1.02226,0.08851,0.034519999999999995,28,0.4050461600217213,0.35714285714285715,0.5081260114430524,14.753614635585716
T00043,ROAD_CONSTRUCTION,KA-NORTH,OPEN,8,1.02619,0.02174,0.11447,0.03571,0.98982,1.10728,0.10597000000000001,0.02621499999999999,62,-0.2186981291455677,0.5806451612903226,0.5080645161290323,8.73591333973967
T01163,VEHICLE_SUPPLIES,KA-SOUTH,OPEN,3,1.00397,0.05825,0.17052,0.0721,0.89101,1.06221,0.11184,0.029350000000000015,21,-1.3485219000370219,0.7619047619047619,0.507936507936508,5.864414731409805
T00024,FURNITURE,KA-CENTRAL,OPEN,9,1.01813,0.03599,0.1042,0.03485,0.96012,1.06621,0.09752,0.03523000000000001,35,-0.12789095297484127,0.5714285714285714,0.5079365079365079,9.596928982725528
T00194,ROAD_CONSTRUCTION,AP-SOUTH,OPEN,9,1.01786,0.03235,0.12627,0.03804,0.97794,1.10646,0.12472,0.013115000000000002,14,-0.07971488198160272,0.5714285714285714,0.5079365079365079,7.919537499010058
T00502,IT_SERVICES,KA-BENGALURU,OPEN,9,0.9876,0.02252,0.09223,0.02957,0.94262,1.03371,0.08701500000000001,0.018524999999999993,14,-0.18987688586615079,0.5714285714285714,0.5079365079365079,10.84245906971701
T00196,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,8,0.99749,0.03277,0.0978,0.03651,0.93495,1.0325,0.1053,0.03636,59,0.1391276319052384,0.4406779661016949,0.5073298982560667,10.224948875255624
T00639,IT_SERVICES,KA-CENTRAL,OPEN,7,1.02721,0.01455,0.09605,0.03553,0.94715,1.04581,0.1033,0.027770000000000003,53,0.17609139381365932,0.41509433962264153,0.5067306286596865,10.41124414367517
T00103,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,8,1.00315,0.02118,0.10312,0.03216,0.94206,1.04551,0.10933000000000001,0.026665000000000008,64,0.15708185322893906,0.421875,0.5065872465753217,9.69743987587277
T01006,ROAD_CONSTRUCTION,KA-BENGALURU,OPEN,8,1.0116,0.04267,0.11441,0.043,0.94422,1.05996,0.11207,0.026999999999999996,19,-0.05845586582130479,0.5789473684210527,0.506578947368421,8.7404947120007
T01412,CIVIL_MAINTENANCE,KA-CENTRAL,LIMITED,8,0.99267,0.02861,0.09267,0.03029,0.96353,1.05552,0.08912,0.02513,19,-0.09528222030011585,0.5789473684210527,0.506578947368421,10.790978741771879
T01810,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,9,0.98605,0.01412,0.09052,0.026,0.96146,1.05072,0.09762,0.027480000000000004,43,0.17426799098558304,0.3953488372093023,0.5063260695065648,11.04728236853734
T01936,CIVIL_MAINTENANCE,KA-NORTH,OPEN,6,1.00368,0.02731,0.09641,0.03356,0.9754,1.07216,0.103015,0.023669999999999997,62,0.18821341218178755,0.41935483870967744,0.5063068757428876,10.372368011617052
T00743,ELECTRICAL_EQUIPMENT,KA-BENGALURU,OPEN,10,0.97659,0.02698,0.1031,0.03232,0.93732,1.03801,0.10288,0.023164999999999998,16,-0.0064056968307726996,0.5625,0.50625,9.699321047526674
T00321,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,8,1.0221,0.02792,0.11341,0.03691,0.93658,1.0525,0.10933000000000001,0.026665000000000008,64,-0.103203536420945,0.578125,0.505859375,8.817564588660613
T01017,BUILDING_CONSTRUCTION,KA-NORTH,LIMITED,4,0.97783,0.02025,0.06968,0.02892,0.95672,1.02485,0.08109,0.031305,14,0.24583739228966442,0.42857142857142855,0.5058066156458197,14.351320321469574
T01035,MEDICAL_SUPPLIES,KA-BENGALURU,OPEN,5,0.94403,0.02953,0.07628,0.02754,0.90939,0.9814,0.08851,0.034519999999999995,28,0.2389635570219804,0.39285714285714285,0.5054565599032986,13.109596224436288
T00369,MEDICAL_SUPPLIES,KA-BENGALURU,OPEN,6,0.97017,0.01006,0.07941,0.02731,0.95853,1.03558,0.08851,0.034519999999999995,28,0.1778060808585465,0.42857142857142855,0.5053145911916459,12.592872434202242
T02052,IT_SERVICES,KA-SOUTH,OPEN,7,1.0075,0.02128,0.08271,0.02777,0.96161,1.04494,0.09166,0.02535000000000001,37,0.23813381843453746,0.35135135135135137,0.5052730026736191,12.090436464756376
T01251,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,6,1.00607,0.02798,0.09074,0.03323,0.96421,1.0555,0.09694,0.028469999999999995,61,0.1468859398930414,0.45901639344262296,0.5049186111130537,11.020498126515319
T00066,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,7,0.99176,0.02916,0.10317,0.04011,0.95782,1.06015,0.0943,0.022679999999999992,73,-0.2637889345924781,0.589041095890411,0.5048923679060666,9.69274013763691
T01018,WATER_INFRASTRUCTURE,KA-NORTH,OPEN,4,1.00707,0.02438,0.09973,0.03533,0.96149,1.06193,0.10822999999999999,0.01692000000000001,42,0.3388399205408423,0.3333333333333333,0.5041299404056316,10.02707309736288
T00573,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,6,0.99481,0.02337,0.10607,0.04139,0.92166,1.02718,0.09169,0.025990000000000013,43,-0.37318880805207527,0.6046511627906976,0.5038759689922481,9.427736400490243
T00394,FURNITURE,KA-NORTH,OPEN,8,1.02092,0.02483,0.10489,0.03237,0.96719,1.07427,0.1018,0.020879999999999996,33,-0.09981687963518567,0.5757575757575758,0.5037878787878788,9.533797311469158
T02203,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,9,1.00994,0.01426,0.10395,0.03298,0.97312,1.0781,0.10991999999999999,0.024564999999999997,36,0.16392061201201982,0.4027777777777778,0.5037319020353757,9.62000962000962
T01726,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,8,0.97648,0.02803,0.08992,0.03463,0.94589,1.0337,0.09419,0.027749999999999997,53,0.10378650605279492,0.4716981132075472,0.5035490418527994,11.12099644128114
T00731,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,8,0.95305,0.00735,0.10142,0.03348,0.94367,1.04033,0.0943,0.022679999999999992,73,-0.21174489450940742,0.5753424657534246,0.5034246575342466,9.8599881680142
T02022,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,6,1.0308,0.01599,0.11566,0.03725,0.9971,1.11632,0.10953,0.024610000000000007,53,-0.1680060282645886,0.6037735849056604,0.5031446540880503,8.646031471554556
T02383,IT_SERVICES,KA-SOUTH,OPEN,6,1.00318,0.01668,0.08624,0.02929,0.93724,1.02375,0.09166,0.02535000000000001,37,0.14421064758828994,0.4594594594594595,0.5030584225397913,11.595547309833025
T00345,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,5,0.97059,0.0181,0.12515,0.04426,0.95249,1.07396,0.11566,0.02932,70,-0.21831232290016703,0.6285714285714286,0.5028571428571429,7.990411506192568
T00534,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,5,0.98574,0.03321,0.11504,0.0508,0.90555,1.01896,0.09762,0.027480000000000004,43,-0.4275701976012478,0.627906976744186,0.5023255813953489,8.692628650904034
T00489,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,5,1.00811,0.02807,0.09604,0.03278,0.95583,1.05266,0.10989,0.03468,53,0.2693684261462181,0.3584905660377358,0.5022871937471631,10.412328196584756
T02242,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,8,1.0194,0.01023,0.0996,0.03005,0.96453,1.06607,0.09694,0.028469999999999995,61,-0.06301880647024027,0.5737704918032787,0.5020491803278688,10.040160642570282
T01303,CIVIL_MAINTENANCE,KA-NORTH,OPEN,9,0.9845,0.01645,0.10635,0.03011,0.91632,1.02103,0.103015,0.023669999999999997,62,-0.09503281296385502,0.5645161290322581,0.5017921146953406,9.402914903620122
T01548,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,5,0.93695,0.03625,0.11956,0.04406,0.86336,0.97538,0.1053,0.03636,59,-0.2645280041291596,0.6271186440677966,0.5016949152542373,8.364001338240215
T00752,FURNITURE,KA-NORTH,LIMITED,3,0.9643,0.01982,0.04904,0.02005,0.94449,0.99177,0.081065,0.061290000000000004,10,0.3524321516109962,0.4,0.5016214344073309,20.391517128874387
T00622,MEDICAL_SUPPLIES,KA-SOUTH,LIMITED,5,0.98079,0.01011,0.06209,0.02315,0.97068,1.03157,0.0684,0.024709999999999996,11,0.17223944525687246,0.45454545454545453,0.5014279198418616,16.105653084232564
T00833,FURNITURE,KA-NORTH,OPEN,8,1.01689,0.01675,0.09627,0.03242,0.98458,1.08248,0.1018,0.020879999999999996,33,0.17863668102996058,0.3939393939393939,0.5010040655981851,10.387451958034696
T02027,CIVIL_MAINTENANCE,KA-NORTH,OPEN,4,1.02611,0.04037,0.09375,0.04012,0.97785,1.07404,0.103015,0.023669999999999997,62,0.26401169778414246,0.4032258064516129,0.5004281281768165,10.666666666666666
