vendor_id,evidence_family,evidence_strength,family_weight,context_adjustment,adjusted_strength,explanation
V0193,cooccurrence,1.0,1.0,0.62,0.62,3 shared tenders; 36.35x expected contextual co-occurrence
V0395,price,0.12068965517241406,0.9,1.0,0.12068965517241406,"tender T01499 has unusually tight bid separation; robust z=-1.14, relative spread=0.1667"
V0520,price,0.11842105263157907,0.9,1.0,0.11842105263157907,"tender T01672 has unusually tight bid separation; robust z=-1.43, relative spread=0.1691"
V0001,price,0.11842105263157907,0.9,1.0,0.11842105263157907,"tender T01672 has unusually tight bid separation; robust z=-1.43, relative spread=0.1691"
V0526,price,0.11842105263157907,0.9,1.0,0.11842105263157907,"tender T01672 has unusually tight bid separation; robust z=-1.43, relative spread=0.1691"
V0516,price,0.11842105263157907,0.9,1.0,0.11842105263157907,"tender T01672 has unusually tight bid separation; robust z=-1.43, relative spread=0.1691"
V0220,price,0.11842105263157907,0.9,1.0,0.11842105263157907,"tender T01672 has unusually tight bid separation; robust z=-1.43, relative spread=0.1691"
V0114,price,0.11842105263157907,0.9,1.0,0.11842105263157907,"tender T01672 has unusually tight bid separation; robust z=-1.43, relative spread=0.1691"
V0339,price,0.11842105263157907,0.9,1.0,0.11842105263157907,"tender T01672 has unusually tight bid separation; robust z=-1.43, relative spread=0.1691"
V0009,price,0.11842105263157907,0.9,1.0,0.11842105263157907,"tender T01672 has unusually tight bid separation; robust z=-1.43, relative spread=0.1691"
V0074,price,0.11842105263157907,0.9,1.0,0.11842105263157907,"tender T01672 has unusually tight bid separation; robust z=-1.43, relative spread=0.1691"
V0494,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T00417 has unusually tight bid separation; robust z=-2.16, relative spread=0.1924"
V0144,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T00417 has unusually tight bid separation; robust z=-2.16, relative spread=0.1924"
V0184,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T00417 has unusually tight bid separation; robust z=-2.16, relative spread=0.1924"
V0087,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T00417 has unusually tight bid separation; robust z=-2.16, relative spread=0.1924"
V0502,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T00417 has unusually tight bid separation; robust z=-2.16, relative spread=0.1924"
V0231,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T00417 has unusually tight bid separation; robust z=-2.16, relative spread=0.1924"
V0308,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T00417 has unusually tight bid separation; robust z=-2.16, relative spread=0.1924"
V0291,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T00417 has unusually tight bid separation; robust z=-2.16, relative spread=0.1924"
V0363,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T02409 has unusually tight bid separation; robust z=-2.02, relative spread=0.1831"
V0370,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T02409 has unusually tight bid separation; robust z=-2.02, relative spread=0.1831"
V0103,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T02409 has unusually tight bid separation; robust z=-2.02, relative spread=0.1831"
V0201,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T02409 has unusually tight bid separation; robust z=-2.02, relative spread=0.1831"
V0468,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T02409 has unusually tight bid separation; robust z=-2.02, relative spread=0.1831"
V0055,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T02409 has unusually tight bid separation; robust z=-2.02, relative spread=0.1831"
V0186,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T02409 has unusually tight bid separation; robust z=-2.02, relative spread=0.1831"
V0150,price,0.15566037735849056,0.9,1.0,0.15566037735849056,"tender T02409 has unusually tight bid separation; robust z=-2.02, relative spread=0.1831"
V0376,price,0.11328124999999997,0.9,1.0,0.11328124999999997,"tender T01216 has unusually tight bid separation; robust z=-2.15, relative spread=0.1941"
V0172,price,0.11328124999999997,0.9,1.0,0.11328124999999997,"tender T01216 has unusually tight bid separation; robust z=-2.15, relative spread=0.1941"
V0273,price,0.11328124999999997,0.9,1.0,0.11328124999999997,"tender T01216 has unusually tight bid separation; robust z=-2.15, relative spread=0.1941"
V0057,price,0.11328124999999997,0.9,1.0,0.11328124999999997,"tender T01216 has unusually tight bid separation; robust z=-2.15, relative spread=0.1941"
V0339,price,0.11328124999999997,0.9,1.0,0.11328124999999997,"tender T01216 has unusually tight bid separation; robust z=-2.15, relative spread=0.1941"
V0368,price,0.11328124999999997,0.9,1.0,0.11328124999999997,"tender T01216 has unusually tight bid separation; robust z=-2.15, relative spread=0.1941"
V0445,price,0.11328124999999997,0.9,1.0,0.11328124999999997,"tender T01216 has unusually tight bid separation; robust z=-2.15, relative spread=0.1941"
V0133,price,0.11328124999999997,0.9,1.0,0.11328124999999997,"tender T01216 has unusually tight bid separation; robust z=-2.15, relative spread=0.1941"
V0130,price,0.11328124999999997,0.9,1.0,0.11328124999999997,"tender T01216 has unusually tight bid separation; robust z=-2.15, relative spread=0.1941"
V0438,price,0.11111111111111102,0.9,1.0,0.11111111111111102,"tender T00583 has unusually tight bid separation; robust z=-1.34, relative spread=0.1588"
V0421,price,0.11111111111111102,0.9,1.0,0.11111111111111102,"tender T00583 has unusually tight bid separation; robust z=-1.34, relative spread=0.1588"
V0172,price,0.11111111111111102,0.9,1.0,0.11111111111111102,"tender T00583 has unusually tight bid separation; robust z=-1.34, relative spread=0.1588"
V0356,price,0.11111111111111102,0.9,1.0,0.11111111111111102,"tender T00583 has unusually tight bid separation; robust z=-1.34, relative spread=0.1588"
V0426,price,0.11111111111111102,0.9,1.0,0.11111111111111102,"tender T00583 has unusually tight bid separation; robust z=-1.34, relative spread=0.1588"
V0224,price,0.11111111111111102,0.9,1.0,0.11111111111111102,"tender T00583 has unusually tight bid separation; robust z=-1.34, relative spread=0.1588"
V0088,price,0.11111111111111102,0.9,1.0,0.11111111111111102,"tender T00583 has unusually tight bid separation; robust z=-1.34, relative spread=0.1588"
V0517,price,0.11111111111111102,0.9,1.0,0.11111111111111102,"tender T00583 has unusually tight bid separation; robust z=-1.34, relative spread=0.1588"
V0346,price,0.11111111111111102,0.9,1.0,0.11111111111111102,"tender T00583 has unusually tight bid separation; robust z=-1.34, relative spread=0.1588"
V0528,price,0.10849056603773585,0.9,1.0,0.10849056603773585,"tender T01573 has unusually tight bid separation; robust z=-2.18, relative spread=0.1840"
V0536,price,0.10849056603773585,0.9,1.0,0.10849056603773585,"tender T01573 has unusually tight bid separation; robust z=-2.18, relative spread=0.1840"
V0540,price,0.10849056603773585,0.9,1.0,0.10849056603773585,"tender T01573 has unusually tight bid separation; robust z=-2.18, relative spread=0.1840"
V0041,price,0.10849056603773585,0.9,1.0,0.10849056603773585,"tender T01573 has unusually tight bid separation; robust z=-2.18, relative spread=0.1840"
V0543,price,0.10849056603773585,0.9,1.0,0.10849056603773585,"tender T01573 has unusually tight bid separation; robust z=-2.18, relative spread=0.1840"
V0329,price,0.10849056603773585,0.9,1.0,0.10849056603773585,"tender T01573 has unusually tight bid separation; robust z=-2.18, relative spread=0.1840"
V0149,price,0.10849056603773585,0.9,1.0,0.10849056603773585,"tender T01573 has unusually tight bid separation; robust z=-2.18, relative spread=0.1840"
V0475,price,0.10849056603773585,0.9,1.0,0.10849056603773585,"tender T01573 has unusually tight bid separation; robust z=-2.18, relative spread=0.1840"
V0262,price,0.10849056603773585,0.9,1.0,0.10849056603773585,"tender T01573 has unusually tight bid separation; robust z=-2.18, relative spread=0.1840"
V0513,price,0.1337209302325579,0.9,1.0,0.1337209302325579,"tender T00461 has unusually tight bid separation; robust z=-2.20, relative spread=0.1764"
V0417,price,0.1337209302325579,0.9,1.0,0.1337209302325579,"tender T00461 has unusually tight bid separation; robust z=-2.20, relative spread=0.1764"
V0454,price,0.1337209302325579,0.9,1.0,0.1337209302325579,"tender T00461 has unusually tight bid separation; robust z=-2.20, relative spread=0.1764"
V0344,price,0.1337209302325579,0.9,1.0,0.1337209302325579,"tender T00461 has unusually tight bid separation; robust z=-2.20, relative spread=0.1764"
V0029,price,0.1337209302325579,0.9,1.0,0.1337209302325579,"tender T00461 has unusually tight bid separation; robust z=-2.20, relative spread=0.1764"
V0129,price,0.1337209302325579,0.9,1.0,0.1337209302325579,"tender T00461 has unusually tight bid separation; robust z=-2.20, relative spread=0.1764"
V0367,price,0.1337209302325579,0.9,1.0,0.1337209302325579,"tender T00461 has unusually tight bid separation; robust z=-2.20, relative spread=0.1764"
V0062,price,0.1337209302325579,0.9,1.0,0.1337209302325579,"tender T00461 has unusually tight bid separation; robust z=-2.20, relative spread=0.1764"
V0153,price,0.25,0.9,1.0,0.25,"tender T00003 has unusually tight bid separation; robust z=-2.36, relative spread=0.2089"
V0019,price,0.25,0.9,1.0,0.25,"tender T00003 has unusually tight bid separation; robust z=-2.36, relative spread=0.2089"
V0401,price,0.25,0.9,1.0,0.25,"tender T00003 has unusually tight bid separation; robust z=-2.36, relative spread=0.2089"
V0547,price,0.25,0.9,1.0,0.25,"tender T00003 has unusually tight bid separation; robust z=-2.36, relative spread=0.2089"
V0185,price,0.25,0.9,1.0,0.25,"tender T00003 has unusually tight bid separation; robust z=-2.36, relative spread=0.2089"
V0114,price,0.25,0.9,1.0,0.25,"tender T00003 has unusually tight bid separation; robust z=-2.36, relative spread=0.2089"
V0293,price,0.25,0.9,1.0,0.25,"tender T00472 has unusually tight bid separation; robust z=-2.47, relative spread=0.1684"
V0215,price,0.25,0.9,1.0,0.25,"tender T00472 has unusually tight bid separation; robust z=-2.47, relative spread=0.1684"
V0465,price,0.25,0.9,1.0,0.25,"tender T00472 has unusually tight bid separation; robust z=-2.47, relative spread=0.1684"
V0513,price,0.25,0.9,1.0,0.25,"tender T00472 has unusually tight bid separation; robust z=-2.47, relative spread=0.1684"
V0178,price,0.25,0.9,1.0,0.25,"tender T00472 has unusually tight bid separation; robust z=-2.47, relative spread=0.1684"
V0383,price,0.25,0.9,1.0,0.25,"tender T00472 has unusually tight bid separation; robust z=-2.47, relative spread=0.1684"
V0015,price,0.25,0.9,1.0,0.25,"tender T00545 has unusually tight bid separation; robust z=-3.14, relative spread=0.1989"
V0280,price,0.25,0.9,1.0,0.25,"tender T00545 has unusually tight bid separation; robust z=-3.14, relative spread=0.1989"
V0309,price,0.25,0.9,1.0,0.25,"tender T00545 has unusually tight bid separation; robust z=-3.14, relative spread=0.1989"
V0364,price,0.25,0.9,1.0,0.25,"tender T00545 has unusually tight bid separation; robust z=-3.14, relative spread=0.1989"
V0504,price,0.25,0.9,1.0,0.25,"tender T00545 has unusually tight bid separation; robust z=-3.14, relative spread=0.1989"
V0066,price,0.25,0.9,1.0,0.25,"tender T00545 has unusually tight bid separation; robust z=-3.14, relative spread=0.1989"
V0265,price,0.25,0.9,1.0,0.25,"tender T00557 has unusually tight bid separation; robust z=-3.61, relative spread=0.1293"
V0378,price,0.25,0.9,1.0,0.25,"tender T00557 has unusually tight bid separation; robust z=-3.61, relative spread=0.1293"
V0141,price,0.25,0.9,1.0,0.25,"tender T00557 has unusually tight bid separation; robust z=-3.61, relative spread=0.1293"
V0536,price,0.25,0.9,1.0,0.25,"tender T00557 has unusually tight bid separation; robust z=-3.61, relative spread=0.1293"
V0192,price,0.25,0.9,1.0,0.25,"tender T00557 has unusually tight bid separation; robust z=-3.61, relative spread=0.1293"
V0395,price,0.25,0.9,1.0,0.25,"tender T00557 has unusually tight bid separation; robust z=-3.61, relative spread=0.1293"
V0123,price,0.25,0.9,1.0,0.25,"tender T00578 has unusually tight bid separation; robust z=-1.72, relative spread=0.1273"
V0322,price,0.25,0.9,1.0,0.25,"tender T00578 has unusually tight bid separation; robust z=-1.72, relative spread=0.1273"
V0066,price,0.25,0.9,1.0,0.25,"tender T00578 has unusually tight bid separation; robust z=-1.72, relative spread=0.1273"
V0203,price,0.25,0.9,1.0,0.25,"tender T00578 has unusually tight bid separation; robust z=-1.72, relative spread=0.1273"
V0546,price,0.25,0.9,1.0,0.25,"tender T00578 has unusually tight bid separation; robust z=-1.72, relative spread=0.1273"
V0364,price,0.25,0.9,1.0,0.25,"tender T00578 has unusually tight bid separation; robust z=-1.72, relative spread=0.1273"
V0142,price,0.25,0.9,1.0,0.25,"tender T00584 has unusually tight bid separation; robust z=-1.54, relative spread=0.1413"
V0402,price,0.25,0.9,1.0,0.25,"tender T00584 has unusually tight bid separation; robust z=-1.54, relative spread=0.1413"
V0236,price,0.25,0.9,1.0,0.25,"tender T00584 has unusually tight bid separation; robust z=-1.54, relative spread=0.1413"
V0294,price,0.25,0.9,1.0,0.25,"tender T00584 has unusually tight bid separation; robust z=-1.54, relative spread=0.1413"
V0180,price,0.25,0.9,1.0,0.25,"tender T00584 has unusually tight bid separation; robust z=-1.54, relative spread=0.1413"
V0326,price,0.25,0.9,1.0,0.25,"tender T00584 has unusually tight bid separation; robust z=-1.54, relative spread=0.1413"
V0414,price,0.25,0.9,1.0,0.25,"tender T00678 has unusually tight bid separation; robust z=-0.67, relative spread=0.1205"
V0061,price,0.25,0.9,1.0,0.25,"tender T00678 has unusually tight bid separation; robust z=-0.67, relative spread=0.1205"
V0013,price,0.25,0.9,1.0,0.25,"tender T00678 has unusually tight bid separation; robust z=-0.67, relative spread=0.1205"
V0293,price,0.25,0.9,1.0,0.25,"tender T00678 has unusually tight bid separation; robust z=-0.67, relative spread=0.1205"
V0507,price,0.25,0.9,1.0,0.25,"tender T00678 has unusually tight bid separation; robust z=-0.67, relative spread=0.1205"
V0512,price,0.25,0.9,1.0,0.25,"tender T00678 has unusually tight bid separation; robust z=-0.67, relative spread=0.1205"
V0303,price,0.25,0.9,1.0,0.25,"tender T00737 has unusually tight bid separation; robust z=-1.38, relative spread=0.1978"
V0130,price,0.25,0.9,1.0,0.25,"tender T00737 has unusually tight bid separation; robust z=-1.38, relative spread=0.1978"
V0230,price,0.25,0.9,1.0,0.25,"tender T00737 has unusually tight bid separation; robust z=-1.38, relative spread=0.1978"
V0537,price,0.25,0.9,1.0,0.25,"tender T00737 has unusually tight bid separation; robust z=-1.38, relative spread=0.1978"
V0458,price,0.25,0.9,1.0,0.25,"tender T00737 has unusually tight bid separation; robust z=-1.38, relative spread=0.1978"
V0029,price,0.25,0.9,1.0,0.25,"tender T00737 has unusually tight bid separation; robust z=-1.38, relative spread=0.1978"
V0438,price,0.25,0.9,1.0,0.25,"tender T00772 has unusually tight bid separation; robust z=-1.00, relative spread=0.1200"
V0247,price,0.25,0.9,1.0,0.25,"tender T00772 has unusually tight bid separation; robust z=-1.00, relative spread=0.1200"
V0304,price,0.25,0.9,1.0,0.25,"tender T00772 has unusually tight bid separation; robust z=-1.00, relative spread=0.1200"
V0531,price,0.25,0.9,1.0,0.25,"tender T00772 has unusually tight bid separation; robust z=-1.00, relative spread=0.1200"
V0100,price,0.25,0.9,1.0,0.25,"tender T00772 has unusually tight bid separation; robust z=-1.00, relative spread=0.1200"
V0044,price,0.25,0.9,1.0,0.25,"tender T00772 has unusually tight bid separation; robust z=-1.00, relative spread=0.1200"
V0344,price,0.25,0.9,1.0,0.25,"tender T00807 has unusually tight bid separation; robust z=0.00, relative spread=0.0924"
V0545,price,0.25,0.9,1.0,0.25,"tender T00807 has unusually tight bid separation; robust z=0.00, relative spread=0.0924"
V0070,price,0.25,0.9,1.0,0.25,"tender T00807 has unusually tight bid separation; robust z=0.00, relative spread=0.0924"
V0384,price,0.25,0.9,1.0,0.25,"tender T00807 has unusually tight bid separation; robust z=0.00, relative spread=0.0924"
V0087,price,0.25,0.9,1.0,0.25,"tender T00807 has unusually tight bid separation; robust z=0.00, relative spread=0.0924"
V0035,price,0.25,0.9,1.0,0.25,"tender T00807 has unusually tight bid separation; robust z=0.00, relative spread=0.0924"
V0335,price,0.25,0.9,1.0,0.25,"tender T00947 has unusually tight bid separation; robust z=-0.67, relative spread=0.1348"
V0294,price,0.25,0.9,1.0,0.25,"tender T00947 has unusually tight bid separation; robust z=-0.67, relative spread=0.1348"
V0282,price,0.25,0.9,1.0,0.25,"tender T00947 has unusually tight bid separation; robust z=-0.67, relative spread=0.1348"
V0419,price,0.25,0.9,1.0,0.25,"tender T00947 has unusually tight bid separation; robust z=-0.67, relative spread=0.1348"
V0375,price,0.25,0.9,1.0,0.25,"tender T00947 has unusually tight bid separation; robust z=-0.67, relative spread=0.1348"
V0158,price,0.25,0.9,1.0,0.25,"tender T00947 has unusually tight bid separation; robust z=-0.67, relative spread=0.1348"
V0107,price,0.25,0.9,1.0,0.25,"tender T00959 has unusually tight bid separation; robust z=-1.80, relative spread=0.1746"
V0310,price,0.25,0.9,1.0,0.25,"tender T00959 has unusually tight bid separation; robust z=-1.80, relative spread=0.1746"
V0436,price,0.25,0.9,1.0,0.25,"tender T00959 has unusually tight bid separation; robust z=-1.80, relative spread=0.1746"
V0150,price,0.25,0.9,1.0,0.25,"tender T00959 has unusually tight bid separation; robust z=-1.80, relative spread=0.1746"
V0327,price,0.25,0.9,1.0,0.25,"tender T00959 has unusually tight bid separation; robust z=-1.80, relative spread=0.1746"
V0362,price,0.25,0.9,1.0,0.25,"tender T00959 has unusually tight bid separation; robust z=-1.80, relative spread=0.1746"
V0294,price,0.25,0.9,1.0,0.25,"tender T01066 has unusually tight bid separation; robust z=-0.92, relative spread=0.1610"
V0255,price,0.25,0.9,1.0,0.25,"tender T01066 has unusually tight bid separation; robust z=-0.92, relative spread=0.1610"
V0059,price,0.25,0.9,1.0,0.25,"tender T01066 has unusually tight bid separation; robust z=-0.92, relative spread=0.1610"
V0001,price,0.25,0.9,1.0,0.25,"tender T01066 has unusually tight bid separation; robust z=-0.92, relative spread=0.1610"
V0024,price,0.25,0.9,1.0,0.25,"tender T01066 has unusually tight bid separation; robust z=-0.92, relative spread=0.1610"
V0091,price,0.25,0.9,1.0,0.25,"tender T01066 has unusually tight bid separation; robust z=-0.92, relative spread=0.1610"
V0080,price,0.25,0.9,1.0,0.25,"tender T01192 has unusually tight bid separation; robust z=-0.67, relative spread=0.1212"
V0367,price,0.25,0.9,1.0,0.25,"tender T01192 has unusually tight bid separation; robust z=-0.67, relative spread=0.1212"
V0011,price,0.25,0.9,1.0,0.25,"tender T01192 has unusually tight bid separation; robust z=-0.67, relative spread=0.1212"
V0291,price,0.25,0.9,1.0,0.25,"tender T01192 has unusually tight bid separation; robust z=-0.67, relative spread=0.1212"
V0321,price,0.25,0.9,1.0,0.25,"tender T01192 has unusually tight bid separation; robust z=-0.67, relative spread=0.1212"
V0029,price,0.25,0.9,1.0,0.25,"tender T01192 has unusually tight bid separation; robust z=-0.67, relative spread=0.1212"
V0314,price,0.25,0.9,1.0,0.25,"tender T01262 has unusually tight bid separation; robust z=-0.92, relative spread=0.1219"
V0026,price,0.25,0.9,1.0,0.25,"tender T01262 has unusually tight bid separation; robust z=-0.92, relative spread=0.1219"
V0152,price,0.25,0.9,1.0,0.25,"tender T01262 has unusually tight bid separation; robust z=-0.92, relative spread=0.1219"
V0497,price,0.25,0.9,1.0,0.25,"tender T01262 has unusually tight bid separation; robust z=-0.92, relative spread=0.1219"
V0459,price,0.25,0.9,1.0,0.25,"tender T01262 has unusually tight bid separation; robust z=-0.92, relative spread=0.1219"
V0549,price,0.25,0.9,1.0,0.25,"tender T01262 has unusually tight bid separation; robust z=-0.92, relative spread=0.1219"
V0402,price,0.25,0.9,1.0,0.25,"tender T01516 has unusually tight bid separation; robust z=0.00, relative spread=0.1221"
V0166,price,0.25,0.9,1.0,0.25,"tender T01516 has unusually tight bid separation; robust z=0.00, relative spread=0.1221"
V0047,price,0.25,0.9,1.0,0.25,"tender T01516 has unusually tight bid separation; robust z=0.00, relative spread=0.1221"
V0001,price,0.25,0.9,1.0,0.25,"tender T01516 has unusually tight bid separation; robust z=0.00, relative spread=0.1221"
V0024,price,0.25,0.9,1.0,0.25,"tender T01516 has unusually tight bid separation; robust z=0.00, relative spread=0.1221"
V0091,price,0.25,0.9,1.0,0.25,"tender T01516 has unusually tight bid separation; robust z=0.00, relative spread=0.1221"
V0091,price,0.25,0.9,1.0,0.25,"tender T01643 has unusually tight bid separation; robust z=-2.21, relative spread=0.1903"
V0288,price,0.25,0.9,1.0,0.25,"tender T01643 has unusually tight bid separation; robust z=-2.21, relative spread=0.1903"
V0373,price,0.25,0.9,1.0,0.25,"tender T01643 has unusually tight bid separation; robust z=-2.21, relative spread=0.1903"
V0047,price,0.25,0.9,1.0,0.25,"tender T01643 has unusually tight bid separation; robust z=-2.21, relative spread=0.1903"
V0533,price,0.25,0.9,1.0,0.25,"tender T01643 has unusually tight bid separation; robust z=-2.21, relative spread=0.1903"
V0488,price,0.25,0.9,1.0,0.25,"tender T01643 has unusually tight bid separation; robust z=-2.21, relative spread=0.1903"
V0144,price,0.25,0.9,1.0,0.25,"tender T01866 has unusually tight bid separation; robust z=-2.48, relative spread=0.1840"
V0119,price,0.25,0.9,1.0,0.25,"tender T01866 has unusually tight bid separation; robust z=-2.48, relative spread=0.1840"
V0277,price,0.25,0.9,1.0,0.25,"tender T01866 has unusually tight bid separation; robust z=-2.48, relative spread=0.1840"
V0460,price,0.25,0.9,1.0,0.25,"tender T01866 has unusually tight bid separation; robust z=-2.48, relative spread=0.1840"
V0184,price,0.25,0.9,1.0,0.25,"tender T01866 has unusually tight bid separation; robust z=-2.48, relative spread=0.1840"
V0295,price,0.25,0.9,1.0,0.25,"tender T01866 has unusually tight bid separation; robust z=-2.48, relative spread=0.1840"
V0378,price,0.25,0.9,1.0,0.25,"tender T02019 has unusually tight bid separation; robust z=-0.67, relative spread=0.1661"
V0409,price,0.25,0.9,1.0,0.25,"tender T02019 has unusually tight bid separation; robust z=-0.67, relative spread=0.1661"
V0528,price,0.25,0.9,1.0,0.25,"tender T02019 has unusually tight bid separation; robust z=-0.67, relative spread=0.1661"
V0204,price,0.25,0.9,1.0,0.25,"tender T02019 has unusually tight bid separation; robust z=-0.67, relative spread=0.1661"
V0033,price,0.25,0.9,1.0,0.25,"tender T02019 has unusually tight bid separation; robust z=-0.67, relative spread=0.1661"
V0243,price,0.25,0.9,1.0,0.25,"tender T02019 has unusually tight bid separation; robust z=-0.67, relative spread=0.1661"
V0236,price,0.25,0.9,1.0,0.25,"tender T02078 has unusually tight bid separation; robust z=-18.37, relative spread=0.1094"
V0530,price,0.25,0.9,1.0,0.25,"tender T02078 has unusually tight bid separation; robust z=-18.37, relative spread=0.1094"
V0492,price,0.25,0.9,1.0,0.25,"tender T02078 has unusually tight bid separation; robust z=-18.37, relative spread=0.1094"
V0441,price,0.25,0.9,1.0,0.25,"tender T02078 has unusually tight bid separation; robust z=-18.37, relative spread=0.1094"
V0228,price,0.25,0.9,1.0,0.25,"tender T02078 has unusually tight bid separation; robust z=-18.37, relative spread=0.1094"
V0161,price,0.25,0.9,1.0,0.25,"tender T02078 has unusually tight bid separation; robust z=-18.37, relative spread=0.1094"
V0475,price,0.25,0.9,1.0,0.25,"tender T02261 has unusually tight bid separation; robust z=-0.71, relative spread=0.1077"
V0395,price,0.25,0.9,1.0,0.25,"tender T02261 has unusually tight bid separation; robust z=-0.71, relative spread=0.1077"
V0471,price,0.25,0.9,1.0,0.25,"tender T02261 has unusually tight bid separation; robust z=-0.71, relative spread=0.1077"
V0481,price,0.25,0.9,1.0,0.25,"tender T02261 has unusually tight bid separation; robust z=-0.71, relative spread=0.1077"
V0408,price,0.25,0.9,1.0,0.25,"tender T02261 has unusually tight bid separation; robust z=-0.71, relative spread=0.1077"
V0200,price,0.25,0.9,1.0,0.25,"tender T02261 has unusually tight bid separation; robust z=-0.71, relative spread=0.1077"
V0291,price,0.25,0.9,1.0,0.25,"tender T02266 has unusually tight bid separation; robust z=-0.67, relative spread=0.1171"
V0070,price,0.25,0.9,1.0,0.25,"tender T02266 has unusually tight bid separation; robust z=-0.67, relative spread=0.1171"
V0258,price,0.25,0.9,1.0,0.25,"tender T02266 has unusually tight bid separation; robust z=-0.67, relative spread=0.1171"
V0396,price,0.25,0.9,1.0,0.25,"tender T02266 has unusually tight bid separation; robust z=-0.67, relative spread=0.1171"
V0113,price,0.25,0.9,1.0,0.25,"tender T02266 has unusually tight bid separation; robust z=-0.67, relative spread=0.1171"
V0392,price,0.25,0.9,1.0,0.25,"tender T02266 has unusually tight bid separation; robust z=-0.67, relative spread=0.1171"
V0094,price,0.25,0.9,1.0,0.25,"tender T02300 has unusually tight bid separation; robust z=-1.70, relative spread=0.1745"
V0099,price,0.25,0.9,1.0,0.25,"tender T02300 has unusually tight bid separation; robust z=-1.70, relative spread=0.1745"
V0289,price,0.25,0.9,1.0,0.25,"tender T02300 has unusually tight bid separation; robust z=-1.70, relative spread=0.1745"
V0389,price,0.25,0.9,1.0,0.25,"tender T02300 has unusually tight bid separation; robust z=-1.70, relative spread=0.1745"
V0042,price,0.25,0.9,1.0,0.25,"tender T02300 has unusually tight bid separation; robust z=-1.70, relative spread=0.1745"
V0043,price,0.25,0.9,1.0,0.25,"tender T02300 has unusually tight bid separation; robust z=-1.70, relative spread=0.1745"
V0195,price,0.25,0.9,1.0,0.25,"tender T02315 has unusually tight bid separation; robust z=-1.37, relative spread=0.1621"
V0203,price,0.25,0.9,1.0,0.25,"tender T02315 has unusually tight bid separation; robust z=-1.37, relative spread=0.1621"
V0219,price,0.25,0.9,1.0,0.25,"tender T02315 has unusually tight bid separation; robust z=-1.37, relative spread=0.1621"
V0123,price,0.25,0.9,1.0,0.25,"tender T02315 has unusually tight bid separation; robust z=-1.37, relative spread=0.1621"
V0242,price,0.25,0.9,1.0,0.25,"tender T02315 has unusually tight bid separation; robust z=-1.37, relative spread=0.1621"
V0280,price,0.25,0.9,1.0,0.25,"tender T02315 has unusually tight bid separation; robust z=-1.37, relative spread=0.1621"
V0377,price,0.25,0.9,1.0,0.25,"tender T02364 has unusually tight bid separation; robust z=0.00, relative spread=0.0075"
V0453,price,0.25,0.9,1.0,0.25,"tender T02364 has unusually tight bid separation; robust z=0.00, relative spread=0.0075"
V0150,price,0.25,0.9,1.0,0.25,"tender T02364 has unusually tight bid separation; robust z=0.00, relative spread=0.0075"
V0001,price,0.25,0.9,1.0,0.25,"tender T02364 has unusually tight bid separation; robust z=0.00, relative spread=0.0075"
V0024,price,0.25,0.9,1.0,0.25,"tender T02364 has unusually tight bid separation; robust z=0.00, relative spread=0.0075"
V0091,price,0.25,0.9,1.0,0.25,"tender T02364 has unusually tight bid separation; robust z=0.00, relative spread=0.0075"
V0523,price,0.25,0.9,1.0,0.25,"tender T02484 has unusually tight bid separation; robust z=-3.00, relative spread=0.1922"
V0276,price,0.25,0.9,1.0,0.25,"tender T02484 has unusually tight bid separation; robust z=-3.00, relative spread=0.1922"
V0309,price,0.25,0.9,1.0,0.25,"tender T02484 has unusually tight bid separation; robust z=-3.00, relative spread=0.1922"
V0327,price,0.25,0.9,1.0,0.25,"tender T02484 has unusually tight bid separation; robust z=-3.00, relative spread=0.1922"
V0370,price,0.25,0.9,1.0,0.25,"tender T02484 has unusually tight bid separation; robust z=-3.00, relative spread=0.1922"
V0002,price,0.25,0.9,1.0,0.25,"tender T02484 has unusually tight bid separation; robust z=-3.00, relative spread=0.1922"
V0355,price,0.25,0.9,1.0,0.25,"tender T02490 has unusually tight bid separation; robust z=-1.05, relative spread=0.0858"
V0010,price,0.25,0.9,1.0,0.25,"tender T02490 has unusually tight bid separation; robust z=-1.05, relative spread=0.0858"
V0407,price,0.25,0.9,1.0,0.25,"tender T02490 has unusually tight bid separation; robust z=-1.05, relative spread=0.0858"
V0050,price,0.25,0.9,1.0,0.25,"tender T02490 has unusually tight bid separation; robust z=-1.05, relative spread=0.0858"
