vendor_a,vendor_b,observed_shared_tenders,vendor_a_tenders,vendor_b_tenders,expected_shared_tenders,enrichment_ratio,p_value,surprise_score
V0080,V0513,4,39,55,0.858,4.662,0.009742081598969379,2.011
V0121,V0368,4,43,50,0.86,4.651,0.00984315976425378,2.007
V0016,V0298,4,50,43,0.86,4.651,0.00984315976425378,2.007
V0368,V0531,4,50,43,0.86,4.651,0.00984315976425378,2.007
V0088,V0126,3,38,30,0.456,6.579,0.009914196028920897,2.004
V0119,V0202,3,64,18,0.461,6.51,0.009923231143632805,2.003
V0119,V0264,3,64,18,0.461,6.51,0.009923231143632805,2.003
V0053,V0263,4,44,49,0.862,4.638,0.009942380866974791,2.003
V0070,V0144,3,17,68,0.462,6.488,0.009960416728753339,2.002
V0053,V0484,3,44,26,0.458,6.556,0.009972554791545176,2.001
V0065,V0438,3,26,44,0.458,6.556,0.009972554791545176,2.001
V0053,V0065,3,44,26,0.458,6.556,0.009972554791545176,2.001
V0120,V0496,3,44,26,0.458,6.556,0.009972554791545176,2.001
V0100,V0438,3,26,44,0.458,6.556,0.009972554791545176,2.001
V0304,V0496,3,44,26,0.458,6.556,0.009972554791545176,2.001
V0028,V0172,4,45,48,0.864,4.63,0.010008886481460536,2.0
V0024,V0275,4,47,46,0.865,4.625,0.010042246922535405,1.998
V0151,V0244,3,23,50,0.46,6.522,0.010060448038357605,1.997
V0356,V0368,3,23,50,0.46,6.522,0.010060448038357605,1.997
V0258,V0414,3,37,31,0.459,6.539,0.010088857616568934,1.996
V0364,V0370,3,31,37,0.459,6.539,0.010088857616568934,1.996
V0074,V0381,3,28,41,0.459,6.533,0.010093244828251824,1.996
V0525,V0526,3,41,28,0.459,6.533,0.010093244828251824,1.996
V0517,V0525,3,28,41,0.459,6.533,0.010093244828251824,1.996
V0313,V0346,3,28,41,0.459,6.533,0.010093244828251824,1.996
V0313,V0525,3,28,41,0.459,6.533,0.010093244828251824,1.996
V0275,V0360,3,46,25,0.46,6.522,0.01010197829202629,1.996
V0052,V0360,3,46,25,0.46,6.522,0.01010197829202629,1.996
V0001,V0169,4,62,35,0.868,4.608,0.010099213199498686,1.996
V0001,V0433,4,62,35,0.868,4.608,0.010099213199498686,1.996
V0271,V0547,3,24,48,0.461,6.51,0.010131471082750707,1.994
V0082,V0122,3,32,36,0.461,6.51,0.01021470456987748,1.991
V0082,V0301,3,32,36,0.461,6.51,0.01021470456987748,1.991
V0059,V0280,3,32,36,0.461,6.51,0.01021470456987748,1.991
V0059,V0209,3,32,36,0.461,6.51,0.01021470456987748,1.991
V0117,V0132,3,20,58,0.464,6.466,0.01020788621596707,1.991
V0066,V0276,4,53,41,0.869,4.602,0.01020766141506813,1.991
V0066,V0504,4,53,41,0.869,4.602,0.01020766141506813,1.991
V0034,V0308,4,53,41,0.869,4.602,0.01020766141506813,1.991
V0040,V0392,3,35,33,0.462,6.494,0.010290648775606825,1.988
V0182,V0255,3,35,33,0.462,6.494,0.010290648775606825,1.988
V0029,V0169,3,33,35,0.462,6.494,0.010290648775606825,1.988
V0158,V0228,3,34,34,0.462,6.488,0.01031603623871547,1.986
V0228,V0512,3,34,34,0.462,6.488,0.01031603623871547,1.986
V0158,V0161,3,34,34,0.462,6.488,0.01031603623871547,1.986
V0319,V0523,3,34,34,0.462,6.488,0.01031603623871547,1.986
V0093,V0319,3,34,34,0.462,6.488,0.01031603623871547,1.986
V0281,V0288,3,40,29,0.464,6.466,0.010396954784408817,1.983
V0011,V0179,3,40,29,0.464,6.466,0.010396954784408817,1.983
V0179,V0424,3,29,40,0.464,6.466,0.010396954784408817,1.983
V0415,V0426,3,29,40,0.464,6.466,0.010396954784408817,1.983
V0349,V0424,3,29,40,0.464,6.466,0.010396954784408817,1.983
V0121,V0422,3,43,27,0.464,6.46,0.01040147898286948,1.983
V0130,V0188,3,27,43,0.464,6.46,0.01040147898286948,1.983
V0130,V0455,3,27,43,0.464,6.46,0.01040147898286948,1.983
V0455,V0489,3,43,27,0.464,6.46,0.01040147898286948,1.983
V0254,V0292,3,43,27,0.464,6.46,0.01040147898286948,1.983
V0199,V0454,3,27,43,0.464,6.46,0.01040147898286948,1.983
V0199,V0254,3,27,43,0.464,6.46,0.01040147898286948,1.983
V0127,V0292,3,43,27,0.464,6.46,0.01040147898286948,1.983
V0002,V0066,3,22,53,0.466,6.432,0.010423894443433087,1.982
V0002,V0379,3,22,53,0.466,6.432,0.010423894443433087,1.982
V0020,V0077,3,85,14,0.476,6.303,0.010526635321526565,1.978
V0091,V0275,5,74,46,1.362,3.672,0.010552255069714396,1.977
V0123,V0362,3,45,26,0.468,6.41,0.010611579396297028,1.974
V0028,V0496,3,45,26,0.468,6.41,0.010611579396297028,1.974
V0028,V0429,3,45,26,0.468,6.41,0.010611579396297028,1.974
V0019,V0332,3,23,51,0.469,6.394,0.010625334198616472,1.974
V0051,V0390,3,51,23,0.469,6.394,0.010625334198616472,1.974
V0039,V0198,3,56,21,0.47,6.378,0.010638965112463684,1.973
V0426,V0483,4,40,55,0.88,4.545,0.010650200300816794,1.973
V0342,V0410,3,39,30,0.468,6.41,0.010654052361470982,1.972
V0297,V0410,3,39,30,0.468,6.41,0.010654052361470982,1.972
V0342,V0510,3,39,30,0.468,6.41,0.010654052361470982,1.972
V0073,V0368,4,44,50,0.88,4.545,0.010670002286928873,1.972
V0304,V0368,4,44,50,0.88,4.545,0.010670002286928873,1.972
V0368,V0438,4,50,44,0.88,4.545,0.010670002286928873,1.972
V0178,V0302,3,49,24,0.47,6.378,0.010724537056796777,1.97
V0263,V0377,3,49,24,0.47,6.378,0.010724537056796777,1.97
V0212,V0517,3,42,28,0.47,6.378,0.010788685871955759,1.967
V0224,V0313,3,42,28,0.47,6.378,0.010788685871955759,1.967
V0166,V0404,3,31,38,0.471,6.367,0.01086235893329596,1.964
V0434,V0451,3,38,31,0.471,6.367,0.01086235893329596,1.964
V0027,V0061,3,32,37,0.474,6.334,0.011020125071052154,1.958
V0249,V0537,3,37,32,0.474,6.334,0.011020125071052154,1.958
V0082,V0274,3,32,37,0.474,6.334,0.011020125071052154,1.958
V0013,V0417,3,32,37,0.474,6.334,0.011020125071052154,1.958
V0073,V0130,3,44,27,0.475,6.313,0.011082711522031616,1.955
V0073,V0489,3,44,27,0.475,6.313,0.011082711522031616,1.955
V0304,V0489,3,44,27,0.475,6.313,0.011082711522031616,1.955
V0078,V0470,3,36,33,0.475,6.313,0.011126035038629634,1.954
V0153,V0437,3,36,33,0.475,6.313,0.011126035038629634,1.954
V0308,V0494,3,41,29,0.476,6.308,0.01113092051178822,1.953
V0187,V0458,3,34,35,0.476,6.303,0.01117920998440935,1.952
V0040,V0403,3,35,34,0.476,6.303,0.01117920998440935,1.952
V0169,V0228,3,35,34,0.476,6.303,0.01117920998440935,1.952
V0158,V0169,3,34,35,0.476,6.303,0.01117920998440935,1.952
V0310,V0319,3,35,34,0.476,6.303,0.01117920998440935,1.952
V0317,V0512,3,35,34,0.476,6.303,0.01117920998440935,1.952
V0228,V0458,3,34,35,0.476,6.303,0.01117920998440935,1.952
V0161,V0169,3,34,35,0.476,6.303,0.01117920998440935,1.952
V0040,V0512,3,35,34,0.476,6.303,0.01117920998440935,1.952
V0052,V0484,3,46,26,0.478,6.271,0.011274060831848984,1.948
V0052,V0065,3,46,26,0.478,6.271,0.011274060831848984,1.948
V0004,V0248,3,26,46,0.478,6.271,0.011274060831848984,1.948
V0248,V0468,3,46,26,0.478,6.271,0.011274060831848984,1.948
V0368,V0400,3,50,24,0.48,6.25,0.011337542304586784,1.945
V0081,V0547,3,25,48,0.48,6.25,0.011359498277357183,1.945
V0011,V0063,3,40,30,0.48,6.25,0.011425345092657488,1.942
V0062,V0063,3,40,30,0.48,6.25,0.011425345092657488,1.942
V0320,V0366,3,40,30,0.48,6.25,0.011425345092657488,1.942
V0366,V0426,3,30,40,0.48,6.25,0.011425345092657488,1.942
V0159,V0510,3,40,30,0.48,6.25,0.011425345092657488,1.942
V0359,V0366,3,40,30,0.48,6.25,0.011425345092657488,1.942
V0359,V0478,3,40,30,0.48,6.25,0.011425345092657488,1.942
V0043,V0073,4,51,44,0.898,4.456,0.011431429825830019,1.942
V0023,V0396,4,44,51,0.898,4.456,0.011431429825830019,1.942
V0074,V0531,3,28,43,0.482,6.229,0.011511472064916805,1.939
V0385,V0531,3,28,43,0.482,6.229,0.011511472064916805,1.939
V0127,V0436,3,43,28,0.482,6.229,0.011511472064916805,1.939
V0091,V0340,5,74,47,1.391,3.594,0.011541038258814038,1.938
V0071,V0091,5,47,74,1.391,3.594,0.011541038258814038,1.938
V0119,V0463,3,64,19,0.486,6.168,0.011571089862129593,1.937
V0012,V0119,3,19,64,0.486,6.168,0.011571089862129593,1.937
V0113,V0178,4,46,49,0.902,4.437,0.011613960884018736,1.935
V0047,V0293,4,55,41,0.902,4.435,0.011611596896180638,1.935
V0007,V0166,3,39,31,0.484,6.203,0.011669546899117735,1.933
V0114,V0297,3,31,39,0.484,6.203,0.011669546899117735,1.933
V0072,V0476,3,58,21,0.487,6.158,0.011715297287455292,1.931
V0123,V0292,3,45,27,0.486,6.173,0.011789409710633499,1.929
V0028,V0130,3,45,27,0.486,6.173,0.011789409710633499,1.929
V0066,V0151,3,53,23,0.488,6.153,0.011809987545309715,1.928
V0245,V0294,3,38,32,0.486,6.168,0.011861544472418535,1.926
V0224,V0415,3,42,29,0.487,6.158,0.011894367016029856,1.925
V0391,V0485,3,29,42,0.487,6.158,0.011894367016029856,1.925
V0340,V0496,3,47,26,0.489,6.137,0.011960163752979916,1.922
V0340,V0429,3,47,26,0.489,6.137,0.011960163752979916,1.922
V0024,V0484,3,47,26,0.489,6.137,0.011960163752979916,1.922
V0024,V0065,3,47,26,0.489,6.137,0.011960163752979916,1.922
V0024,V0362,3,47,26,0.489,6.137,0.011960163752979916,1.922
V0065,V0340,3,26,47,0.489,6.137,0.011960163752979916,1.922
V0024,V0150,3,47,26,0.489,6.137,0.011960163752979916,1.922
V0051,V0377,3,51,24,0.49,6.127,0.011970616176560384,1.922
V0051,V0337,3,51,24,0.49,6.127,0.011970616176560384,1.922
V0061,V0392,3,37,33,0.488,6.143,0.011999792271143847,1.921
V0220,V0470,3,37,33,0.488,6.143,0.011999792271143847,1.921
V0054,V0220,3,33,37,0.488,6.143,0.011999792271143847,1.921
V0197,V0263,3,25,49,0.49,6.122,0.012020916215440942,1.92
V0020,V0329,4,85,27,0.918,4.357,0.012018458449018088,1.92
V0254,V0379,4,43,53,0.912,4.388,0.012057311503608198,1.919
V0122,V0523,3,36,34,0.49,6.127,0.012083184062664452,1.918
V0280,V0523,3,36,34,0.49,6.127,0.012083184062664452,1.918
V0122,V0319,3,36,34,0.49,6.127,0.012083184062664452,1.918
V0301,V0523,3,36,34,0.49,6.127,0.012083184062664452,1.918
V0373,V0419,3,22,56,0.493,6.088,0.012125542058396757,1.916
V0039,V0076,3,56,22,0.493,6.088,0.012125542058396757,1.916
V0331,V0355,3,18,69,0.497,6.039,0.012200242540037577,1.914
V0126,V0525,3,30,41,0.492,6.098,0.01222832122230094,1.913
V0381,V0478,3,41,30,0.492,6.098,0.01222832122230094,1.913
V0346,V0510,3,41,30,0.492,6.098,0.01222832122230094,1.913
V0366,V0525,3,30,41,0.492,6.098,0.01222832122230094,1.913
V0063,V0394,3,30,41,0.492,6.098,0.01222832122230094,1.913
V0366,V0381,3,30,41,0.492,6.098,0.01222832122230094,1.913
V0126,V0346,3,30,41,0.492,6.098,0.01222832122230094,1.913
V0346,V0478,3,41,30,0.492,6.098,0.01222832122230094,1.913
V0120,V0526,3,44,28,0.493,6.088,0.012261803014965897,1.911
V0120,V0385,3,44,28,0.493,6.088,0.012261803014965897,1.911
V0028,V0332,4,45,51,0.918,4.357,0.012360446132355159,1.908
V0384,V0396,4,45,51,0.918,4.357,0.012360446132355159,1.908
V0223,V0396,4,45,51,0.918,4.357,0.012360446132355159,1.908
V0242,V0309,4,41,56,0.918,4.355,0.012358150011384992,1.908
V0256,V0451,3,40,31,0.496,6.048,0.012510686454703036,1.903
V0322,V0364,3,40,31,0.496,6.048,0.012510686454703036,1.903
V0114,V0159,3,31,40,0.496,6.048,0.012510686454703036,1.903
V0281,V0364,3,40,31,0.496,6.048,0.012510686454703036,1.903
V0062,V0414,3,40,31,0.496,6.048,0.012510686454703036,1.903
V0042,V0071,4,49,47,0.921,4.342,0.012513820550764268,1.903
V0129,V0178,4,47,49,0.921,4.342,0.012513820550764268,1.903
V0024,V0263,4,47,49,0.921,4.342,0.012513820550764268,1.903
V0376,V0421,3,27,46,0.497,6.039,0.012521747591011498,1.902
V0275,V0489,3,46,27,0.497,6.039,0.012521747591011498,1.902
V0052,V0130,3,46,27,0.497,6.039,0.012521747591011498,1.902
V0014,V0292,3,46,27,0.497,6.039,0.012521747591011498,1.902
V0248,V0489,3,46,27,0.497,6.039,0.012521747591011498,1.902
V0172,V0547,4,48,48,0.922,4.34,0.012533077293226376,1.902
V0212,V0483,4,42,55,0.924,4.329,0.012627379553519752,1.899
V0509,V0513,4,42,55,0.924,4.329,0.012627379553519752,1.899
V0298,V0349,3,43,29,0.499,6.014,0.012687506557621167,1.897
V0121,V0402,3,43,29,0.499,6.014,0.012687506557621167,1.897
V0454,V0494,3,43,29,0.499,6.014,0.012687506557621167,1.897
V0218,V0391,3,43,29,0.499,6.014,0.012687506557621167,1.897
V0121,V0142,3,43,29,0.499,6.014,0.012687506557621167,1.897
V0496,V0547,3,26,48,0.499,6.01,0.012670041133261327,1.897
V0429,V0547,3,26,48,0.499,6.01,0.012670041133261327,1.897
V0172,V0429,3,48,26,0.499,6.01,0.012670041133261327,1.897
V0081,V0368,3,25,50,0.5,6.0,0.012704290126295103,1.896
V0307,V0528,3,50,25,0.5,6.0,0.012704290126295103,1.896
V0038,V0244,3,25,50,0.5,6.0,0.012704290126295103,1.896
V0269,V0294,3,39,32,0.499,6.01,0.012739247664650769,1.895
V0184,V0214,3,63,20,0.504,5.952,0.012806143894305455,1.893
V0072,V0426,4,58,40,0.928,4.31,0.012800156790849542,1.893
V0029,V0291,3,33,38,0.502,5.981,0.0129122277427309,1.889
V0392,V0434,3,33,38,0.502,5.981,0.0129122277427309,1.889
V0044,V0220,3,34,37,0.503,5.962,0.013028291033231297,1.885
V0061,V0241,3,37,34,0.503,5.962,0.013028291033231297,1.885
V0061,V0403,3,37,34,0.503,5.962,0.013028291033231297,1.885
V0093,V0249,3,34,37,0.503,5.962,0.013028291033231297,1.885
V0512,V0533,3,34,37,0.503,5.962,0.013028291033231297,1.885
V0187,V0220,3,34,37,0.503,5.962,0.013028291033231297,1.885
V0187,V0533,3,34,37,0.503,5.962,0.013028291033231297,1.885
V0228,V0472,3,34,37,0.503,5.962,0.013028291033231297,1.885
V0224,V0478,3,42,30,0.504,5.952,0.013063206737978655,1.884
V0079,V0485,3,30,42,0.504,5.952,0.013063206737978655,1.884
V0212,V0410,3,42,30,0.504,5.952,0.013063206737978655,1.884
V0019,V0483,3,23,55,0.506,5.929,0.013068552349732825,1.884
V0122,V0310,3,36,35,0.504,5.952,0.013086545801895591,1.883
V0169,V0488,3,35,36,0.504,5.952,0.013086545801895591,1.883
V0040,V0495,3,35,36,0.504,5.952,0.013086545801895591,1.883
V0162,V0495,3,35,36,0.504,5.952,0.013086545801895591,1.883
V0071,V0376,3,47,27,0.508,5.91,0.013279885772354137,1.877
V0024,V0422,3,47,27,0.508,5.91,0.013279885772354137,1.877
V0340,V0489,3,47,27,0.508,5.91,0.013279885772354137,1.877
V0071,V0303,3,47,27,0.508,5.91,0.013279885772354137,1.877
V0024,V0130,3,47,27,0.508,5.91,0.013279885772354137,1.877
V0129,V0199,3,47,27,0.508,5.91,0.013279885772354137,1.877
V0024,V0303,3,47,27,0.508,5.91,0.013279885772354137,1.877
V0066,V0135,3,53,24,0.509,5.896,0.01329744555018995,1.876
V0035,V0502,3,24,53,0.509,5.896,0.01329744555018995,1.876
V0072,V0191,3,58,22,0.51,5.878,0.013344418817423582,1.875
V0072,V0339,3,58,22,0.51,5.878,0.013344418817423582,1.875
V0072,V0386,3,58,22,0.51,5.878,0.013344418817423582,1.875
V0406,V0481,3,20,64,0.512,5.859,0.013367532090749036,1.874
V0243,V0481,3,20,64,0.512,5.859,0.013367532090749036,1.874
V0114,V0525,3,31,41,0.508,5.901,0.013386018675149528,1.873
V0166,V0242,3,31,41,0.508,5.901,0.013386018675149528,1.873
V0166,V0276,3,31,41,0.508,5.901,0.013386018675149528,1.873
V0276,V0364,3,41,31,0.508,5.901,0.013386018675149528,1.873
V0042,V0100,3,49,26,0.51,5.887,0.013403834518623503,1.873
V0215,V0405,3,51,25,0.51,5.882,0.01340974584719388,1.873
V0152,V0396,3,25,51,0.51,5.882,0.01340974584719388,1.873
V0042,V0172,4,49,48,0.941,4.252,0.013457400931407567,1.871
V0001,V0201,4,62,38,0.942,4.244,0.013471012729732236,1.871
V0053,V0402,3,44,29,0.51,5.878,0.013510533406754704,1.869
V0120,V0415,3,44,29,0.51,5.878,0.013510533406754704,1.869
V0023,V0186,3,44,29,0.51,5.878,0.013510533406754704,1.869
V0438,V0530,3,44,29,0.51,5.878,0.013510533406754704,1.869
V0027,V0413,3,32,40,0.512,5.859,0.013653492504441702,1.865
V0256,V0294,3,40,32,0.512,5.859,0.013653492504441702,1.865
V0059,V0322,3,32,40,0.512,5.859,0.013653492504441702,1.865
V0003,V0294,3,40,32,0.512,5.859,0.013653492504441702,1.865
V0320,V0516,3,40,32,0.512,5.859,0.013653492504441702,1.865
V0013,V0062,3,32,40,0.512,5.859,0.013653492504441702,1.865
V0020,V0141,4,85,28,0.952,4.202,0.013664796523858394,1.864
V0218,V0483,4,43,55,0.946,4.228,0.013698602060467663,1.863
V0454,V0513,4,43,55,0.946,4.228,0.013698602060467663,1.863
V0047,V0298,4,55,43,0.946,4.228,0.013698602060467663,1.863
V0390,V0419,3,23,56,0.515,5.823,0.013725801946724632,1.862
V0275,V0380,3,46,28,0.515,5.823,0.0138458192168692,1.859
V0255,V0297,3,33,39,0.515,5.828,0.013863618172171608,1.858
V0080,V0392,3,39,33,0.515,5.828,0.013863618172171608,1.858
V0259,V0392,3,39,33,0.515,5.828,0.013863618172171608,1.858
V0080,V0255,3,39,33,0.515,5.828,0.013863618172171608,1.858
V0342,V0437,3,39,33,0.515,5.828,0.013863618172171608,1.858
V0010,V0528,4,96,25,0.96,4.167,0.013892386528861125,1.857
V0218,V0478,3,43,30,0.516,5.814,0.013930207154188235,1.856
V0366,V0531,3,30,43,0.516,5.814,0.013930207154188235,1.856
V0218,V0366,3,43,30,0.516,5.814,0.013930207154188235,1.856
V0072,V0525,4,58,41,0.951,4.205,0.013942627690671405,1.856
V0132,V0504,4,58,41,0.951,4.205,0.013942627690671405,1.856
V0344,V0403,3,38,34,0.517,5.805,0.01401482900248467,1.853
V0088,V0187,3,38,34,0.517,5.805,0.01401482900248467,1.853
V0291,V0512,3,38,34,0.517,5.805,0.01401482900248467,1.853
V0228,V0335,3,34,38,0.517,5.805,0.01401482900248467,1.853
V0161,V0245,3,34,38,0.517,5.805,0.01401482900248467,1.853
V0161,V0404,3,34,38,0.517,5.805,0.01401482900248467,1.853
V0187,V0335,3,34,38,0.517,5.805,0.01401482900248467,1.853
V0172,V0489,3,48,27,0.518,5.787,0.014063971736902032,1.852
V0040,V0061,3,35,37,0.518,5.792,0.01410600425352082,1.851
V0040,V0417,3,35,37,0.518,5.792,0.01410600425352082,1.851
V0061,V0433,3,37,35,0.518,5.792,0.01410600425352082,1.851
V0061,V0336,3,37,35,0.518,5.792,0.01410600425352082,1.851
V0274,V0310,3,37,35,0.518,5.792,0.01410600425352082,1.851
V0336,V0417,3,35,37,0.518,5.792,0.01410600425352082,1.851
V0280,V0301,3,36,36,0.518,5.787,0.014136470827937207,1.85
V0383,V0495,3,36,36,0.518,5.787,0.014136470827937207,1.85
V0368,V0429,3,50,26,0.52,5.769,0.014161674276979263,1.849
V0016,V0362,3,50,26,0.52,5.769,0.014161674276979263,1.849
V0100,V0368,3,26,50,0.52,5.769,0.014161674276979263,1.849
V0012,V0355,3,19,69,0.524,5.721,0.014205264693975409,1.848
V0224,V0371,3,42,31,0.521,5.76,0.014295761407176541,1.845
V0195,V0364,3,42,31,0.521,5.76,0.014295761407176541,1.845
V0195,V0451,3,42,31,0.521,5.76,0.014295761407176541,1.845
V0212,V0371,3,42,31,0.521,5.76,0.014295761407176541,1.845
V0028,V0391,3,45,29,0.522,5.747,0.014363624289232577,1.843
V0186,V0363,3,29,45,0.522,5.747,0.014363624289232577,1.843
V0121,V0419,4,43,56,0.963,4.153,0.014570291049958122,1.837
V0298,V0309,4,43,56,0.963,4.153,0.014570291049958122,1.837
V0059,V0242,3,32,41,0.525,5.716,0.014604510564147204,1.836
V0230,V0537,3,41,32,0.525,5.716,0.014604510564147204,1.836
V0082,V0242,3,32,41,0.525,5.716,0.014604510564147204,1.836
V0013,V0293,3,32,41,0.525,5.716,0.014604510564147204,1.836
V0230,V0294,3,41,32,0.525,5.716,0.014604510564147204,1.836
V0013,V0394,3,32,41,0.525,5.716,0.014604510564147204,1.836
V0027,V0293,3,32,41,0.525,5.716,0.014604510564147204,1.836
V0071,V0517,3,47,28,0.526,5.699,0.014679826398259826,1.833
V0024,V0380,3,47,28,0.526,5.699,0.014679826398259826,1.833
V0010,V0077,3,96,14,0.538,5.58,0.014679416251590914,1.833
V0053,V0126,3,44,30,0.528,5.682,0.014829508041545796,1.829
V0304,V0510,3,44,30,0.528,5.682,0.014829508041545796,1.829
V0073,V0126,3,44,30,0.528,5.682,0.014829508041545796,1.829
V0304,V0478,3,44,30,0.528,5.682,0.014829508041545796,1.829
V0120,V0478,3,44,30,0.528,5.682,0.014829508041545796,1.829
V0047,V0053,4,55,44,0.968,4.132,0.01482626321353865,1.829
V0304,V0483,4,44,55,0.968,4.132,0.01482626321353865,1.829
V0011,V0029,3,40,33,0.528,5.682,0.014854210605755454,1.828
V0054,V0320,3,33,40,0.528,5.682,0.014854210605755454,1.828
V0042,V0345,3,49,27,0.529,5.669,0.014874140141152951,1.828
V0263,V0303,3,49,27,0.529,5.669,0.014874140141152951,1.828
V0034,V0208,3,53,25,0.53,5.66,0.014887358806103932,1.827
V0038,V0379,3,25,53,0.53,5.66,0.014887358806103932,1.827
V0038,V0066,3,25,53,0.53,5.66,0.014887358806103932,1.827
V0332,V0362,3,51,26,0.53,5.656,0.014943679843956063,1.826
V0051,V0484,3,51,26,0.53,5.656,0.014943679843956063,1.826
V0080,V0403,3,39,34,0.53,5.656,0.01504306264861347,1.823
V0044,V0342,3,34,39,0.53,5.656,0.01504306264861347,1.823
V0007,V0093,3,39,34,0.53,5.656,0.01504306264861347,1.823
V0080,V0228,3,39,34,0.53,5.656,0.01504306264861347,1.823
V0091,V0255,4,74,33,0.977,4.095,0.01511229625011626,1.821
V0091,V0437,4,74,33,0.977,4.095,0.01511229625011626,1.821
V0072,V0224,4,58,42,0.974,4.105,0.015148224136348237,1.82
V0245,V0458,3,38,35,0.532,5.639,0.015169715515609262,1.819
V0162,V0344,3,35,38,0.532,5.639,0.015169715515609262,1.819
V0169,V0335,3,35,38,0.532,5.639,0.015169715515609262,1.819
V0169,V0245,3,35,38,0.532,5.639,0.015169715515609262,1.819
V0344,V0433,3,38,35,0.532,5.639,0.015169715515609262,1.819
V0169,V0201,3,35,38,0.532,5.639,0.015169715515609262,1.819
V0317,V0434,3,35,38,0.532,5.639,0.015169715515609262,1.819
V0182,V0201,3,35,38,0.532,5.639,0.015169715515609262,1.819
V0078,V0220,3,36,37,0.533,5.631,0.015233267506927108,1.817
V0061,V0495,3,37,36,0.533,5.631,0.015233267506927108,1.817
V0209,V0258,3,36,37,0.533,5.631,0.015233267506927108,1.817
V0258,V0383,3,37,36,0.533,5.631,0.015233267506927108,1.817
V0274,V0301,3,37,36,0.533,5.631,0.015233267506927108,1.817
V0209,V0370,3,36,37,0.533,5.631,0.015233267506927108,1.817
V0122,V0370,3,36,37,0.533,5.631,0.015233267506927108,1.817
V0488,V0533,3,36,37,0.533,5.631,0.015233267506927108,1.817
V0121,V0166,3,43,31,0.533,5.626,0.015240109894063002,1.817
V0166,V0298,3,31,43,0.533,5.626,0.015240109894063002,1.817
V0254,V0364,3,43,31,0.533,5.626,0.015240109894063002,1.817
V0371,V0455,3,31,43,0.533,5.626,0.015240109894063002,1.817
V0451,V0454,3,31,43,0.533,5.626,0.015240109894063002,1.817
V0298,V0414,3,43,31,0.533,5.626,0.015240109894063002,1.817
V0113,V0494,3,46,29,0.534,5.622,0.015246938824440684,1.817
V0052,V0402,3,46,29,0.534,5.622,0.015246938824440684,1.817
V0025,V0514,3,61,22,0.537,5.589,0.015301082930183417,1.815
V0240,V0481,3,21,64,0.538,5.58,0.01531448269604941,1.815
V0277,V0369,3,71,19,0.54,5.56,0.015347741517512057,1.814
V0377,V0419,3,24,56,0.538,5.58,0.015440966014126742,1.811
V0397,V0419,3,24,56,0.538,5.58,0.015440966014126742,1.811
V0154,V0309,3,24,56,0.538,5.58,0.015440966014126742,1.811
V0526,V0547,3,28,48,0.538,5.58,0.015542022924160742,1.808
V0224,V0516,3,42,32,0.538,5.58,0.015592507866453324,1.807
V0013,V0485,3,32,42,0.538,5.58,0.015592507866453324,1.807
V0027,V0485,3,32,42,0.538,5.58,0.015592507866453324,1.807
V0016,V0270,3,50,27,0.54,5.556,0.015710513112139453,1.804
V0368,V0376,3,50,27,0.54,5.556,0.015710513112139453,1.804
V0244,V0292,3,50,27,0.54,5.556,0.015710513112139453,1.804
V0028,V0366,3,45,30,0.54,5.556,0.015761275546172238,1.802
V0079,V0384,3,30,45,0.54,5.556,0.015761275546172238,1.802
V0039,V0053,4,56,44,0.986,4.058,0.015764827813333937,1.802
V0029,V0293,3,33,41,0.541,5.543,0.015884223277389493,1.799
V0470,V0525,3,33,41,0.541,5.543,0.015884223277389493,1.799
V0029,V0308,3,33,41,0.541,5.543,0.015884223277389493,1.799
V0001,V0339,3,62,22,0.546,5.499,0.015987817667310382,1.796
V0001,V0373,3,62,22,0.546,5.499,0.015987817667310382,1.796
V0403,V0424,3,34,40,0.544,5.515,0.01611322422480889,1.793
V0062,V0403,3,40,34,0.544,5.515,0.01611322422480889,1.793
V0064,V0187,3,40,34,0.544,5.515,0.01611322422480889,1.793
V0241,V0256,3,34,40,0.544,5.515,0.01611322422480889,1.793
V0319,V0413,3,34,40,0.544,5.515,0.01611322422480889,1.793
V0093,V0322,3,34,40,0.544,5.515,0.01611322422480889,1.793
V0003,V0158,3,40,34,0.544,5.515,0.01611322422480889,1.793
V0024,V0142,3,47,29,0.545,5.503,0.016160619955509836,1.792
V0024,V0402,3,47,29,0.545,5.503,0.016160619955509836,1.792
V0024,V0530,3,47,29,0.545,5.503,0.016160619955509836,1.792
V0071,V0530,3,47,29,0.545,5.503,0.016160619955509836,1.792
V0024,V0532,3,47,29,0.545,5.503,0.016160619955509836,1.792
V0091,V0332,5,74,51,1.51,3.312,0.01612831707036214,1.792
V0073,V0114,3,44,31,0.546,5.499,0.0162192373885271,1.79
V0053,V0166,3,44,31,0.546,5.499,0.0162192373885271,1.79
V0073,V0166,3,44,31,0.546,5.499,0.0162192373885271,1.79
V0023,V0414,3,44,31,0.546,5.499,0.0162192373885271,1.79
V0114,V0120,3,31,44,0.546,5.499,0.0162192373885271,1.79
V0040,V0080,3,35,39,0.546,5.495,0.016277928101822443,1.788
V0080,V0336,3,39,35,0.546,5.495,0.016277928101822443,1.788
V0162,V0259,3,35,39,0.546,5.495,0.016277928101822443,1.788
V0080,V0433,3,39,35,0.546,5.495,0.016277928101822443,1.788
