vendor_id,legal_name,name,vendor_type,region,headquarters_region,primary_category,secondary_category,specialization,registration_date
V0464,Delta Services 464,Delta Services 464,COMPANY,AP-SOUTH,AP-SOUTH,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.818,2016-06-25
V0465,Eastern Services 465,Eastern Services 465,COMPANY,KA-CENTRAL,KA-CENTRAL,IT_SERVICES,LAB_EQUIPMENT,0.835,2019-05-19
V0466,Frontier Services 466,Frontier Services 466,PARTNERSHIP,KA-NORTH,KA-NORTH,ELECTRICAL_EQUIPMENT,IT_SERVICES,0.707,2013-11-24
V0467,Galaxy Services 467,Galaxy Services 467,PROPRIETORSHIP,KA-CENTRAL,KA-CENTRAL,ELECTRICAL_EQUIPMENT,IT_SERVICES,0.67,2015-09-30
V0468,Horizon Services 468,Horizon Services 468,PARTNERSHIP,KA-CENTRAL,KA-CENTRAL,CIVIL_MAINTENANCE,BUILDING_CONSTRUCTION,0.722,2014-07-08
V0469,Indus Services 469,Indus Services 469,PROPRIETORSHIP,KA-NORTH,KA-NORTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.709,2013-03-02
V0470,Jupiter Services 470,Jupiter Services 470,COMPANY,KA-BENGALURU,KA-BENGALURU,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.809,2012-12-10
V0471,Kaveri Services 471,Kaveri Services 471,COMPANY,AP-SOUTH,AP-SOUTH,LAB_EQUIPMENT,MEDICAL_SUPPLIES,0.932,2012-03-18
V0472,Lotus Services 472,Lotus Services 472,COMPANY,KA-SOUTH,KA-SOUTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.825,2019-02-03
V0473,Metro Services 473,Metro Services 473,COMPANY,KA-BENGALURU,KA-BENGALURU,FURNITURE,BUILDING_CONSTRUCTION,0.509,2014-06-13
V0474,National Services 474,National Services 474,PARTNERSHIP,AP-SOUTH,AP-SOUTH,BUILDING_CONSTRUCTION,CIVIL_MAINTENANCE,0.653,2013-10-27
V0475,Omega Services 475,Omega Services 475,COMPANY,KA-NORTH,KA-NORTH,LAB_EQUIPMENT,MEDICAL_SUPPLIES,0.917,2014-12-21
V0476,Prime Services 476,Prime Services 476,PARTNERSHIP,KA-SOUTH,KA-SOUTH,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.735,2017-06-29
V0477,Quantum Services 477,Quantum Services 477,COMPANY,KA-SOUTH,KA-SOUTH,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.562,2020-01-17
V0478,Raven Services 478,Raven Services 478,PARTNERSHIP,KA-NORTH,KA-NORTH,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.761,2024-02-09
V0479,Summit Services 479,Summit Services 479,PARTNERSHIP,KA-BENGALURU,KA-BENGALURU,LAB_EQUIPMENT,IT_SERVICES,0.957,2024-03-14
V0480,Vertex Services 480,Vertex Services 480,COMPANY,KA-BENGALURU,KA-BENGALURU,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.668,2015-04-07
V0481,Apex Infrastructure 481,Apex Infrastructure 481,PROPRIETORSHIP,KA-NORTH,KA-NORTH,LAB_EQUIPMENT,MEDICAL_SUPPLIES,0.99,2017-12-10
V0482,Bharat Infrastructure 482,Bharat Infrastructure 482,COMPANY,KA-NORTH,KA-NORTH,LAB_EQUIPMENT,IT_SERVICES,0.897,2012-06-30
V0483,Crest Infrastructure 483,Crest Infrastructure 483,COMPANY,KA-CENTRAL,KA-CENTRAL,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.844,2019-03-02
V0484,Delta Infrastructure 484,Delta Infrastructure 484,PARTNERSHIP,AP-SOUTH,AP-SOUTH,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.76,2016-03-18
V0485,Eastern Infrastructure 485,Eastern Infrastructure 485,COMPANY,KA-BENGALURU,KA-BENGALURU,ELECTRICAL_EQUIPMENT,CIVIL_MAINTENANCE,0.897,2024-04-16
V0486,Frontier Infrastructure 486,Frontier Infrastructure 486,PROPRIETORSHIP,KA-BENGALURU,KA-BENGALURU,LAB_EQUIPMENT,MEDICAL_SUPPLIES,0.869,2023-11-10
V0487,Galaxy Infrastructure 487,Galaxy Infrastructure 487,COMPANY,KA-NORTH,KA-NORTH,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.684,2025-02-18
V0488,Horizon Infrastructure 488,Horizon Infrastructure 488,COMPANY,KA-SOUTH,KA-SOUTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.845,2018-04-15
V0489,Indus Infrastructure 489,Indus Infrastructure 489,COMPANY,AP-SOUTH,AP-SOUTH,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.877,2014-10-06
V0490,Jupiter Infrastructure 490,Jupiter Infrastructure 490,COMPANY,KA-BENGALURU,KA-BENGALURU,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.771,2017-07-13
V0491,Kaveri Infrastructure 491,Kaveri Infrastructure 491,COMPANY,KA-NORTH,KA-NORTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.794,2020-06-12
V0492,Lotus Infrastructure 492,Lotus Infrastructure 492,PROPRIETORSHIP,KA-NORTH,KA-NORTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.668,2012-11-04
V0493,Metro Infrastructure 493,Metro Infrastructure 493,COMPANY,KA-SOUTH,KA-SOUTH,CIVIL_MAINTENANCE,BUILDING_CONSTRUCTION,0.602,2018-03-16
V0494,National Infrastructure 494,National Infrastructure 494,PROPRIETORSHIP,KA-CENTRAL,KA-CENTRAL,IT_SERVICES,LAB_EQUIPMENT,0.85,2018-12-19
V0495,Omega Infrastructure 495,Omega Infrastructure 495,COMPANY,KA-CENTRAL,KA-CENTRAL,ELECTRICAL_EQUIPMENT,CIVIL_MAINTENANCE,0.871,2018-05-14
V0496,Prime Infrastructure 496,Prime Infrastructure 496,PARTNERSHIP,KA-NORTH,KA-NORTH,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.725,2017-01-09
V0497,Quantum Infrastructure 497,Quantum Infrastructure 497,PROPRIETORSHIP,KA-BENGALURU,KA-BENGALURU,IT_SERVICES,LAB_EQUIPMENT,0.916,2014-01-19
V0498,Raven Infrastructure 498,Raven Infrastructure 498,COMPANY,KA-SOUTH,KA-SOUTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.873,2020-06-14
V0499,Summit Infrastructure 499,Summit Infrastructure 499,COMPANY,KA-SOUTH,KA-SOUTH,LAB_EQUIPMENT,MEDICAL_SUPPLIES,0.811,2024-01-08
V0500,Vertex Infrastructure 500,Vertex Infrastructure 500,PROPRIETORSHIP,KA-CENTRAL,KA-CENTRAL,IT_SERVICES,LAB_EQUIPMENT,0.716,2014-04-24
V0501,Apex Engineering 501,Apex Engineering 501,PROPRIETORSHIP,KA-SOUTH,KA-SOUTH,ELECTRICAL_EQUIPMENT,IT_SERVICES,0.733,2019-10-17
V0502,Bharat Engineering 502,Bharat Engineering 502,COMPANY,KA-NORTH,KA-NORTH,IT_SERVICES,ELECTRICAL_EQUIPMENT,0.823,2019-05-18
V0503,Crest Engineering 503,Crest Engineering 503,COMPANY,KA-BENGALURU,KA-BENGALURU,IT_SERVICES,LAB_EQUIPMENT,0.809,2012-09-24
V0504,Delta Engineering 504,Delta Engineering 504,COMPANY,KA-NORTH,KA-NORTH,FURNITURE,BUILDING_CONSTRUCTION,0.726,2018-11-18
V0505,Eastern Engineering 505,Eastern Engineering 505,COMPANY,KA-SOUTH,KA-SOUTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.871,2016-04-08
V0506,Frontier Engineering 506,Frontier Engineering 506,COMPANY,KA-CENTRAL,KA-CENTRAL,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.631,2024-12-26
V0507,Galaxy Engineering 507,Galaxy Engineering 507,PARTNERSHIP,TN-NORTH,TN-NORTH,IT_SERVICES,ELECTRICAL_EQUIPMENT,0.739,2012-11-10
V0508,Horizon Engineering 508,Horizon Engineering 508,COMPANY,KA-CENTRAL,KA-CENTRAL,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.581,2018-03-18
V0509,Indus Engineering 509,Indus Engineering 509,COMPANY,KA-NORTH,KA-NORTH,ELECTRICAL_EQUIPMENT,CIVIL_MAINTENANCE,0.771,2013-07-02
V0510,Jupiter Engineering 510,Jupiter Engineering 510,COMPANY,TN-NORTH,TN-NORTH,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.78,2012-01-06
V0511,Kaveri Engineering 511,Kaveri Engineering 511,COMPANY,AP-SOUTH,AP-SOUTH,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.747,2014-03-21
V0512,Lotus Engineering 512,Lotus Engineering 512,COMPANY,AP-SOUTH,AP-SOUTH,ELECTRICAL_EQUIPMENT,CIVIL_MAINTENANCE,0.84,2023-04-23
V0513,Metro Engineering 513,Metro Engineering 513,COMPANY,KA-NORTH,KA-NORTH,ELECTRICAL_EQUIPMENT,IT_SERVICES,0.964,2015-10-20
V0514,National Engineering 514,National Engineering 514,COMPANY,KA-SOUTH,KA-SOUTH,IT_SERVICES,LAB_EQUIPMENT,0.798,2012-05-10
V0515,Omega Engineering 515,Omega Engineering 515,COMPANY,AP-SOUTH,AP-SOUTH,CIVIL_MAINTENANCE,BUILDING_CONSTRUCTION,0.755,2023-10-14
V0516,Prime Engineering 516,Prime Engineering 516,PARTNERSHIP,KA-BENGALURU,KA-BENGALURU,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.724,2012-01-05
V0517,Quantum Engineering 517,Quantum Engineering 517,COMPANY,KA-BENGALURU,KA-BENGALURU,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.851,2014-07-18
V0518,Raven Engineering 518,Raven Engineering 518,COMPANY,KA-BENGALURU,KA-BENGALURU,ELECTRICAL_EQUIPMENT,CIVIL_MAINTENANCE,0.703,2015-10-04
V0519,Summit Engineering 519,Summit Engineering 519,COMPANY,KA-SOUTH,KA-SOUTH,IT_SERVICES,ELECTRICAL_EQUIPMENT,0.721,2024-04-13
V0520,Vertex Engineering 520,Vertex Engineering 520,PARTNERSHIP,KA-BENGALURU,KA-BENGALURU,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.674,2019-11-02
V0521,Apex Enterprises 521,Apex Enterprises 521,PARTNERSHIP,KA-BENGALURU,KA-BENGALURU,IT_SERVICES,LAB_EQUIPMENT,0.775,2013-02-25
V0522,Bharat Enterprises 522,Bharat Enterprises 522,COMPANY,KA-NORTH,KA-NORTH,BUILDING_CONSTRUCTION,ELECTRICAL_EQUIPMENT,0.576,2013-12-05
V0523,Crest Enterprises 523,Crest Enterprises 523,COMPANY,KA-BENGALURU,KA-BENGALURU,FURNITURE,BUILDING_CONSTRUCTION,0.664,2013-01-03
V0524,Delta Enterprises 524,Delta Enterprises 524,COMPANY,AP-SOUTH,AP-SOUTH,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.565,2018-05-05
V0525,Eastern Enterprises 525,Eastern Enterprises 525,COMPANY,KA-SOUTH,KA-SOUTH,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.747,2015-12-08
V0526,Frontier Enterprises 526,Frontier Enterprises 526,COMPANY,KA-SOUTH,KA-SOUTH,ROAD_CONSTRUCTION,CIVIL_MAINTENANCE,0.635,2015-08-09
V0527,Galaxy Enterprises 527,Galaxy Enterprises 527,COMPANY,AP-SOUTH,AP-SOUTH,LAB_EQUIPMENT,IT_SERVICES,0.906,2015-01-30
V0528,Horizon Enterprises 528,Horizon Enterprises 528,PROPRIETORSHIP,KA-CENTRAL,KA-CENTRAL,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.677,2015-11-13
V0529,Indus Enterprises 529,Indus Enterprises 529,PARTNERSHIP,KA-NORTH,KA-NORTH,LAB_EQUIPMENT,MEDICAL_SUPPLIES,0.913,2022-03-27
V0530,Jupiter Enterprises 530,Jupiter Enterprises 530,COMPANY,KA-SOUTH,KA-SOUTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.924,2023-11-08
V0531,Kaveri Enterprises 531,Kaveri Enterprises 531,PROPRIETORSHIP,KA-BENGALURU,KA-BENGALURU,WATER_INFRASTRUCTURE,ROAD_CONSTRUCTION,0.868,2022-02-01
V0532,Lotus Enterprises 532,Lotus Enterprises 532,COMPANY,KA-SOUTH,KA-SOUTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.84,2015-10-07
V0533,Metro Enterprises 533,Metro Enterprises 533,COMPANY,KA-SOUTH,KA-SOUTH,VEHICLE_SUPPLIES,CIVIL_MAINTENANCE,0.854,2020-05-13
V0534,National Enterprises 534,National Enterprises 534,PARTNERSHIP,TN-NORTH,TN-NORTH,IT_SERVICES,LAB_EQUIPMENT,0.8,2019-11-17
V0535,Omega Enterprises 535,Omega Enterprises 535,COMPANY,AP-SOUTH,AP-SOUTH,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.838,2020-12-14
V0536,Prime Enterprises 536,Prime Enterprises 536,COMPANY,KA-BENGALURU,KA-BENGALURU,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.801,2016-02-12
V0537,Quantum Enterprises 537,Quantum Enterprises 537,COMPANY,TN-NORTH,TN-NORTH,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.894,2023-07-03
V0538,Raven Enterprises 538,Raven Enterprises 538,PROPRIETORSHIP,KA-SOUTH,KA-SOUTH,LAB_EQUIPMENT,MEDICAL_SUPPLIES,0.845,2018-02-14
V0539,Summit Enterprises 539,Summit Enterprises 539,PROPRIETORSHIP,KA-SOUTH,KA-SOUTH,IT_SERVICES,LAB_EQUIPMENT,0.869,2019-02-15
V0540,Vertex Enterprises 540,Vertex Enterprises 540,COMPANY,KA-BENGALURU,KA-BENGALURU,LAB_EQUIPMENT,MEDICAL_SUPPLIES,0.85,2023-01-26
V0541,Apex Solutions 541,Apex Solutions 541,COMPANY,AP-SOUTH,AP-SOUTH,CIVIL_MAINTENANCE,BUILDING_CONSTRUCTION,0.694,2024-10-04
V0542,Bharat Solutions 542,Bharat Solutions 542,PARTNERSHIP,TN-NORTH,TN-NORTH,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.71,2014-07-10
V0543,Crest Solutions 543,Crest Solutions 543,COMPANY,KA-BENGALURU,KA-BENGALURU,MEDICAL_SUPPLIES,LAB_EQUIPMENT,0.675,2021-12-25
V0544,Delta Solutions 544,Delta Solutions 544,COMPANY,KA-BENGALURU,KA-BENGALURU,WATER_INFRASTRUCTURE,CIVIL_MAINTENANCE,0.75,2016-09-29
V0545,Eastern Solutions 545,Eastern Solutions 545,COMPANY,AP-SOUTH,AP-SOUTH,LAB_EQUIPMENT,IT_SERVICES,0.98,2021-11-22
V0546,Frontier Solutions 546,Frontier Solutions 546,COMPANY,KA-NORTH,KA-NORTH,FURNITURE,BUILDING_CONSTRUCTION,0.583,2016-11-21
V0547,Galaxy Solutions 547,Galaxy Solutions 547,PARTNERSHIP,KA-CENTRAL,KA-CENTRAL,ROAD_CONSTRUCTION,WATER_INFRASTRUCTURE,0.8,2017-11-15
V0548,Horizon Solutions 548,Horizon Solutions 548,COMPANY,KA-CENTRAL,KA-CENTRAL,BUILDING_CONSTRUCTION,ELECTRICAL_EQUIPMENT,0.629,2013-01-23
V0549,Indus Solutions 549,Indus Solutions 549,COMPANY,KA-SOUTH,KA-SOUTH,LAB_EQUIPMENT,IT_SERVICES,0.97,2017-02-27
V0550,Jupiter Solutions 550,Jupiter Solutions 550,COMPANY,KA-BENGALURU,KA-BENGALURU,CIVIL_MAINTENANCE,ROAD_CONSTRUCTION,0.672,2015-04-17
