vendor_id,investigation_priority,evidence_family_count,evidence_families,weighted_evidence_strength,strongest_family_strength,convergence_strength,evidence_diversity,persistence_strength,context_factor,minimum_family_context,core_evidence_families,supporting_evidence_families,core_evidence_strength,supporting_evidence_strength,evidence_count,risk_components,explanations
V0302,11.655210061725713,1,cooccurrence,0.210935,0.210935,0.210935,0.35,0.7667,0.35,0.173413,,,0.210935,0.0,7,{'cooccurrence': 0.2109},[cooccurrence] conditional co-bidding 2.13x expected; persistence=0.73
V0303,16.62352901046821,3,"cooccurrence,economic,temporal",0.17611,0.222006,0.208025,0.86,0.353798,0.454043,0.175388,,,0.222006,0.0,6,"{'cooccurrence': 0.222, 'economic': 0.2102, 'temporal': 0.084}",[cooccurrence] conditional co-bidding 2.62x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.23; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.18; persistence=0.26
V0304,22.50182452623717,3,"cooccurrence,economic,temporal",0.196225,0.307658,0.27491,0.86,0.401289,0.449312,0.146421,network,,0.307658,0.0,13,"{'cooccurrence': 0.3077, 'economic': 0.1699, 'temporal': 0.0945}",[cooccurrence] conditional co-bidding 5.75x expected; persistence=0.97 | [economic] unusually compressed bid dispersion; compression=0.88; bids=8 | [temporal] vendor behavioral regime shift; procurement relevance=0.15; persistence=0.18
V0306,17.38448959250573,2,"cooccurrence,geographic",0.275183,0.356736,0.226251,0.68,0.458312,0.598497,0.196994,,geographic,0.226251,0.356736,3,"{'cooccurrence': 0.2263, 'geographic': 0.3567}",[geographic] winning geography differs from participation geography by 0.47 | [cooccurrence] conditional co-bidding 2.81x expected; persistence=0.73
V0307,25.22962990723792,2,"cooccurrence,economic",0.247338,0.326971,0.304087,0.68,0.512821,0.643318,0.286637,network,,0.326971,0.0,18,"{'cooccurrence': 0.327, 'economic': 0.1635}",[cooccurrence] conditional co-bidding 1.17x expected; persistence=1.00 | [economic] unusually compressed bid dispersion; compression=1.56; bids=10
V0308,19.331971673584516,3,"cooccurrence,economic,temporal",0.193824,0.258311,0.239282,0.86,0.319357,0.459046,0.188016,network,,0.258311,0.0,16,"{'cooccurrence': 0.2583, 'economic': 0.1857, 'temporal': 0.127}",[cooccurrence] conditional co-bidding 4.20x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.35; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.19; persistence=0.15
V0309,22.585664763080274,3,"cooccurrence,economic,temporal",0.240841,0.299579,0.281585,0.86,0.386484,0.460577,0.167164,"network,economic",,0.299579,0.0,23,"{'cooccurrence': 0.2996, 'economic': 0.2936, 'temporal': 0.1128}",[cooccurrence] conditional co-bidding 2.83x expected; persistence=0.90 | [economic] unusually compressed bid dispersion; compression=2.03; bids=9 | [temporal] vendor behavioral regime shift; procurement relevance=0.17; persistence=0.21
V0310,17.846637700497276,2,"cooccurrence,economic",0.200937,0.237038,0.226664,0.68,0.427333,0.594755,0.18951,,,0.237038,0.0,5,"{'cooccurrence': 0.237, 'economic': 0.1629}",[cooccurrence] conditional co-bidding 2.50x expected; persistence=0.83 | [economic] unusually compressed bid dispersion; compression=0.95; bids=7
V0311,13.520773375572235,1,geographic,0.221199,0.221199,0.0,0.35,0.0,1.0,1.0,,,0.0,0.221199,1,{'geographic': 0.2212},[geographic] winning geography differs from participation geography by 0.38
V0313,18.51011468412949,3,"cooccurrence,economic,temporal",0.205722,0.248758,0.235706,0.86,0.340904,0.441234,0.137434,,,0.248758,0.0,13,"{'cooccurrence': 0.2488, 'economic': 0.2324, 'temporal': 0.1253}",[cooccurrence] conditional co-bidding 3.57x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.86; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.14; persistence=0.18
V0314,4.606377461157311,1,temporal,0.083366,0.083366,0.083366,0.35,0.12,0.35,0.225638,,,0.083366,0.0,1,{'temporal': 0.0834},[temporal] vendor behavioral regime shift; procurement relevance=0.23; persistence=0.12
V0315,12.516225005862422,1,cooccurrence,0.226518,0.226518,0.226518,0.35,0.7333,0.35,0.197658,,,0.226518,0.0,2,{'cooccurrence': 0.2265},[cooccurrence] conditional co-bidding 2.81x expected; persistence=0.73
V0317,17.44477244369435,3,"cooccurrence,economic,temporal",0.178342,0.233673,0.21706,0.86,0.266821,0.454763,0.133861,,,0.233673,0.0,4,"{'cooccurrence': 0.2337, 'economic': 0.1974, 'temporal': 0.0919}",[cooccurrence] conditional co-bidding 5.66x expected; persistence=0.63 | [economic] unusually compressed bid dispersion; compression=1.12; bids=5 | [temporal] vendor behavioral regime shift; procurement relevance=0.13; persistence=0.14
V0318,7.220174644079691,1,temporal,0.13067,0.13067,0.13067,0.35,0.4333,0.35,0.013274,,,0.13067,0.0,1,{'temporal': 0.1307},[temporal] vendor behavioral regime shift; procurement relevance=0.01; persistence=0.43
V0319,15.072869415412733,3,"cooccurrence,economic,temporal",0.155492,0.207042,0.191677,0.86,0.388679,0.427094,0.108063,,,0.207042,0.0,4,"{'cooccurrence': 0.207, 'economic': 0.1629, 'temporal': 0.0865}",[cooccurrence] conditional co-bidding 1.62x expected; persistence=0.83 | [economic] unusually compressed bid dispersion; compression=0.95; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.11; persistence=0.30
V0320,18.86744023099266,2,"cooccurrence,economic",0.213686,0.250504,0.239924,0.68,0.444462,0.594352,0.188705,network,,0.250504,0.0,8,"{'cooccurrence': 0.2505, 'economic': 0.1749}",[cooccurrence] conditional co-bidding 4.38x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=1.07; bids=9
V0321,21.556210559824187,3,"cooccurrence,geographic,temporal",0.216381,0.285133,0.263708,0.86,0.421063,0.486381,0.220808,network,,0.285133,0.221199,4,"{'cooccurrence': 0.2851, 'geographic': 0.2212, 'temporal': 0.1321}",[cooccurrence] conditional co-bidding 6.67x expected; persistence=0.77 | [geographic] winning geography differs from participation geography by 0.38 | [temporal] vendor behavioral regime shift; procurement relevance=0.24; persistence=0.23
V0322,18.755278771363574,2,"cooccurrence,economic",0.230641,0.246024,0.241604,0.68,0.444462,0.596285,0.192569,,,0.246024,0.0,7,"{'cooccurrence': 0.246, 'economic': 0.2144}",[cooccurrence] conditional co-bidding 2.72x expected; persistence=0.87 | [economic] unusually compressed bid dispersion; compression=1.44; bids=7
V0324,16.15198032263883,2,"economic,temporal",0.161926,0.217466,0.201,0.68,0.10795,0.595504,0.191007,,,0.217466,0.0,2,"{'economic': 0.2175, 'temporal': 0.0999}",[economic] unusually compressed bid dispersion; compression=1.52; bids=10 | [temporal] vendor behavioral regime shift; procurement relevance=0.19; persistence=0.23
V0325,17.31129271160999,1,economic,0.201294,0.201294,0.201294,0.35,0.0,1.0,1.0,,,0.201294,0.0,1,{'economic': 0.2013},[economic] unusually compressed bid dispersion; compression=1.70; bids=6
V0326,12.826700734646302,1,cooccurrence,0.232136,0.232136,0.232136,0.35,0.7667,0.35,0.199528,,,0.232136,0.0,3,{'cooccurrence': 0.2321},[cooccurrence] conditional co-bidding 3.00x expected; persistence=0.73
V0327,22.982270955303477,2,"cooccurrence,economic",0.294025,0.297831,0.296737,0.68,0.478615,0.604164,0.208327,"network,economic",,0.297831,0.0,17,"{'cooccurrence': 0.2978, 'economic': 0.29}",[cooccurrence] conditional co-bidding 2.83x expected; persistence=0.90 | [economic] unusually compressed bid dispersion; compression=2.03; bids=9
V0328,9.517814337171284,1,cooccurrence,0.172253,0.172253,0.172253,0.35,0.7,0.35,0.177774,,,0.172253,0.0,1,{'cooccurrence': 0.1723},[cooccurrence] conditional co-bidding 1.64x expected; persistence=0.70
V0329,12.739107352452065,1,cooccurrence,0.230551,0.230551,0.230551,0.35,0.8,0.35,0.180437,,,0.230551,0.0,11,{'cooccurrence': 0.2306},[cooccurrence] conditional co-bidding 3.38x expected; persistence=0.67
V0330,16.87909343848633,3,"economic,geographic,temporal",0.163844,0.259182,0.163438,0.86,0.099167,0.682071,0.046213,,,0.176659,0.259182,3,"{'economic': 0.1767, 'geographic': 0.2592, 'temporal': 0.0822}",[geographic] winning geography differs from participation geography by 0.40 | [economic] unusually compressed bid dispersion; compression=0.93; bids=9 | [temporal] vendor behavioral regime shift; procurement relevance=0.05; persistence=0.28
V0331,13.197951601963629,1,cooccurrence,0.238855,0.238855,0.238855,0.35,0.7333,0.35,0.191144,,,0.238855,0.0,5,{'cooccurrence': 0.2389},[cooccurrence] conditional co-bidding 3.38x expected; persistence=0.73
V0332,21.490368443260472,2,"cooccurrence,economic",0.228818,0.286819,0.270152,0.68,0.461538,0.596723,0.193446,network,,0.286819,0.0,10,"{'cooccurrence': 0.2868, 'economic': 0.1678}",[cooccurrence] conditional co-bidding 7.55x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=1.12; bids=7
V0334,18.979257207460396,3,"cooccurrence,economic,temporal",0.176513,0.254252,0.231212,0.86,0.330196,0.464994,0.159994,network,,0.254252,0.0,3,"{'cooccurrence': 0.2543, 'economic': 0.1759, 'temporal': 0.0858}",[cooccurrence] conditional co-bidding 6.21x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.89; bids=4 | [temporal] vendor behavioral regime shift; procurement relevance=0.16; persistence=0.23
V0335,19.80707452982503,2,"cooccurrence,economic",0.219503,0.264179,0.251341,0.68,0.410256,0.592047,0.184093,network,,0.264179,0.0,12,"{'cooccurrence': 0.2642, 'economic': 0.1725}",[cooccurrence] conditional co-bidding 5.00x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.55; bids=5
V0336,16.78633946321009,3,"cooccurrence,economic,temporal",0.175863,0.227413,0.212022,0.86,0.370714,0.439724,0.134981,,,0.227413,0.0,10,"{'cooccurrence': 0.2274, 'economic': 0.1857, 'temporal': 0.1042}",[cooccurrence] conditional co-bidding 2.77x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.35; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.13; persistence=0.28
V0337,18.190200440858213,3,"cooccurrence,geographic,temporal",0.208799,0.283516,0.222313,0.86,0.419059,0.432132,0.093685,,,0.238854,0.283516,5,"{'cooccurrence': 0.2389, 'geographic': 0.2835, 'temporal': 0.1207}",[geographic] winning geography differs from participation geography by 0.42 | [cooccurrence] conditional co-bidding 2.80x expected; persistence=0.80 | [temporal] vendor behavioral regime shift; procurement relevance=0.09; persistence=0.27
V0338,15.268943057650317,3,"cooccurrence,economic,temporal",0.177933,0.235031,0.231547,0.86,0.36518,0.39958,0.014529,,,0.235031,0.0,11,"{'cooccurrence': 0.235, 'economic': 0.2101, 'temporal': 0.0748}",[cooccurrence] conditional co-bidding 2.88x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.35; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.01; persistence=0.18
V0339,15.543414056887439,3,"cooccurrence,economic,temporal",0.174465,0.208963,0.198559,0.86,0.321057,0.439437,0.136201,,,0.208963,0.0,8,"{'cooccurrence': 0.209, 'economic': 0.1905, 'temporal': 0.1159}",[cooccurrence] conditional co-bidding 2.19x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=1.26; bids=8 | [temporal] vendor behavioral regime shift; procurement relevance=0.14; persistence=0.16
V0340,22.95881588455922,4,"cooccurrence,economic,geographic,temporal",0.211615,0.325376,0.219837,0.94,0.299263,0.566446,0.075531,,geographic,0.234076,0.325376,16,"{'cooccurrence': 0.2341, 'economic': 0.2194, 'geographic': 0.3254, 'temporal': 0.0962}",[geographic] winning geography differs from participation geography by 0.45 | [cooccurrence] conditional co-bidding 3.03x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.74; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.08; persistence=0.22
V0341,14.028554201412009,1,economic,0.163123,0.163123,0.163123,0.35,0.0,1.0,1.0,,,0.163123,0.0,1,{'economic': 0.1631},[economic] unusually compressed bid dispersion; compression=1.07; bids=7
V0342,17.06579675796032,2,"economic,temporal",0.167524,0.240442,0.218824,0.68,0.111633,0.544967,0.089933,,,0.240442,0.0,5,"{'economic': 0.2404, 'temporal': 0.086}",[economic] unusually compressed bid dispersion; compression=1.58; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.09; persistence=0.24
V0343,3.855,1,temporal,0.077218,0.077218,0.0,0.35,0.3143,0.35,0.037212,,,0.077218,0.0,1,{'temporal': 0.0772},[temporal] vendor behavioral regime shift; procurement relevance=0.04; persistence=0.31
V0344,17.805703528618704,2,"cooccurrence,economic",0.203624,0.236566,0.227099,0.68,0.427333,0.592182,0.184365,,,0.236566,0.0,5,"{'cooccurrence': 0.2366, 'economic': 0.1689}",[cooccurrence] conditional co-bidding 3.20x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=0.90; bids=8
V0345,18.23275063660967,2,"cooccurrence,economic",0.215608,0.239439,0.232591,0.68,0.393179,0.600934,0.201867,,,0.239439,0.0,3,"{'cooccurrence': 0.2394, 'economic': 0.1905}",[cooccurrence] conditional co-bidding 3.50x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.26; bids=8
V0346,18.408741363837038,3,"cooccurrence,economic,temporal",0.199333,0.249699,0.234515,0.86,0.341777,0.434754,0.110293,,,0.249699,0.0,8,"{'cooccurrence': 0.2497, 'economic': 0.2224, 'temporal': 0.1143}",[cooccurrence] conditional co-bidding 3.11x expected; persistence=0.83 | [economic] unusually compressed bid dispersion; compression=1.74; bids=7 | [temporal] vendor behavioral regime shift; procurement relevance=0.11; persistence=0.15
V0347,20.78152236455156,2,"cooccurrence,geographic",0.36012,0.527633,0.259612,0.68,0.479187,0.605088,0.210177,network,geographic,0.259612,0.527633,3,"{'cooccurrence': 0.2596, 'geographic': 0.5276}",[geographic] winning geography differs from participation geography by 0.62 | [cooccurrence] conditional co-bidding 4.92x expected; persistence=0.73
V0349,19.041374214228153,3,"cooccurrence,economic,temporal",0.186918,0.253304,0.233704,0.86,0.344677,0.466267,0.164523,network,,0.253304,0.0,3,"{'cooccurrence': 0.2533, 'economic': 0.1795, 'temporal': 0.1171}",[cooccurrence] conditional co-bidding 6.12x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.12; bids=5 | [temporal] vendor behavioral regime shift; procurement relevance=0.16; persistence=0.27
V0350,3.855,1,temporal,0.07405,0.07405,0.0,0.35,0.2667,0.35,0.005838,,,0.07405,0.0,1,{'temporal': 0.074},[temporal] vendor behavioral regime shift; procurement relevance=0.01; persistence=0.27
V0352,16.8450304188092,3,"cooccurrence,economic,temporal",0.16537,0.227013,0.208676,0.86,0.34818,0.452708,0.169544,,,0.227013,0.0,6,"{'cooccurrence': 0.227, 'economic': 0.171, 'temporal': 0.0865}",[cooccurrence] conditional co-bidding 2.50x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=1.75; bids=4 | [temporal] vendor behavioral regime shift; procurement relevance=0.17; persistence=0.13
V0353,15.066210702801259,1,cooccurrence,0.272667,0.272667,0.272667,0.35,0.7667,0.35,0.22682,network,,0.272667,0.0,2,{'cooccurrence': 0.2727},[cooccurrence] conditional co-bidding 5.25x expected; persistence=0.77
V0354,22.231397023393264,2,"economic,geographic",0.339342,0.548057,0.207523,0.68,0.0,1.0,1.0,,geographic,0.207523,0.548057,2,"{'economic': 0.2075, 'geographic': 0.5481}",[geographic] winning geography differs from participation geography by 0.65 | [economic] unusually compressed bid dispersion; compression=1.64; bids=6
V0355,25.942637401249456,2,"cooccurrence,economic",0.261018,0.328289,0.308957,0.68,0.512821,0.669432,0.338864,network,,0.328289,0.0,19,"{'cooccurrence': 0.3283, 'economic': 0.1902}",[cooccurrence] conditional co-bidding 1.17x expected; persistence=1.00 | [economic] unusually compressed bid dispersion; compression=1.03; bids=9
V0357,14.409972816512429,2,"cooccurrence,temporal",0.176729,0.238718,0.21983,0.68,0.496505,0.35,0.100614,,,0.238718,0.0,2,"{'cooccurrence': 0.2387, 'temporal': 0.1038}",[cooccurrence] conditional co-bidding 5.25x expected; persistence=0.70 | [temporal] vendor behavioral regime shift; procurement relevance=0.10; persistence=0.26
V0358,15.93549517206842,2,"cooccurrence,temporal",0.192919,0.264372,0.2426,0.68,0.5457,0.35,0.113213,network,,0.264372,0.0,3,"{'cooccurrence': 0.2644, 'temporal': 0.1089}",[cooccurrence] conditional co-bidding 5.00x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.11; persistence=0.29
V0359,16.97043918784372,2,"cooccurrence,economic",0.212474,0.223396,0.220257,0.68,0.410256,0.589409,0.178817,,,0.223396,0.0,13,"{'cooccurrence': 0.2234, 'economic': 0.201}",[cooccurrence] conditional co-bidding 2.36x expected; persistence=0.77 | [economic] unusually compressed bid dispersion; compression=0.97; bids=9
V0360,13.775079170113024,1,cooccurrence,0.2493,0.2493,0.2493,0.35,0.7333,0.35,0.208506,,,0.2493,0.0,2,{'cooccurrence': 0.2493},[cooccurrence] conditional co-bidding 4.71x expected; persistence=0.73
V0361,20.0,1,geographic,0.518476,0.518476,0.0,0.35,0.0,1.0,1.0,,geographic,0.0,0.518476,1,{'geographic': 0.5185},[geographic] winning geography differs from participation geography by 0.62
V0362,21.6834415054151,2,"cooccurrence,economic",0.247004,0.283035,0.272681,0.68,0.358974,0.613652,0.227303,network,,0.283035,0.0,4,"{'cooccurrence': 0.283, 'economic': 0.2091}",[cooccurrence] conditional co-bidding 7.55x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=1.40; bids=6
V0363,20.046803585345,3,"cooccurrence,economic,temporal",0.194116,0.282831,0.256445,0.86,0.313734,0.406321,0.01688,network,,0.282831,0.0,15,"{'cooccurrence': 0.2828, 'economic': 0.2018, 'temporal': 0.0811}",[cooccurrence] conditional co-bidding 6.32x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.06; bids=10 | [temporal] vendor behavioral regime shift; procurement relevance=0.02; persistence=0.09
V0364,19.931489123124607,3,"cooccurrence,economic,temporal",0.222429,0.271995,0.256805,0.86,0.371093,0.425232,0.071979,"network,economic",,0.271995,0.0,9,"{'cooccurrence': 0.269, 'economic': 0.272, 'temporal': 0.1122}",[economic] unusually compressed bid dispersion; compression=2.03; bids=9 | [cooccurrence] conditional co-bidding 4.44x expected; persistence=0.80 | [temporal] vendor behavioral regime shift; procurement relevance=0.07; persistence=0.16
V0365,6.8434160728251605,1,temporal,0.123852,0.123852,0.123852,0.35,0.2222,0.35,0.197635,,,0.123852,0.0,1,{'temporal': 0.1239},[temporal] vendor behavioral regime shift; procurement relevance=0.20; persistence=0.22
V0366,11.137689209100536,2,"economic,temporal",0.128423,0.174903,0.174903,0.68,0.047222,0.528105,0.05621,,,0.174903,0.0,2,"{'economic': 0.1749, 'temporal': 0.0765}",[economic] unusually compressed bid dispersion; compression=0.98; bids=6 | [temporal] vendor behavioral regime shift; procurement relevance=0.06; persistence=0.10
V0367,24.631735286932653,3,"cooccurrence,economic,geographic",0.267012,0.438419,0.228693,0.86,0.326784,0.72671,0.180129,,geographic,0.234508,0.438419,10,"{'cooccurrence': 0.2345, 'economic': 0.193, 'geographic': 0.4384}",[geographic] winning geography differs from participation geography by 0.54 | [cooccurrence] conditional co-bidding 3.13x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.35; bids=6
V0368,15.768690869704466,1,cooccurrence,0.28538,0.28538,0.28538,0.35,0.8333,0.35,0.209982,network,,0.28538,0.0,13,{'cooccurrence': 0.2854},[cooccurrence] conditional co-bidding 5.74x expected; persistence=0.80
V0369,18.266182858901587,2,"cooccurrence,economic",0.232724,0.236927,0.235719,0.68,0.358974,0.603792,0.207584,,,0.236927,0.0,4,"{'cooccurrence': 0.2369, 'economic': 0.2283}",[cooccurrence] conditional co-bidding 3.58x expected; persistence=0.70 | [economic] unusually compressed bid dispersion; compression=1.58; bids=7
V0370,24.94937493555656,3,"cooccurrence,economic,winner_rotation",0.245537,0.293777,0.289868,0.86,0.303018,0.743872,0.231617,"network,economic",,0.293777,0.0,9,"{'cooccurrence': 0.2659, 'economic': 0.2938, 'winner_rotation': 0.1629}",[economic] unusually compressed bid dispersion; compression=2.03; bids=9 | [cooccurrence] conditional co-bidding 2.01x expected; persistence=0.83 | [winner_rotation] repeated winner transition share=0.22
V0371,18.4541996842694,2,"cooccurrence,economic",0.232521,0.240725,0.238367,0.68,0.393179,0.598983,0.197966,,,0.240725,0.0,6,"{'cooccurrence': 0.2407, 'economic': 0.2239}",[cooccurrence] conditional co-bidding 3.45x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.74; bids=7
V0372,10.55567500378108,1,cooccurrence,0.191036,0.191036,0.191036,0.35,0.7,0.35,0.191532,,,0.191036,0.0,1,{'cooccurrence': 0.191},[cooccurrence] conditional co-bidding 2.36x expected; persistence=0.70
V0373,14.9680198263336,3,"cooccurrence,economic,temporal",0.175886,0.195358,0.189546,0.86,0.345375,0.463893,0.19144,,,0.195358,0.0,3,"{'cooccurrence': 0.1954, 'economic': 0.1795, 'temporal': 0.149}",[cooccurrence] conditional co-bidding 2.36x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.12; bids=5 | [temporal] vendor behavioral regime shift; procurement relevance=0.20; persistence=0.28
V0374,8.810341568900384,1,temporal,0.159449,0.159449,0.159449,0.35,0.4667,0.35,0.199136,,,0.159449,0.0,1,{'temporal': 0.1594},[temporal] vendor behavioral regime shift; procurement relevance=0.20; persistence=0.47
V0375,14.124242637475914,2,"cooccurrence,temporal",0.188001,0.231746,0.218417,0.68,0.518916,0.35,0.209149,,,0.231746,0.0,2,"{'cooccurrence': 0.2317, 'temporal': 0.1365}",[cooccurrence] conditional co-bidding 4.38x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.21; persistence=0.27
V0376,16.515234769455212,2,"cooccurrence,temporal",0.200186,0.273952,0.251475,0.68,0.524324,0.35,0.05972,network,,0.273952,0.0,7,"{'cooccurrence': 0.274, 'temporal': 0.1134}",[cooccurrence] conditional co-bidding 5.25x expected; persistence=0.77 | [temporal] vendor behavioral regime shift; procurement relevance=0.06; persistence=0.20
V0378,11.145738267559011,2,"cooccurrence,temporal",0.14454,0.201715,0.201715,0.68,0.432811,0.35,0.074692,,,0.201715,0.0,4,"{'cooccurrence': 0.2017, 'temporal': 0.0773}",[cooccurrence] conditional co-bidding 1.69x expected; persistence=0.77 | [temporal] vendor behavioral regime shift; procurement relevance=0.07; persistence=0.04
V0379,22.854714969542712,2,"cooccurrence,economic",0.254544,0.29942,0.286524,0.68,0.478615,0.612557,0.225114,network,,0.29942,0.0,17,"{'cooccurrence': 0.2994, 'economic': 0.2073}",[cooccurrence] conditional co-bidding 1.80x expected; persistence=0.90 | [economic] unusually compressed bid dispersion; compression=1.01; bids=9
V0380,16.5358893587116,3,"cooccurrence,economic,temporal",0.177873,0.252364,0.244311,0.86,0.322607,0.417716,0.043332,network,,0.252364,0.0,6,"{'cooccurrence': 0.2524, 'economic': 0.1948, 'temporal': 0.0713}",[cooccurrence] conditional co-bidding 4.38x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.23; bids=5 | [temporal] vendor behavioral regime shift; procurement relevance=0.04; persistence=0.20
V0381,20.84608804177054,3,"cooccurrence,economic,geographic",0.207393,0.244519,0.209817,0.86,0.287569,0.730272,0.190816,,,0.2154,0.244519,4,"{'cooccurrence': 0.2154, 'economic': 0.1755, 'geographic': 0.2445}",[geographic] winning geography differs from participation geography by 0.39 | [cooccurrence] conditional co-bidding 2.33x expected; persistence=0.73 | [economic] unusually compressed bid dispersion; compression=1.46; bids=5
V0382,7.0196266090304675,1,temporal,0.127041,0.127041,0.127041,0.35,0.2,0.35,0.248722,,,0.127041,0.0,1,{'temporal': 0.127},[temporal] vendor behavioral regime shift; procurement relevance=0.25; persistence=0.20
V0383,13.71118836030698,1,cooccurrence,0.248144,0.248144,0.248144,0.35,0.9667,0.35,0.183669,,,0.248144,0.0,10,{'cooccurrence': 0.2481},[cooccurrence] conditional co-bidding 2.22x expected; persistence=0.97
V0384,15.237671887452207,1,cooccurrence,0.27577,0.27577,0.27577,0.35,0.8667,0.35,0.191526,network,,0.27577,0.0,15,{'cooccurrence': 0.2758},[cooccurrence] conditional co-bidding 5.80x expected; persistence=0.73
V0385,14.34477557416578,2,"cooccurrence,temporal",0.187266,0.235921,0.221095,0.68,0.48047,0.35,0.155121,,,0.235921,0.0,2,"{'cooccurrence': 0.2359, 'temporal': 0.13}",[cooccurrence] conditional co-bidding 5.03x expected; persistence=0.70 | [temporal] vendor behavioral regime shift; procurement relevance=0.16; persistence=0.22
V0386,18.70726764797026,2,"cooccurrence,geographic",0.246043,0.257412,0.257412,0.68,0.479187,0.601745,0.20349,network,,0.257412,0.227096,5,"{'cooccurrence': 0.2574, 'geographic': 0.2271}",[cooccurrence] conditional co-bidding 4.38x expected; persistence=0.73 | [geographic] winning geography differs from participation geography by 0.38
V0387,14.169915161197316,2,"cooccurrence,temporal",0.175162,0.256446,0.256446,0.68,0.550686,0.35,0.018141,network,,0.256446,0.0,13,"{'cooccurrence': 0.2564, 'temporal': 0.0795}",[cooccurrence] conditional co-bidding 3.45x expected; persistence=0.83 | [temporal] vendor behavioral regime shift; procurement relevance=0.02; persistence=0.22
V0388,13.701038611074004,2,"cooccurrence,temporal",0.165569,0.227347,0.208523,0.68,0.512838,0.35,0.187275,,,0.227347,0.0,5,"{'cooccurrence': 0.2273, 'temporal': 0.0929}",[cooccurrence] conditional co-bidding 2.73x expected; persistence=0.73 | [temporal] vendor behavioral regime shift; procurement relevance=0.23; persistence=0.17
V0389,21.88523198883864,3,"cooccurrence,economic,geographic",0.242853,0.360712,0.207862,0.86,0.23149,0.737566,0.212698,,geographic,0.20834,0.360712,3,"{'cooccurrence': 0.2049, 'economic': 0.2083, 'geographic': 0.3607}",[geographic] winning geography differs from participation geography by 0.47 | [economic] unusually compressed bid dispersion; compression=2.43; bids=5 | [cooccurrence] conditional co-bidding 3.88x expected; persistence=0.59
V0390,4.502983933632402,1,temporal,0.081495,0.081495,0.081495,0.35,0.0889,0.35,0.078383,,,0.081495,0.0,1,{'temporal': 0.0815},[temporal] vendor behavioral regime shift; procurement relevance=0.08; persistence=0.09
V0391,17.46365371739075,1,cooccurrence,0.316056,0.316056,0.316056,0.35,0.7667,0.35,0.253392,network,,0.316056,0.0,6,{'cooccurrence': 0.3161},[cooccurrence] conditional co-bidding 4.72x expected; persistence=0.77
V0393,12.345537541389502,1,cooccurrence,0.223428,0.223428,0.223428,0.35,0.7,0.35,0.21544,,,0.223428,0.0,1,{'cooccurrence': 0.2234},[cooccurrence] conditional co-bidding 4.12x expected; persistence=0.70
V0394,16.145544070114802,2,"cooccurrence,temporal",0.184587,0.269505,0.24363,0.68,0.446505,0.35,0.051986,network,,0.269505,0.0,4,"{'cooccurrence': 0.2695, 'temporal': 0.0847}",[cooccurrence] conditional co-bidding 5.62x expected; persistence=0.70 | [temporal] vendor behavioral regime shift; procurement relevance=0.05; persistence=0.11
V0395,19.652640951123846,2,"cooccurrence,economic",0.253088,0.257417,0.256235,0.68,0.427333,0.590572,0.181144,economic,,0.257417,0.0,16,"{'cooccurrence': 0.249, 'economic': 0.2574}",[economic] unusually compressed bid dispersion; compression=1.49; bids=9 | [cooccurrence] conditional co-bidding 3.71x expected; persistence=0.77
V0396,13.58224899180714,1,cooccurrence,0.24581,0.24581,0.24581,0.35,0.8333,0.35,0.188567,,,0.24581,0.0,8,{'cooccurrence': 0.2458},[cooccurrence] conditional co-bidding 2.94x expected; persistence=0.83
