award_id,tender_id,vendor_id,award_date,award_value
A-T01554,T01554,V0309,2026-01-19,1810667.86
A-T01555,T01555,V0094,2024-09-28,7745264.3
A-T01556,T01556,V0310,2025-01-05,4801054.39
A-T01557,T01557,V0009,2026-06-16,206165332.62
A-T01558,T01558,V0230,2024-06-02,11134927.93
A-T01559,T01559,V0309,2025-12-30,1809623.23
A-T01560,T01560,V0383,2026-01-18,2028833.63
A-T01561,T01561,V0144,2026-03-12,59260008.12
A-T01562,T01562,V0149,2026-06-03,6740760.44
A-T01563,T01563,V0422,2024-11-08,12657344.52
A-T01564,T01564,V0244,2026-08-02,1922819.89
A-T01565,T01565,V0379,2025-11-13,3574367.83
A-T01566,T01566,V0246,2024-10-05,22863069.14
A-T01567,T01567,V0038,2025-06-05,2026026.5
A-T01568,T01568,V0277,2024-09-28,9303491.11
A-T01569,T01569,V0224,2025-09-19,12136279.63
A-T01570,T01570,V0050,2024-03-18,13707719.81
A-T01571,T01571,V0472,2025-06-14,18506196.98
A-T01572,T01572,V0481,2026-04-18,1274161.38
A-T01573,T01573,V0536,2024-08-11,7496938.95
A-T01574,T01574,V0314,2025-03-23,1525689.95
A-T01575,T01575,V0297,2024-04-02,31111142.74
A-T01576,T01576,V0104,2024-04-04,6566103.23
A-T01577,T01577,V0212,2026-05-30,3618714.25
A-T01578,T01578,V0293,2026-09-03,17281162.45
A-T01579,T01579,V0066,2024-06-13,982167.51
A-T01580,T01580,V0269,2025-11-05,15461933.81
A-T01581,T01581,V0114,2024-09-14,39116262.15
A-T01582,T01582,V0384,2025-08-05,17258484.93
A-T01583,T01583,V0191,2026-07-11,11334622.26
A-T01584,T01584,V0364,2024-07-25,39429374.8
A-T01585,T01585,V0507,2024-05-19,5365074.66
A-T01586,T01586,V0507,2026-01-02,4623119.24
A-T01587,T01587,V0525,2024-10-24,19954337.8
A-T01588,T01588,V0043,2025-01-17,7628620.89
A-T01589,T01589,V0404,2024-07-05,4025028.93
A-T01590,T01590,V0469,2024-11-01,16284184.11
A-T01591,T01591,V0197,2025-01-07,1740898.4
A-T01592,T01592,V0050,2024-05-18,26437229.32
A-T01593,T01593,V0232,2026-07-03,3092843.79
A-T01594,T01594,V0460,2025-05-17,2764764.52
A-T01595,T01595,V0091,2025-08-22,10033964.16
A-T01596,T01596,V0392,2026-01-05,7132378.88
A-T01597,T01597,V0498,2025-11-01,20557000.37
A-T01598,T01598,V0208,2024-11-30,36691692.02
A-T01599,T01599,V0041,2025-08-20,2161680.88
A-T01600,T01600,V0247,2026-08-10,6536310.34
A-T01601,T01601,V0249,2024-09-13,2864323.67
A-T01602,T01602,V0020,2025-06-10,6041614.98
A-T01603,T01603,V0121,2026-09-07,9143047.1
A-T01604,T01604,V0006,2026-04-11,25903519.11
A-T01605,T01605,V0327,2025-01-21,2365942.28
A-T01606,T01606,V0277,2024-07-02,1075813.69
A-T01607,T01607,V0298,2024-05-10,4670325.07
A-T01608,T01608,V0192,2025-11-19,2295192.15
A-T01609,T01609,V0349,2025-08-19,12226260.05
A-T01610,T01610,V0438,2025-04-30,47682301.04
A-T01611,T01611,V0158,2025-07-26,4300076.86
A-T01612,T01612,V0063,2026-05-14,4026702.9
A-T01613,T01613,V0394,2024-02-25,17109423.25
A-T01614,T01614,V0239,2024-10-30,2963565.67
A-T01615,T01615,V0271,2025-02-13,54350458.61
A-T01616,T01616,V0504,2025-03-07,8619670.8
A-T01617,T01617,V0214,2024-12-17,7074541.07
A-T01618,T01618,V0341,2024-12-28,1739402.3
A-T01619,T01619,V0378,2024-06-03,767778.25
A-T01620,T01620,V0527,2025-01-19,14008957.41
A-T01621,T01621,V0112,2024-12-01,5660996.5
A-T01622,T01622,V0215,2024-10-11,2552593.95
A-T01623,T01623,V0248,2025-10-09,17174362.7
A-T01624,T01624,V0320,2025-05-08,20704655.29
A-T01625,T01625,V0132,2025-07-04,1682272.54
A-T01626,T01626,V0499,2024-06-19,6704520.63
A-T01627,T01627,V0336,2026-08-03,17141306.05
A-T01628,T01628,V0129,2025-01-28,15725546.75
A-T01629,T01629,V0419,2025-04-04,14910815.21
A-T01630,T01630,V0461,2025-09-20,39064305.13
A-T01631,T01631,V0546,2025-09-23,2928650.08
A-T01632,T01632,V0186,2026-02-13,50014249.97
A-T01633,T01633,V0362,2025-11-07,10751833.71
A-T01634,T01634,V0529,2025-12-18,6544481.33
A-T01635,T01635,V0376,2025-11-11,4474436.54
A-T01636,T01636,V0367,2026-02-20,1585494.01
A-T01637,T01637,V0158,2025-01-02,4111499.98
A-T01638,T01638,V0385,2026-08-30,14668856.85
A-T01639,T01639,V0256,2025-05-12,6604904.28
A-T01640,T01640,V0001,2024-06-10,2390136.86
A-T01641,T01641,V0529,2025-05-06,4440330.4
A-T01642,T01642,V0316,2026-02-09,8113524.01
A-T01643,T01643,V0091,2026-07-20,4374207.24
A-T01644,T01644,V0121,2026-07-29,7149948.58
A-T01645,T01645,V0512,2024-03-18,11240835.06
A-T01646,T01646,V0011,2024-10-25,12379634.75
A-T01647,T01647,V0336,2025-04-17,22371114.45
A-T01648,T01648,V0491,2026-09-18,17853428.57
A-T01649,T01649,V0512,2025-03-18,4237753.43
A-T01650,T01650,V0484,2024-07-02,46297833.85
A-T01651,T01651,V0297,2024-04-25,51459765.85
A-T01652,T01652,V0291,2024-02-29,13616838.81
A-T01653,T01653,V0385,2025-09-05,41326265.5
A-T01654,T01654,V0003,2025-12-30,14506926.89
A-T01655,T01655,V0362,2025-02-19,64182989.88
A-T01656,T01656,V0174,2025-02-09,11919703.54
A-T01657,T01657,V0055,2025-10-18,5810983.76
A-T01658,T01658,V0505,2025-07-04,4508568.92
A-T01659,T01659,V0205,2025-10-06,11028513.68
A-T01660,T01660,V0223,2026-04-14,58175491.21
A-T01661,T01661,V0357,2026-09-29,98086776.53
A-T01662,T01662,V0451,2025-03-26,21654895.2
A-T01663,T01663,V0066,2025-04-21,236492542.64
A-T01664,T01664,V0470,2025-09-18,7575130.59
A-T01665,T01665,V0383,2025-07-31,8629394.78
A-T01666,T01666,V0153,2025-04-22,11550487.78
A-T01667,T01667,V0406,2024-10-14,1984380.72
A-T01668,T01668,V0345,2024-07-24,11871332.53
A-T01669,T01669,V0123,2024-10-07,20543701.71
A-T01670,T01670,V0044,2026-08-25,38113984.78
A-T01671,T01671,V0144,2024-06-12,10507657.51
A-T01672,T01672,V0520,2025-05-06,10616859.83
A-T01673,T01673,V0485,2026-05-08,57763000.27
A-T01674,T01674,V0177,2024-07-10,8718293.84
A-T01675,T01675,V0433,2026-09-10,21139564.86
A-T01676,T01676,V0277,2025-09-08,3704446.97
A-T01677,T01677,V0485,2024-05-11,32811073.87
A-T01678,T01678,V0414,2026-03-24,8800423.95
A-T01679,T01679,V0370,2024-11-26,1751897.37
A-T01680,T01680,V0383,2025-08-14,27366476.91
A-T01681,T01681,V0453,2025-05-30,23643359.19
A-T01682,T01682,V0362,2025-05-27,3977186.57
A-T01683,T01683,V0096,2024-12-07,709329.48
A-T01684,T01684,V0401,2026-01-11,232284000.56
A-T01685,T01685,V0013,2026-06-24,2367165.38
A-T01686,T01686,V0430,2025-07-25,7980130.54
A-T01687,T01687,V0419,2025-12-08,5765059.48
A-T01688,T01688,V0297,2025-04-18,14880570.42
A-T01689,T01689,V0035,2026-04-18,6754185.41
A-T01690,T01690,V0473,2024-11-13,4685075.58
A-T01691,T01691,V0395,2026-05-21,5283789.89
A-T01692,T01692,V0010,2025-09-22,17005921.7
A-T01693,T01693,V0047,2026-08-25,11440086.03
A-T01694,T01694,V0072,2024-07-10,3589399.29
A-T01695,T01695,V0039,2025-10-27,24589970.54
A-T01696,T01696,V0244,2025-04-13,221421059.44
A-T01697,T01697,V0110,2024-08-19,20114462.34
A-T01698,T01698,V0322,2024-07-26,4052379.18
A-T01699,T01699,V0358,2025-12-27,38428380.99
A-T01700,T01700,V0246,2025-12-05,22311540.18
A-T01701,T01701,V0174,2024-07-26,21651542.39
A-T01702,T01702,V0280,2026-01-02,19395937.95
A-T01703,T01703,V0034,2026-05-30,25547223.3
A-T01704,T01704,V0072,2025-11-02,1274718.02
A-T01705,T01705,V0175,2024-09-08,21093333.53
A-T01706,T01706,V0470,2025-10-10,42804232.99
A-T01707,T01707,V0254,2026-04-17,28347996.78
A-T01708,T01708,V0091,2025-12-24,4271147.4
A-T01709,T01709,V0187,2026-09-23,16006910.48
A-T01710,T01710,V0162,2026-01-30,16332386.21
A-T01711,T01711,V0034,2025-10-07,3784898.42
A-T01712,T01712,V0320,2024-11-17,28245155.55
A-T01713,T01713,V0301,2024-09-04,2793305.32
A-T01714,T01714,V0548,2024-07-20,54979665.06
A-T01715,T01715,V0240,2024-08-12,10494289.8
A-T01716,T01716,V0218,2026-02-26,3541604.59
A-T01717,T01717,V0192,2025-06-26,1265667.85
A-T01718,T01718,V0343,2025-12-18,7327443.1
A-T01719,T01719,V0536,2025-10-10,18815907.39
A-T01720,T01720,V0195,2025-03-12,18736399.12
A-T01721,T01721,V0436,2024-05-14,50063482.04
A-T01722,T01722,V0390,2026-06-09,19116744.53
A-T01723,T01723,V0319,2024-04-01,3104948.52
A-T01724,T01724,V0388,2025-08-13,2382863.4
A-T01725,T01725,V0327,2024-07-24,62501227.86
A-T01726,T01726,V0528,2025-07-30,2492375.54
A-T01727,T01727,V0221,2025-07-26,24167547.45
A-T01728,T01728,V0436,2024-11-06,7284144.37
A-T01729,T01729,V0174,2024-09-05,4018426.69
A-T01730,T01730,V0176,2026-09-12,37982773.65
A-T01731,T01731,V0344,2024-04-25,20070413.79
A-T01732,T01732,V0120,2024-06-12,4969719.32
A-T01733,T01733,V0349,2025-11-09,2024699.13
A-T01734,T01734,V0291,2025-04-17,5003334.45
A-T01735,T01735,V0438,2026-03-03,13374689.28
A-T01736,T01736,V0349,2025-11-30,5344516.79
A-T01737,T01737,V0327,2024-08-02,3797017.01
A-T01738,T01738,V0527,2024-07-18,7548848.35
A-T01739,T01739,V0011,2026-09-20,10843035.33
A-T01740,T01740,V0439,2026-06-25,6218479.76
A-T01741,T01741,V0191,2025-01-30,40074716.73
A-T01742,T01742,V0437,2026-06-18,2084307.61
A-T01743,T01743,V0164,2026-06-14,23016357.58
A-T01744,T01744,V0066,2024-07-07,2798753.2
A-T01745,T01745,V0303,2025-06-20,4018765.56
A-T01746,T01746,V0007,2025-05-09,2773929.94
A-T01747,T01747,V0138,2025-04-24,60569084.72
A-T01748,T01748,V0270,2026-01-06,8613803.74
A-T01749,T01749,V0293,2025-11-25,49398376.23
A-T01750,T01750,V0195,2024-07-11,5044174.35
A-T01751,T01751,V0419,2024-02-12,9081371.3
A-T01752,T01752,V0212,2025-05-27,14503892.42
A-T01753,T01753,V0027,2026-04-20,47666829.19
A-T01754,T01754,V0119,2024-05-28,5485832.87
A-T01755,T01755,V0369,2025-02-11,3863652.84
A-T01756,T01756,V0240,2024-05-27,16616417.3
A-T01757,T01757,V0277,2025-07-03,3018308.12
A-T01758,T01758,V0331,2024-12-01,1274137.8
A-T01759,T01759,V0115,2026-04-18,15714415.27
A-T01760,T01760,V0474,2025-03-22,14141487.37
A-T01761,T01761,V0241,2026-08-09,2256172.57
A-T01762,T01762,V0230,2026-02-12,10797530.98
A-T01763,T01763,V0439,2025-01-07,13705133.32
A-T01764,T01764,V0050,2025-11-27,951929.26
A-T01765,T01765,V0143,2024-02-23,10205648.15
A-T01766,T01766,V0422,2025-02-03,2544354.29
A-T01767,T01767,V0538,2024-04-29,3476195.36
A-T01768,T01768,V0327,2026-08-04,1007194.36
A-T01769,T01769,V0212,2026-01-02,228695474.88
A-T01770,T01770,V0465,2024-06-03,3546411.5
A-T01771,T01771,V0476,2024-07-21,36748763.37
A-T01772,T01772,V0025,2025-12-17,7539128.47
A-T01773,T01773,V0025,2025-01-08,1649856.97
A-T01774,T01774,V0180,2024-03-31,6243104.68
A-T01775,T01775,V0077,2025-07-14,10799974.25
A-T01776,T01776,V0089,2025-08-14,44591634.83
A-T01777,T01777,V0437,2025-05-22,26188991.39
A-T01778,T01778,V0242,2024-05-29,25029275.37
A-T01779,T01779,V0138,2026-09-03,61469289.28
A-T01780,T01780,V0185,2025-01-19,19056163.87
A-T01781,T01781,V0271,2025-07-14,5612883.59
A-T01782,T01782,V0052,2026-04-11,13367012.42
A-T01783,T01783,V0098,2024-04-25,4267420.26
A-T01784,T01784,V0298,2025-09-01,50923425.07
A-T01785,T01785,V0418,2024-05-31,34603875.13
A-T01786,T01786,V0010,2024-06-24,11052847.18
A-T01787,T01787,V0419,2026-06-17,4526477.68
A-T01788,T01788,V0434,2024-09-16,10038992.86
A-T01789,T01789,V0082,2024-09-27,950909.0
A-T01790,T01790,V0047,2026-03-09,17059483.21
A-T01791,T01791,V0194,2026-06-24,5443398.79
A-T01792,T01792,V0413,2025-04-19,5686015.05
A-T01793,T01793,V0137,2024-12-01,28637674.07
A-T01794,T01794,V0230,2026-05-06,6090313.77
A-T01795,T01795,V0222,2026-06-23,2696412.02
A-T01796,T01796,V0020,2026-05-13,2555747.13
A-T01797,T01797,V0043,2025-08-02,9747404.98
A-T01798,T01798,V0310,2026-03-11,13518086.78
A-T01799,T01799,V0093,2025-03-08,688457.73
A-T01800,T01800,V0403,2024-08-09,13398188.72
A-T01801,T01801,V0223,2024-02-17,15047771.82
A-T01802,T01802,V0165,2025-09-24,7580634.89
A-T01803,T01803,V0034,2025-12-09,11909723.99
A-T01804,T01804,V0363,2024-05-30,7792691.31
A-T01805,T01805,V0304,2024-07-23,22807959.24
A-T01806,T01806,V0503,2024-05-18,11193376.69
A-T01807,T01807,V0125,2025-08-17,5488925.8
A-T01808,T01808,V0425,2025-10-12,3232365.95
A-T01809,T01809,V0013,2024-07-06,4949229.5
A-T01810,T01810,V0302,2025-10-21,5540015.31
A-T01811,T01811,V0127,2025-07-26,3152065.12
A-T01812,T01812,V0200,2026-08-06,11217414.65
A-T01813,T01813,V0256,2025-01-31,6058987.77
A-T01814,T01814,V0199,2026-01-16,7853267.48
A-T01815,T01815,V0166,2025-11-27,8489649.51
A-T01816,T01816,V0529,2025-05-21,34003326.75
A-T01817,T01817,V0483,2026-09-30,8713539.78
A-T01818,T01818,V0256,2026-05-13,20429958.7
A-T01819,T01819,V0286,2025-07-27,8055331.81
A-T01820,T01820,V0415,2024-06-22,12840653.91
A-T01821,T01821,V0478,2026-05-08,1907063.22
A-T01822,T01822,V0142,2024-05-09,23675991.84
A-T01823,T01823,V0509,2025-09-08,2216046.38
A-T01824,T01824,V0417,2026-02-05,7917383.56
A-T01825,T01825,V0468,2026-07-14,160453346.86
A-T01826,T01826,V0161,2025-06-16,3913852.35
A-T01827,T01827,V0504,2025-09-09,5964872.21
A-T01828,T01828,V0206,2024-08-14,68034435.86
A-T01829,T01829,V0438,2025-06-08,5329932.18
A-T01830,T01830,V0499,2024-05-19,9578587.03
A-T01831,T01831,V0012,2025-07-29,20012264.46
A-T01832,T01832,V0023,2024-05-28,3299957.74
A-T01833,T01833,V0474,2026-08-31,7586795.02
A-T01834,T01834,V0374,2024-05-23,17215928.27
A-T01835,T01835,V0434,2024-12-25,9005616.16
A-T01836,T01836,V0165,2024-11-01,17139520.92
A-T01837,T01837,V0020,2026-06-20,8803843.09
A-T01838,T01838,V0304,2025-11-05,11584065.02
A-T01839,T01839,V0313,2026-09-04,115980403.29
A-T01840,T01840,V0404,2026-01-02,4426131.53
A-T01841,T01841,V0228,2025-04-26,6841914.29
A-T01842,T01842,V0082,2024-11-20,16048948.9
A-T01843,T01843,V0485,2025-02-13,44210170.43
A-T01844,T01844,V0029,2026-05-07,1580041.67
A-T01845,T01845,V0072,2025-08-30,5061263.4
A-T01846,T01846,V0053,2026-04-22,11478117.67
A-T01847,T01847,V0525,2024-02-24,7893939.63
A-T01848,T01848,V0120,2024-02-27,44734287.85
A-T01849,T01849,V0464,2025-08-08,13077045.9
A-T01850,T01850,V0329,2024-12-09,28208787.94
A-T01851,T01851,V0490,2024-08-23,51646999.91
A-T01852,T01852,V0484,2024-04-10,17592553.16
A-T01853,T01853,V0306,2024-02-19,50905840.73
A-T01854,T01854,V0137,2025-04-05,113150373.25
A-T01855,T01855,V0044,2025-07-03,5428278.8
A-T01856,T01856,V0334,2024-04-02,21717564.59
A-T01857,T01857,V0263,2025-04-08,1586056.04
A-T01858,T01858,V0383,2024-10-18,35908469.88
A-T01859,T01859,V0526,2025-09-25,20739788.03
A-T01860,T01860,V0415,2024-02-20,27395103.13
A-T01861,T01861,V0127,2024-11-16,394507.9
A-T01862,T01862,V0129,2026-08-28,19728756.73
A-T01863,T01863,V0255,2026-07-02,11010824.78
A-T01864,T01864,V0533,2026-02-04,4147091.69
A-T01865,T01865,V0054,2026-03-03,6587037.7
A-T01866,T01866,V0144,2025-10-22,8815223.48
A-T01867,T01867,V0023,2025-05-25,15299518.48
A-T01868,T01868,V0004,2025-07-21,34510656.37
A-T01869,T01869,V0047,2026-08-23,20227109.64
A-T01870,T01870,V0495,2025-01-01,19288550.95
A-T01871,T01871,V0468,2026-02-04,7997811.36
A-T01872,T01872,V0121,2025-04-23,3435743.98
A-T01873,T01873,V0394,2024-04-05,13142117.45
A-T01874,T01874,V0538,2025-12-04,11281408.58
A-T01875,T01875,V0413,2025-03-19,22967102.08
A-T01876,T01876,V0029,2026-02-13,18543904.7
A-T01877,T01877,V0403,2026-04-11,17532817.28
A-T01878,T01878,V0132,2024-05-27,54878209.43
A-T01879,T01879,V0050,2026-07-31,7524005.82
A-T01880,T01880,V0072,2025-01-31,80953857.85
A-T01881,T01881,V0332,2025-12-21,9150720.02
A-T01882,T01882,V0513,2024-08-10,6452852.87
A-T01883,T01883,V0064,2025-10-05,7110034.87
A-T01884,T01884,V0193,2025-01-30,71767515.75
A-T01885,T01885,V0082,2024-05-03,1278844.43
A-T01886,T01886,V0383,2025-09-24,5449581.66
A-T01887,T01887,V0523,2025-10-23,32549930.17
A-T01888,T01888,V0277,2025-02-06,5392355.25
A-T01889,T01889,V0541,2025-12-17,54091867.06
A-T01890,T01890,V0251,2025-06-29,77399084.66
A-T01891,T01891,V0088,2025-01-02,4133176.69
A-T01892,T01892,V0171,2024-12-09,25448653.48
A-T01893,T01893,V0034,2025-04-09,4921893.89
A-T01894,T01894,V0332,2024-11-14,3864325.43
A-T01895,T01895,V0273,2024-10-19,5875550.72
A-T01896,T01896,V0485,2025-03-03,17668085.43
A-T01897,T01897,V0335,2025-11-03,15950826.93
A-T01898,T01898,V0417,2026-05-09,6807918.46
A-T01899,T01899,V0437,2024-12-17,8800987.48
A-T01900,T01900,V0364,2024-03-26,2268006.33
A-T01901,T01901,V0363,2024-07-27,3167600.88
A-T01902,T01902,V0476,2026-09-01,6887993.6
A-T01903,T01903,V0458,2024-03-22,3118485.01
A-T01904,T01904,V0368,2026-01-21,123492032.29
A-T01905,T01905,V0424,2026-05-14,1006162.85
A-T01906,T01906,V0254,2024-07-15,6030381.37
A-T01907,T01907,V0303,2025-11-04,6744397.16
A-T01908,T01908,V0168,2025-03-23,4655111.05
A-T01909,T01909,V0027,2026-09-30,4204382.16
A-T01910,T01910,V0199,2025-08-14,89670049.49
A-T01911,T01911,V0537,2026-09-12,13288607.75
A-T01912,T01912,V0242,2024-10-23,88613984.99
A-T01913,T01913,V0133,2025-11-05,28090181.27
A-T01914,T01914,V0280,2026-08-17,4239054.37
A-T01915,T01915,V0409,2024-12-26,1518874.81
A-T01916,T01916,V0267,2025-12-08,35141056.58
A-T01917,T01917,V0081,2025-08-11,2649892.8
A-T01918,T01918,V0439,2025-11-23,984635.82
A-T01919,T01919,V0528,2026-07-17,11584984.5
A-T01920,T01920,V0114,2025-11-25,8770995.17
A-T01921,T01921,V0120,2026-08-12,57180901.11
A-T01922,T01922,V0040,2025-05-25,5441722.84
A-T01923,T01923,V0265,2026-02-10,2883284.59
A-T01924,T01924,V0470,2026-02-16,8206041.49
A-T01925,T01925,V0050,2025-10-29,3168880.37
A-T01926,T01926,V0415,2025-05-19,126988541.55
A-T01927,T01927,V0420,2025-05-15,17221144.97
A-T01928,T01928,V0214,2024-07-24,16131180.28
A-T01929,T01929,V0091,2024-10-09,5150839.25
A-T01930,T01930,V0176,2025-05-07,13645854.11
A-T01931,T01931,V0379,2026-05-07,2974749.17
A-T01932,T01932,V0346,2025-03-09,87287410.72
A-T01933,T01933,V0178,2025-10-01,64317231.03
A-T01934,T01934,V0017,2024-04-13,6976957.54
A-T01935,T01935,V0178,2025-04-26,8986840.88
A-T01936,T01936,V0485,2024-04-07,2400782.69
A-T01937,T01937,V0372,2024-04-08,15868468.52
A-T01938,T01938,V0459,2025-11-20,14088695.87
A-T01939,T01939,V0437,2024-12-03,8126773.95
A-T01940,T01940,V0059,2025-10-15,8715509.86
A-T01941,T01941,V0042,2024-09-07,13311219.18
A-T01942,T01942,V0053,2024-01-31,12265783.57
A-T01943,T01943,V0459,2025-07-30,20896782.32
A-T01944,T01944,V0219,2026-01-30,40645253.86
A-T01945,T01945,V0523,2024-12-02,24769243.16
A-T01946,T01946,V0540,2025-05-11,20270269.73
A-T01947,T01947,V0039,2024-12-31,54986362.41
A-T01948,T01948,V0178,2024-03-23,7342860.6
A-T01949,T01949,V0342,2025-09-04,34290723.35
A-T01950,T01950,V0332,2026-09-03,9680762.77
A-T01951,T01951,V0430,2026-08-26,5995903.51
A-T01952,T01952,V0092,2026-06-18,3338060.07
A-T01953,T01953,V0316,2024-12-02,7512614.57
A-T01954,T01954,V0329,2025-02-03,8411012.49
A-T01955,T01955,V0485,2025-08-10,5876293.55
A-T01956,T01956,V0104,2025-02-06,3684959.2
A-T01957,T01957,V0421,2024-10-11,107190515.49
A-T01958,T01958,V0458,2026-06-29,16276908.07
A-T01959,T01959,V0355,2026-05-05,3420952.65
A-T01960,T01960,V0133,2025-09-20,11096709.35
A-T01961,T01961,V0485,2026-07-22,21853511.79
A-T01962,T01962,V0083,2025-08-06,4786679.92
A-T01963,T01963,V0550,2025-03-01,156285936.1
A-T01964,T01964,V0159,2024-07-16,11416418.97
A-T01965,T01965,V0361,2024-03-11,73164848.18
A-T01966,T01966,V0364,2026-07-19,3194413.26
A-T01967,T01967,V0259,2024-04-09,63948414.3
A-T01968,T01968,V0114,2026-09-09,29225729.38
A-T01969,T01969,V0494,2025-10-18,6070961.88
A-T01970,T01970,V0276,2025-08-23,19600412.3
A-T01971,T01971,V0292,2024-05-19,1503812.0
A-T01972,T01972,V0376,2026-03-29,5261147.55
A-T01973,T01973,V0264,2026-02-24,8849167.7
A-T01974,T01974,V0239,2025-07-09,2504548.38
A-T01975,T01975,V0240,2025-04-19,8920580.06
A-T01976,T01976,V0541,2026-07-18,45292077.36
A-T01977,T01977,V0151,2025-01-28,12661498.09
A-T01978,T01978,V0532,2025-02-24,725263.07
A-T01979,T01979,V0223,2026-03-24,4744781.56
A-T01980,T01980,V0137,2026-01-24,6349176.17
A-T01981,T01981,V0093,2025-04-05,33850130.7
A-T01982,T01982,V0356,2025-08-19,298608036.72
A-T01983,T01983,V0494,2024-12-08,22539585.51
A-T01984,T01984,V0342,2025-06-14,23407782.68
A-T01985,T01985,V0112,2025-08-31,5218617.75
A-T01986,T01986,V0384,2025-03-16,22723533.33
A-T01987,T01987,V0220,2024-06-23,38401877.82
A-T01988,T01988,V0289,2024-10-18,11753478.93
A-T01989,T01989,V0513,2026-03-28,4160310.01
A-T01990,T01990,V0380,2024-06-16,5026288.17
A-T01991,T01991,V0079,2024-05-12,4271898.64
A-T01992,T01992,V0246,2025-01-15,21872517.73
A-T01993,T01993,V0259,2024-09-29,22106993.37
A-T01994,T01994,V0091,2024-07-22,57009416.03
A-T01995,T01995,V0167,2024-03-07,13735740.93
A-T01996,T01996,V0001,2026-07-02,45758265.01
A-T01997,T01997,V0431,2025-09-13,3505702.44
A-T01998,T01998,V0132,2024-11-03,10081028.56
A-T01999,T01999,V0479,2026-09-08,2381687.19
A-T02000,T02000,V0410,2025-05-05,293806719.76
A-T02001,T02001,V0501,2026-02-21,14379121.61
A-T02002,T02002,V0207,2024-04-05,36716354.51
A-T02003,T02003,V0427,2026-04-22,45776787.03
A-T02004,T02004,V0412,2026-03-31,10190819.8
A-T02005,T02005,V0176,2024-06-25,33496792.97
A-T02006,T02006,V0388,2026-08-19,1273921.53
A-T02007,T02007,V0540,2026-08-31,1782290.34
A-T02008,T02008,V0332,2025-05-24,9961907.35
A-T02009,T02009,V0247,2026-05-08,2591594.85
A-T02010,T02010,V0371,2024-11-02,20264523.3
A-T02011,T02011,V0310,2024-10-31,16149173.86
A-T02012,T02012,V0396,2024-02-19,6492478.79
A-T02013,T02013,V0419,2025-07-15,1681059.75
A-T02014,T02014,V0313,2026-07-27,2092075.63
A-T02015,T02015,V0119,2026-07-07,12397094.52
A-T02016,T02016,V0269,2024-05-28,33196535.77
A-T02017,T02017,V0266,2026-01-17,32217131.07
A-T02018,T02018,V0297,2024-10-21,59457040.83
A-T02019,T02019,V0378,2024-11-05,1236124.66
A-T02020,T02020,V0421,2024-05-05,13636023.81
A-T02021,T02021,V0455,2025-03-17,23785683.74
A-T02022,T02022,V0405,2024-06-15,73020513.43
A-T02023,T02023,V0346,2024-10-14,127319697.1
A-T02024,T02024,V0144,2026-07-20,5447508.86
A-T02025,T02025,V0220,2025-07-05,27757654.44
A-T02026,T02026,V0154,2024-06-22,57099468.14
A-T02027,T02027,V0088,2025-01-16,2418352.71
A-T02028,T02028,V0395,2026-09-03,15494242.65
A-T02029,T02029,V0374,2025-02-01,6062719.3
A-T02030,T02030,V0546,2026-07-08,1689194.93
A-T02031,T02031,V0253,2025-11-11,7293526.55
A-T02032,T02032,V0172,2024-03-28,33128993.62
A-T02033,T02033,V0005,2026-05-18,10980813.99
A-T02034,T02034,V0413,2025-06-01,92017418.43
A-T02035,T02035,V0022,2024-07-09,6527476.93
A-T02036,T02036,V0501,2026-01-03,15564039.73
A-T02037,T02037,V0244,2025-12-14,69778888.73
A-T02038,T02038,V0383,2024-04-24,5232621.87
A-T02039,T02039,V0437,2024-09-13,61139945.36
A-T02040,T02040,V0259,2026-06-11,7260929.87
A-T02041,T02041,V0188,2024-05-22,58917241.07
A-T02042,T02042,V0454,2024-12-24,45067014.5
A-T02043,T02043,V0028,2025-09-03,5614331.57
A-T02044,T02044,V0179,2026-01-09,24913900.66
A-T02045,T02045,V0030,2024-10-15,24685119.1
A-T02046,T02046,V0461,2024-11-09,19447464.36
A-T02047,T02047,V0436,2025-01-06,6882792.13
A-T02048,T02048,V0161,2024-04-04,9586075.81
A-T02049,T02049,V0352,2025-08-07,4569620.74
A-T02050,T02050,V0536,2025-03-02,7474426.44
A-T02051,T02051,V0130,2026-08-12,5883372.02
A-T02052,T02052,V0070,2024-05-20,27063648.99
A-T02053,T02053,V0521,2025-06-30,7562565.35
A-T02054,T02054,V0480,2024-11-17,94003238.1
A-T02055,T02055,V0184,2026-09-17,17983769.01
A-T02056,T02056,V0103,2025-11-23,35702150.52
A-T02057,T02057,V0123,2025-08-07,29902570.49
A-T02058,T02058,V0242,2024-04-20,2587492.47
A-T02059,T02059,V0451,2026-02-10,9992807.33
A-T02060,T02060,V0360,2024-05-21,18086049.6
A-T02061,T02061,V0523,2025-10-30,13531986.79
A-T02062,T02062,V0121,2025-12-23,5570037.61
A-T02063,T02063,V0378,2025-09-22,15848083.49
A-T02064,T02064,V0042,2024-09-07,6316744.6
A-T02065,T02065,V0146,2025-01-23,5939549.37
A-T02066,T02066,V0263,2025-01-19,11036607.59
A-T02067,T02067,V0129,2024-07-13,10779987.63
A-T02068,T02068,V0129,2025-12-28,9052748.92
A-T02069,T02069,V0112,2024-02-28,5748563.15
A-T02070,T02070,V0059,2025-08-21,2703826.52
A-T02071,T02071,V0034,2025-11-04,9904923.64
