vendor_id,history_months,recent_months,historical_tenders,recent_tenders,mahalanobis_distance,cusum_score,persistence_score,regime_signal,z_participation_intensity,z_win_rate,z_bid_position,z_market_breadth,z_network_exposure,historical_participation_intensity,historical_win_rate,historical_bid_position,historical_market_breadth,historical_network_exposure,recent_participation_intensity,recent_win_rate,recent_bid_position,recent_market_breadth,recent_network_exposure,explanation
V0385,9,9,13,15,2.4301,2.0403,0.2222,0.4861,0.6121,0.6803,0.0573,-0.6667,-3.1926,0.0192,0.1729,0.3988,0.9231,6.0769,0.0202,0.2517,0.4367,0.9333,4.1333,network exposure decreased (3.2 robust deviations)
V0386,9,9,12,10,1.2069,0.4843,0.1111,0.2348,0.1046,0.5601,0.927,0.0,-0.1012,0.0179,0.2576,0.335,0.9167,6.75,0.0146,0.2898,0.4214,1.0,5.7,no single dominant feature; multivariate behavioral shift
V0387,10,11,17,18,1.5872,0.9639,0.2182,0.3572,0.5343,-0.2075,1.8556,-0.5556,-0.1832,0.0224,0.2186,0.3888,0.9412,5.6471,0.0198,0.1262,0.5772,0.9444,5.4444,bid positioning increased (1.9 robust deviations)
V0388,7,8,9,10,2.0112,0.6154,0.175,0.3126,0.23,1.2312,-0.5781,0.0,0.1686,0.0174,0.1719,0.5448,0.7778,5.2222,0.0156,0.3487,0.4714,1.0,5.5,no single dominant feature; multivariate behavioral shift
V0389,6,7,8,11,1.0602,0.3852,0.1714,0.2021,0.5081,0.3804,-0.7058,0.0,0.161,0.0183,0.1391,0.7165,0.875,5.0,0.0193,0.1734,0.5803,1.0,4.7273,no single dominant feature; multivariate behavioral shift
V0390,9,9,11,12,3.784,0.1532,0.0889,0.3515,0.3361,0.2835,-0.0712,-0.8333,-0.0281,0.0165,0.2685,0.3977,1.0,4.2727,0.0169,0.2536,0.4736,0.9167,3.9167,no single dominant feature; multivariate behavioral shift
V0391,9,10,13,16,0.8287,0.0758,0.04,0.1233,0.6519,0.0515,-0.0871,-0.625,0.0281,0.019,0.0744,0.564,0.9231,5.5385,0.02,0.0643,0.5476,0.9375,5.0625,no single dominant feature; multivariate behavioral shift
V0392,10,11,15,18,0.6646,0.2192,0.0909,0.143,0.4765,-0.1353,-0.4577,0.0,0.0937,0.0201,0.1212,0.4706,0.8667,4.8,0.0202,0.0644,0.4627,1.0,5.2778,no single dominant feature; multivariate behavioral shift
V0393,6,7,7,8,1.5079,0.4328,0.0857,0.2264,-0.0437,-0.2857,-0.6196,0.0,1.1081,0.0158,0.1077,0.6821,1.0,5.1429,0.0143,0.0286,0.5146,1.0,7.875,no single dominant feature; multivariate behavioral shift
V0394,10,11,16,25,3.7883,0.2231,0.1091,0.378,1.2665,-0.453,0.5095,-0.8,0.451,0.0218,0.2151,0.4893,1.0,3.6875,0.0276,0.0559,0.6477,0.92,4.92,no single dominant feature; multivariate behavioral shift
V0395,8,8,13,13,1.592,0.4322,0.225,0.2814,0.1314,0.5379,-0.0077,-1.1069,-0.2335,0.0206,0.166,0.5292,0.7692,6.1538,0.0206,0.2186,0.5289,0.6923,5.8462,no single dominant feature; multivariate behavioral shift
V0396,14,15,22,29,0.4444,0.2965,0.1333,0.1381,-0.016,-0.2185,-0.1038,0.0,0.2891,0.0211,0.2122,0.4937,1.0,4.4091,0.0238,0.1126,0.5058,1.0,5.0,no single dominant feature; multivariate behavioral shift
V0397,8,8,12,12,1.0322,0.2483,0.125,0.1844,0.3903,-0.5159,0.6314,0.0,0.0293,0.0202,0.3056,0.4278,1.0,5.75,0.0182,0.1944,0.5797,1.0,5.8333,no single dominant feature; multivariate behavioral shift
V0400,9,9,10,14,6.484,0.1183,0.0667,0.4162,0.6042,0.0714,-0.084,-1.4286,-0.2891,0.0148,0.1875,0.4267,1.0,5.0,0.019,0.15,0.4689,0.8571,4.5714,no single dominant feature; multivariate behavioral shift
V0401,7,7,8,8,0.7553,0.214,0.0857,0.1377,0.0782,-0.0893,-0.1985,0.0,0.5902,0.0148,0.2232,0.5037,1.0,4.25,0.0141,0.1518,0.4789,1.0,5.75,no single dominant feature; multivariate behavioral shift
V0402,10,11,16,13,1.5445,1.2049,0.1818,0.3663,0.1984,0.7648,1.0566,0.0,1.0089,0.0219,0.3213,0.2823,0.9375,5.125,0.015,0.3721,0.3713,1.0,6.3077,no single dominant feature; multivariate behavioral shift
V0403,10,10,18,16,0.8582,0.4038,0.2,0.2178,-0.5033,0.4269,-0.1277,0.0,-0.0141,0.0241,0.1691,0.5235,0.9444,5.6667,0.0206,0.1845,0.4645,1.0,5.8125,no single dominant feature; multivariate behavioral shift
V0404,11,11,15,23,1.9224,0.6506,0.1091,0.3243,1.0906,0.5263,-0.2439,0.0,0.2346,0.0182,0.1479,0.5805,1.0,3.8,0.0261,0.2105,0.5004,1.0,4.3913,no single dominant feature; multivariate behavioral shift
V0405,8,9,11,14,0.9618,0.0389,0.0222,0.1232,0.4541,-0.4457,0.2532,0.0,0.2248,0.018,0.1459,0.4784,1.0,5.5455,0.0195,0.024,0.5105,1.0,6.0,no single dominant feature; multivariate behavioral shift
V0406,7,8,9,11,1.0487,0.3801,0.175,0.2081,0.4588,0.084,0.4951,-0.9091,-0.4905,0.0174,0.1067,0.4636,0.8889,6.0,0.0181,0.0941,0.5579,0.9091,5.8182,no single dominant feature; multivariate behavioral shift
V0407,11,11,20,20,4.5751,0.1363,0.0727,0.3858,-0.2406,-0.5939,0.244,-1.0,-0.371,0.0231,0.2712,0.4608,1.0,5.5,0.0214,0.0788,0.4766,0.9,5.45,no single dominant feature; multivariate behavioral shift
V0408,7,7,10,11,1.1029,0.216,0.1143,0.1784,0.5257,0.4562,0.046,0.0,0.0433,0.0181,0.1161,0.6208,1.0,4.3,0.0195,0.1681,0.5227,1.0,5.0909,no single dominant feature; multivariate behavioral shift
V0409,7,7,9,9,1.0409,0.5506,0.1714,0.2263,0.3602,0.0543,0.405,0.0,-1.2491,0.017,0.3111,0.3992,0.8889,6.3333,0.0169,0.2444,0.5046,1.0,5.1111,no single dominant feature; multivariate behavioral shift
V0410,9,10,18,12,1.6718,0.2583,0.12,0.2485,-0.4594,-0.3492,0.5843,-0.8333,-0.5132,0.0267,0.1,0.5083,0.9444,5.0,0.015,0.0222,0.6318,0.9167,4.5833,no single dominant feature; multivariate behavioral shift
V0411,6,7,9,8,0.3019,0.1722,0.1143,0.0855,0.0022,-0.042,0.2427,0.0,0.281,0.0191,0.2039,0.3864,0.7778,5.2222,0.0139,0.1471,0.4663,1.0,5.875,no single dominant feature; multivariate behavioral shift
V0412,8,8,10,10,2.0481,0.6536,0.225,0.3414,0.3021,1.0536,0.2293,-1.0,-1.0157,0.0163,0.2375,0.3964,0.9,6.1,0.0161,0.3625,0.4296,0.9,5.4,no single dominant feature; multivariate behavioral shift
V0413,11,12,15,25,3.9268,0.8403,0.2333,0.4913,1.2869,-0.1843,-0.7429,-0.8,0.1747,0.0181,0.1786,0.6754,1.0,4.5333,0.026,0.0887,0.5399,0.92,5.12,no single dominant feature; multivariate behavioral shift
V0414,10,11,19,12,1.5238,0.3379,0.0909,0.2473,-0.6378,0.8705,-0.2549,0.0,0.0749,0.0255,0.2219,0.4915,0.8947,4.9474,0.0139,0.3082,0.4197,1.0,5.0833,no single dominant feature; multivariate behavioral shift
V0415,9,9,15,14,1.4181,0.6588,0.1778,0.2908,-0.3617,0.7709,-0.7025,0.0,-0.7066,0.0213,0.2791,0.4366,0.9333,5.8667,0.0193,0.3431,0.3698,1.0,4.7143,no single dominant feature; multivariate behavioral shift
V0417,12,12,20,17,3.6356,1.1675,0.2667,0.5182,-0.1975,1.8701,-1.2862,-0.5882,-0.3201,0.0221,0.0884,0.7271,0.9,4.5,0.0178,0.3608,0.363,0.9412,4.1765,win rate increased (1.9 robust deviations)
V0418,8,8,9,9,1.0568,0.1477,0.075,0.161,0.1288,0.7302,-0.1329,0.0,-0.0571,0.0144,0.2444,0.3793,1.0,6.0,0.0143,0.3111,0.3963,1.0,4.8889,no single dominant feature; multivariate behavioral shift
V0419,12,12,29,27,1.1848,0.4752,0.1333,0.2443,-0.1246,0.6741,0.3542,-0.7407,-0.005,0.0323,0.1796,0.5823,0.8621,4.8276,0.0275,0.2511,0.5792,0.9259,4.7407,no single dominant feature; multivariate behavioral shift
V0420,8,8,12,10,1.6786,0.5275,0.2,0.2938,0.1634,-0.8766,0.5707,-1.0,-0.4497,0.0188,0.2828,0.3951,0.9167,5.8333,0.0159,0.0682,0.5558,0.9,5.0,no single dominant feature; multivariate behavioral shift
V0421,12,12,25,21,0.7911,0.2642,0.0833,0.162,-0.2878,0.2392,0.2798,-0.4762,-0.439,0.0276,0.1992,0.5009,0.92,5.8,0.022,0.1916,0.4803,0.9524,4.5238,no single dominant feature; multivariate behavioral shift
V0422,9,9,13,14,1.2138,0.5122,0.1333,0.2443,0.4398,-0.3333,-0.446,0.0,-1.3786,0.02,0.3684,0.484,1.0,6.6923,0.0195,0.3,0.4061,1.0,4.7857,no single dominant feature; multivariate behavioral shift
V0423,5,5,6,5,1.3367,0.5152,0.16,0.23,-0.1315,0.0557,0.9578,0.0,-0.1349,0.0155,0.303,0.2274,0.8333,5.0,0.0118,0.2397,0.5036,1.0,4.8,no single dominant feature; multivariate behavioral shift
V0424,11,12,17,23,2.2898,1.2587,0.25,0.4461,0.9562,0.3842,0.4154,0.0,-1.4956,0.0216,0.0696,0.507,0.9412,6.2353,0.0248,0.1241,0.5743,1.0,4.7826,no single dominant feature; multivariate behavioral shift
V0425,4,4,7,5,2.2173,0.4113,0.25,0.2886,-1.0997,-1.0552,0.2772,0.0,0.1686,0.0238,0.2308,0.4889,1.0,5.0,0.015,0.0909,0.6,1.0,5.0,no single dominant feature; multivariate behavioral shift
V0426,11,11,18,22,1.6872,1.4826,0.3091,0.4323,0.84,-0.0893,-0.2775,-0.4545,-2.2074,0.0213,0.1562,0.5235,0.9444,6.3333,0.024,0.0982,0.5295,0.9545,4.8182,network exposure decreased (2.2 robust deviations)
V0427,7,7,9,10,4.9401,1.8207,0.2,0.5434,0.4719,0.86,-0.1542,-1.0,-2.4282,0.0175,0.1509,0.5741,1.0,6.2222,0.0181,0.2664,0.6042,0.9,5.1,network exposure decreased (2.4 robust deviations)
V0429,8,9,12,14,1.4824,0.8475,0.2444,0.3223,-0.0382,0.4382,-0.0857,0.0,-1.6188,0.0202,0.3504,0.428,1.0,6.1667,0.0183,0.4154,0.317,1.0,5.0,network exposure decreased (1.6 robust deviations)
V0430,7,8,8,12,5.4227,1.0437,0.325,0.5305,0.5163,1.1746,-2.2639,0.0,-0.3653,0.0146,0.0857,0.6491,0.875,5.75,0.0185,0.2889,0.2191,1.0,4.9167,bid positioning decreased (2.3 robust deviations)
V0431,8,8,11,12,1.7228,0.014,0.0,0.1814,0.4058,0.7557,0.1173,-1.6667,0.0999,0.0177,0.1202,0.5725,0.9091,4.8182,0.018,0.2246,0.5749,0.8333,6.1667,market breadth decreased (1.7 robust deviations)
V0433,10,11,14,21,4.106,0.728,0.2727,0.4962,0.8625,0.9448,-0.5241,-0.9524,-0.9636,0.0191,0.0429,0.6449,0.8571,6.8571,0.0223,0.2169,0.4316,0.9048,5.5714,no single dominant feature; multivariate behavioral shift
V0434,10,10,23,15,1.9686,0.847,0.28,0.392,-0.9447,0.7472,-0.4966,-0.4796,0.1542,0.0311,0.0962,0.6651,0.8696,4.8696,0.0189,0.1805,0.517,0.9333,5.2667,no single dominant feature; multivariate behavioral shift
V0435,5,5,6,7,1.4502,0.4023,0.24,0.2436,0.5171,0.7861,-0.5139,0.0,0.1285,0.0157,0.359,0.5714,1.0,4.3333,0.0187,0.4083,0.4694,1.0,4.5714,no single dominant feature; multivariate behavioral shift
V0436,9,10,14,14,1.5837,0.508,0.14,0.2784,0.4032,-0.6552,1.1451,0.0,-0.1285,0.0205,0.3143,0.303,0.8571,5.7143,0.018,0.1143,0.599,1.0,5.7143,no single dominant feature; multivariate behavioral shift
V0437,11,12,20,13,1.5207,0.6576,0.2167,0.3186,-1.0049,0.663,-0.0765,0.0,-0.4151,0.0245,0.3531,0.353,0.9,5.9,0.0139,0.378,0.3515,1.0,5.3846,no single dominant feature; multivariate behavioral shift
V0438,12,13,17,27,5.3823,0.9561,0.2462,0.5538,1.0451,0.8894,0.0699,-1.1111,-0.1998,0.0188,0.1462,0.4481,1.0,6.0,0.0255,0.2837,0.3992,0.8889,5.7037,no single dominant feature; multivariate behavioral shift
V0439,8,8,10,9,3.3408,1.1167,0.35,0.4894,0.0598,1.8897,-0.9687,0.0,0.4497,0.0152,0.1809,0.5967,0.9,4.8,0.0141,0.4596,0.2996,1.0,5.3333,win rate increased (1.9 robust deviations)
V0441,5,6,7,10,1.0986,0.2349,0.1,0.1655,0.3972,-0.2836,-0.054,-1.0,-0.4946,0.0195,0.1041,0.5663,0.8571,5.4286,0.0193,0.0221,0.64,0.9,4.9,no single dominant feature; multivariate behavioral shift
V0443,4,5,4,7,6.8633,0.059,0.04,0.344,0.5486,0.8691,-0.0766,-1.4286,-0.6022,0.0135,0.3182,0.4904,1.0,7.25,0.0188,0.3986,0.4524,0.8571,3.4286,no single dominant feature; multivariate behavioral shift
V0445,5,6,7,9,2.3347,0.6168,0.2333,0.3242,0.3568,0.381,-0.8249,-1.1111,-1.2291,0.0182,0.0288,0.75,0.8571,6.7143,0.0187,0.0917,0.67,0.8889,5.2222,no single dominant feature; multivariate behavioral shift
V0447,6,7,9,11,8.1753,0.3797,0.2,0.4608,0.5798,-0.084,0.7445,-1.8182,0.2555,0.0201,0.3,0.375,1.0,4.5556,0.019,0.2059,0.5737,0.8182,5.0909,market breadth decreased (1.8 robust deviations)
V0448,6,6,6,7,6.6342,1.6714,0.2,0.5513,0.1009,0.6255,-0.6607,-1.4286,3.2761,0.0135,0.1987,0.6389,1.0,3.5,0.0141,0.2604,0.4439,0.8571,5.4286,network exposure increased (3.3 robust deviations)
V0451,11,12,17,14,0.195,0.1778,0.0833,0.076,-0.1156,0.1014,-0.071,0.0,0.0642,0.0211,0.1725,0.548,0.9412,5.6471,0.0139,0.1484,0.6003,1.0,5.7857,no single dominant feature; multivariate behavioral shift
V0452,8,8,10,10,4.5097,0.157,0.05,0.3582,0.1611,0.2857,-0.4235,-1.0,-0.0405,0.0173,0.2,0.6732,1.0,4.6,0.0154,0.2,0.5642,0.9,4.6,no single dominant feature; multivariate behavioral shift
V0453,10,11,15,17,1.1488,0.3835,0.1273,0.2273,0.47,0.7453,-0.3941,0.0,0.1445,0.02,0.2798,0.3488,1.0,5.2667,0.0182,0.3424,0.3211,1.0,5.0,no single dominant feature; multivariate behavioral shift
V0454,12,13,20,23,0.7382,0.3507,0.1385,0.1819,-0.1478,-0.2177,0.4084,-0.8696,0.0943,0.0225,0.186,0.4894,0.9,5.5,0.0224,0.0978,0.6422,0.913,5.5652,no single dominant feature; multivariate behavioral shift
V0455,12,13,26,17,1.8017,0.3069,0.1077,0.2707,-0.4903,1.0646,-0.3284,0.0,-0.4315,0.0275,0.1286,0.6091,0.8846,5.5385,0.0161,0.2659,0.4791,1.0,5.2353,no single dominant feature; multivariate behavioral shift
V0456,7,7,9,9,1.2238,0.4675,0.2,0.2401,0.3252,-0.0952,0.5198,-1.1111,-1.0492,0.0165,0.2,0.4961,0.8889,6.6667,0.0166,0.1333,0.5682,0.8889,6.4444,no single dominant feature; multivariate behavioral shift
V0457,5,6,6,9,0.9756,0.1772,0.1333,0.1546,0.4638,-0.3048,0.0914,0.0,-0.1499,0.0155,0.1167,0.5536,1.0,5.8333,0.0176,0.0267,0.6037,1.0,5.7778,no single dominant feature; multivariate behavioral shift
V0458,10,11,19,16,1.883,0.6943,0.2727,0.3671,-0.8971,-0.6248,-0.2046,-1.875,0.5902,0.0249,0.248,0.4927,0.8947,4.1579,0.0178,0.1455,0.4031,0.8125,5.3125,market breadth decreased (1.9 robust deviations)
V0459,8,8,10,11,4.7735,1.0102,0.35,0.5336,0.2516,1.8487,-1.0901,0.0,-1.2848,0.0166,0.1875,0.6207,1.0,6.2,0.0163,0.4706,0.1902,1.0,3.0,win rate increased (1.8 robust deviations)
V0460,12,12,25,17,0.9232,0.1718,0.0667,0.1588,-0.1695,0.3017,-0.2859,0.0,0.119,0.0269,0.0829,0.5685,0.92,4.6,0.0179,0.1118,0.4943,1.0,4.7647,no single dominant feature; multivariate behavioral shift
V0461,7,7,8,8,1.5224,0.1437,0.0857,0.1982,0.0903,0.8036,-0.0096,0.0,-0.6226,0.0151,0.2768,0.3097,1.0,5.875,0.0139,0.3482,0.3304,1.0,4.5,no single dominant feature; multivariate behavioral shift
V0463,8,9,8,11,2.236,0.645,0.2,0.3474,0.3003,0.7032,-0.9851,0.0,0.9504,0.0134,0.1617,0.65,1.0,3.375,0.0159,0.2508,0.3182,1.0,4.9091,no single dominant feature; multivariate behavioral shift
V0464,10,10,18,15,2.4877,1.0882,0.32,0.4621,-0.4945,0.9957,-0.2043,0.0,-1.7649,0.023,0.1856,0.5065,1.0,6.5,0.019,0.3074,0.4333,1.0,4.1333,network exposure decreased (1.8 robust deviations)
V0465,7,8,7,11,8.3324,0.0952,0.1,0.4177,0.344,0.6443,-0.1925,-1.8182,0.0613,0.0134,0.1795,0.4286,1.0,4.5714,0.0164,0.2549,0.4144,0.8182,5.0909,market breadth decreased (1.8 robust deviations)
V0468,10,10,12,14,2.9528,0.432,0.16,0.3785,0.4136,1.5,-0.4405,0.0,0.4936,0.0158,0.1453,0.5082,0.9167,4.3333,0.0176,0.3808,0.3756,1.0,5.5714,win rate increased (1.5 robust deviations)
V0469,10,10,14,17,2.3696,0.7019,0.24,0.3953,0.676,0.8275,-0.0867,-1.7647,0.8162,0.019,0.1677,0.523,0.9286,4.6429,0.0202,0.2763,0.4353,0.8235,5.0588,market breadth decreased (1.8 robust deviations)
V0470,11,11,18,15,1.6281,0.5695,0.1636,0.3043,-0.399,0.8225,-1.0117,0.0,0.4646,0.0218,0.2348,0.581,1.0,4.1667,0.017,0.316,0.4167,1.0,4.5333,no single dominant feature; multivariate behavioral shift
V0471,4,5,7,7,6.401,0.1397,0.08,0.356,-0.1267,-0.0898,0.4179,-1.4286,-0.234,0.0217,0.3956,0.2976,1.0,5.0,0.0163,0.3187,0.3726,0.8571,5.4286,no single dominant feature; multivariate behavioral shift
V0472,12,13,15,22,2.4996,0.9253,0.2462,0.429,0.7582,0.222,0.683,-0.4545,-0.7235,0.0172,0.26,0.2823,1.0,5.8667,0.021,0.2307,0.4399,0.9545,4.9091,no single dominant feature; multivariate behavioral shift
V0473,8,9,8,11,4.2799,0.3347,0.1333,0.3942,0.1505,-0.2654,0.6442,-0.9091,0.6847,0.0136,0.094,0.5208,1.0,4.25,0.0148,0.0186,0.699,0.9091,5.5455,no single dominant feature; multivariate behavioral shift
V0474,4,5,5,5,4.9957,0.4632,0.16,0.3825,-0.2035,1.1948,-0.8672,0.0,-0.7195,0.0169,0.1091,0.6079,1.0,5.8,0.0124,0.2909,0.4,1.0,4.4,no single dominant feature; multivariate behavioral shift
V0475,8,9,10,14,1.4377,0.2409,0.0889,0.2119,0.4904,0.5714,-0.458,0.0,0.0578,0.0162,0.125,0.6117,0.9,5.3,0.0188,0.2,0.5247,1.0,5.7143,no single dominant feature; multivariate behavioral shift
V0476,7,7,9,12,1.1747,0.4657,0.2,0.2355,0.6655,0.3628,-0.1546,0.0,0.3935,0.0185,0.1238,0.5981,0.7778,5.1111,0.0209,0.1587,0.5903,1.0,5.5833,no single dominant feature; multivariate behavioral shift
V0478,9,10,15,15,3.1227,0.3983,0.12,0.3621,-0.3966,-0.4762,0.158,-0.6667,0.5756,0.0218,0.2381,0.4867,1.0,5.2667,0.0179,0.0952,0.5586,0.9333,6.0667,no single dominant feature; multivariate behavioral shift
V0479,5,5,6,8,5.8471,0.9307,0.36,0.5023,0.5872,0.102,1.4512,-1.25,-1.1804,0.0164,0.1548,0.3403,1.0,5.8333,0.019,0.1327,0.5701,0.875,5.125,no single dominant feature; multivariate behavioral shift
V0480,5,6,7,7,1.9059,0.4938,0.2,0.2778,0.0643,-0.5651,1.1427,0.0,-0.819,0.0181,0.2198,0.2983,1.0,7.0,0.0138,0.0659,0.6003,1.0,5.5714,no single dominant feature; multivariate behavioral shift
V0481,14,15,26,38,3.6116,1.1415,0.28,0.5182,0.4354,0.5296,-0.6266,-2.3684,-0.9555,0.0243,0.0859,0.5778,0.9615,5.6538,0.0312,0.1534,0.4752,0.7632,4.5,market breadth decreased (2.4 robust deviations)
V0482,5,5,7,9,5.5037,0.5661,0.16,0.419,0.8887,0.381,-0.2247,-1.1111,1.0492,0.0178,0.0288,0.631,1.0,4.7143,0.0238,0.0917,0.5556,0.8889,5.5556,no single dominant feature; multivariate behavioral shift
V0483,13,13,25,30,1.4677,0.3338,0.0769,0.2382,0.3905,0.0079,-0.0958,-1.3333,-0.2998,0.0253,0.2323,0.5002,0.96,5.12,0.0281,0.1722,0.5365,0.8667,4.8333,no single dominant feature; multivariate behavioral shift
V0484,8,9,13,13,0.9857,0.7956,0.1556,0.2509,-0.0716,-0.3065,0.7408,0.0,-0.8005,0.0215,0.2065,0.5248,1.0,7.4615,0.0186,0.1012,0.6919,1.0,5.9231,no single dominant feature; multivariate behavioral shift
V0485,11,12,20,22,4.1453,0.6083,0.1667,0.4575,-0.125,0.2041,-0.4866,-0.9091,0.5996,0.024,0.1978,0.4526,1.0,5.35,0.023,0.1837,0.4098,0.9091,6.0,no single dominant feature; multivariate behavioral shift
V0486,7,7,8,9,1.983,0.111,0.0857,0.2281,0.2809,0.3978,0.3232,0.0,-0.2998,0.015,0.0252,0.6521,1.0,5.125,0.0161,0.0902,0.6278,1.0,5.1111,no single dominant feature; multivariate behavioral shift
V0487,6,6,10,8,5.7073,0.4292,0.3,0.4538,-0.7846,0.2976,-0.4613,-1.25,-0.176,0.0224,0.1042,0.5592,1.0,6.1,0.0176,0.119,0.4522,0.875,6.125,no single dominant feature; multivariate behavioral shift
V0488,10,11,16,20,1.7599,0.7696,0.1636,0.3382,0.6852,0.0733,1.6505,-1.0,0.1425,0.0217,0.1212,0.4362,0.9375,5.0625,0.0213,0.1026,0.6093,0.9,5.1,bid positioning increased (1.7 robust deviations)
V0489,8,8,14,13,0.8921,0.5206,0.175,0.2164,-0.2139,0.1253,-0.5597,0.0,-1.1697,0.0236,0.0722,0.5213,1.0,6.5714,0.0198,0.076,0.4576,1.0,5.0769,no single dominant feature; multivariate behavioral shift
V0490,5,6,9,7,1.5325,0.2676,0.2,0.2257,-0.6948,-0.8547,0.2168,0.0,-0.0321,0.0241,0.3,0.5079,1.0,5.5556,0.0146,0.1923,0.5298,1.0,5.4286,no single dominant feature; multivariate behavioral shift
V0491,6,7,6,9,7.1147,0.218,0.0857,0.4041,0.3637,1.0857,-0.1456,-1.1111,0.3497,0.0133,0.1,0.5159,1.0,4.8333,0.0166,0.28,0.4222,0.8889,5.7778,no single dominant feature; multivariate behavioral shift
V0492,5,6,7,7,2.2264,0.3333,0.1,0.2589,0.0555,0.4867,-0.5097,0.0,0.5781,0.0181,0.033,0.5213,1.0,5.4286,0.0135,0.1099,0.3381,1.0,6.8571,no single dominant feature; multivariate behavioral shift
V0494,9,9,14,15,9.3189,1.1986,0.2889,0.6249,0.4308,-1.4224,1.7285,-2.0,-0.8094,0.0212,0.4534,0.2585,1.0,5.5714,0.0199,0.2414,0.57,0.8,4.8,market breadth decreased (2.0 robust deviations); bid positioning increased (1.7 robust deviations)
V0495,10,10,20,16,0.843,0.2508,0.08,0.1651,-0.0885,0.6818,-0.3775,0.0,-0.3292,0.0259,0.1603,0.5549,0.95,4.8,0.019,0.2348,0.497,1.0,4.5625,no single dominant feature; multivariate behavioral shift
V0496,9,10,13,13,3.5694,0.4938,0.16,0.4052,0.2392,-0.4164,-0.1641,-0.7692,0.8301,0.0201,0.1296,0.5648,1.0,4.7692,0.0156,0.0243,0.5635,0.9231,6.2308,no single dominant feature; multivariate behavioral shift
V0497,5,6,6,10,9.4754,0.6,0.1333,0.4641,0.7264,0.6473,-0.326,-2.0,-0.2248,0.0154,0.0625,0.5373,1.0,5.6667,0.0203,0.1719,0.5517,0.8,5.0,market breadth decreased (2.0 robust deviations)
V0498,7,7,9,10,4.8932,0.0268,0.0286,0.3344,0.2624,1.1137,0.059,-2.0,-0.3372,0.0175,0.0632,0.5296,0.8889,5.4444,0.0175,0.2467,0.5292,0.8,5.0,market breadth decreased (2.0 robust deviations)
V0499,8,9,12,13,2.3961,0.3007,0.1333,0.3008,0.3545,-1.4985,0.3914,-1.5385,0.0692,0.0208,0.44,0.316,0.8333,4.8333,0.0179,0.2063,0.4609,0.8462,5.7692,market breadth decreased (1.5 robust deviations)
V0501,8,8,12,9,1.7251,0.435,0.25,0.2982,-0.0401,1.1429,-0.4748,0.0,-0.712,0.0201,0.2778,0.4493,0.9167,5.5,0.0142,0.4,0.2611,1.0,4.6667,no single dominant feature; multivariate behavioral shift
V0502,12,12,26,27,1.9276,0.5939,0.1333,0.3241,0.3108,0.3917,0.3045,-1.1111,-0.2284,0.0281,0.0071,0.6034,0.8846,5.6538,0.0293,0.0675,0.6207,0.8889,5.5556,no single dominant feature; multivariate behavioral shift
V0503,5,5,6,7,6.6792,0.19,0.16,0.3967,0.4248,-1.2921,0.1767,-1.4286,0.0482,0.0153,0.4038,0.4722,1.0,4.5,0.0174,0.2189,0.5476,0.8571,4.1429,no single dominant feature; multivariate behavioral shift
V0504,12,13,22,19,1.4079,0.2935,0.1385,0.2426,-0.0514,0.6453,0.0572,-1.5789,0.3324,0.0246,0.1899,0.5472,0.8636,4.5455,0.0184,0.2527,0.5955,0.8421,5.0526,market breadth decreased (1.6 robust deviations)
V0505,8,8,10,8,1.5318,0.512,0.175,0.2742,-0.1845,-0.7143,0.81,0.0,-0.7264,0.0164,0.25,0.4857,1.0,5.9,0.0121,0.0714,0.7144,1.0,5.25,no single dominant feature; multivariate behavioral shift
V0507,6,6,7,9,1.2801,0.4921,0.2,0.2397,0.6638,0.4762,0.2162,0.0,0.0749,0.015,0.1635,0.4986,1.0,6.4286,0.0195,0.2083,0.5265,1.0,6.5556,no single dominant feature; multivariate behavioral shift
V0509,12,12,21,21,4.4299,0.8606,0.2667,0.5208,-0.3899,0.4233,0.0176,-0.9524,0.7387,0.0236,0.1481,0.551,1.0,4.7143,0.0216,0.1852,0.5217,0.9048,5.0952,no single dominant feature; multivariate behavioral shift
V0510,9,9,15,15,5.9807,0.0083,0.0,0.3734,0.1596,0.2857,-0.1301,-1.3333,0.06,0.0204,0.2,0.4718,1.0,5.2667,0.0212,0.2,0.4472,0.8667,5.1333,no single dominant feature; multivariate behavioral shift
V0511,7,7,10,8,1.6436,0.2103,0.1143,0.2233,0.0632,0.7143,-0.2893,0.0,0.6745,0.0196,0.125,0.5009,1.0,5.9,0.0149,0.2143,0.3003,1.0,6.0,no single dominant feature; multivariate behavioral shift
V0512,10,10,13,21,2.8986,0.7174,0.18,0.4148,1.3436,-0.3828,0.3254,-0.4762,0.4256,0.0174,0.3375,0.3571,1.0,5.0769,0.0269,0.1634,0.4855,0.9524,5.381,no single dominant feature; multivariate behavioral shift
V0513,13,14,28,27,1.7298,0.9296,0.2,0.3614,-0.2055,0.5923,-0.2483,-0.7407,-0.9193,0.0287,0.0781,0.5191,0.9286,5.8214,0.0234,0.141,0.4664,0.9259,5.2963,no single dominant feature; multivariate behavioral shift
V0514,7,7,12,10,3.9331,0.9364,0.2286,0.4551,-0.4624,0.9091,-0.6208,0.0,-0.3372,0.0235,0.0303,0.6416,0.8333,5.3333,0.0187,0.1591,0.5054,1.0,5.0,no single dominant feature; multivariate behavioral shift
