vendor_a,vendor_b,shared_tenders,expected_conditional_shared,conditional_enrichment,weighted_market_overlap,market_count,market_concentration,shrunk_win_uplift,persistence,enrichment_signal,win_effect_signal,specialization_discount,breadth_signal,relationship_strength,context_adjusted_strength
V0043,V0391,3,1.2143,2.4706,0.1579,1,1.0,0.0,0.7333,0.5189248687337885,0.0,0.44999999999999996,0.25,0.3657837040568259,0.16460266682557165
V0144,V0184,6,4.2667,1.4062,0.3333,1,1.0,-0.0289,1.0,0.3661747656696426,0.0,0.44999999999999996,0.25,0.36566116798437487,0.16454752559296867
V0331,V0469,3,1.1429,2.625,0.2143,1,1.0,0.0,0.7,0.5370769536584881,0.0,0.44999999999999996,0.25,0.36547693378047075,0.16446462020121183
V0054,V0376,3,1.1429,2.625,0.2143,1,1.0,0.0,0.7,0.5370769536584881,0.0,0.44999999999999996,0.25,0.36547693378047075,0.16446462020121183
V0088,V0359,3,1.1429,2.625,0.2727,1,1.0,0.0,0.7,0.5370769536584881,0.0,0.44999999999999996,0.25,0.36547693378047075,0.16446462020121183
V0153,V0216,3,1.3913,2.1562,0.2308,1,1.0,0.0,0.8,0.47932400775392037,0.0,0.44999999999999996,0.25,0.36526340271387214,0.16436853122124245
V0204,V0420,3,1.2222,2.4545,0.2,1,1.0,0.0,0.7333,0.5169857678980261,0.0,0.44999999999999996,0.25,0.3651050187643091,0.16429725844393908
V0211,V0364,3,1.05,2.8571,0.3,1,1.0,0.0,0.6519,0.5629585332977487,0.0,0.44999999999999996,0.25,0.36491548665421203,0.16421196899439539
V0256,V0485,3,1.2245,2.45,0.2143,1,1.0,0.0,0.7333,0.5164421670501363,0.0,0.44999999999999996,0.25,0.3649147584675477,0.16421164131039645
V0003,V0441,3,1.1538,2.6,0.375,1,1.0,0.0,0.7,0.5341909048293007,0.0,0.44999999999999996,0.25,0.36446681669025516,0.1640100675106148
V0278,V0352,3,1.2353,2.4286,0.3,1,1.0,0.0,0.7333,0.5138473012431891,0.0,0.44999999999999996,0.25,0.3640065554351162,0.16380294994580227
V0195,V0523,3,1.4118,2.125,0.4286,1,1.0,0.0,0.8,0.4751810039888157,0.0,0.44999999999999996,0.25,0.3638133513960855,0.16371600812823847
V0176,V0274,3,1.1613,2.5833,0.2143,1,1.0,0.0,0.7,0.5322518368566096,0.0,0.44999999999999996,0.25,0.3637881428998133,0.16370466430491598
V0122,V0413,3,1.3235,2.2667,0.2727,1,1.0,0.0,0.7667,0.4936747298627863,0.0,0.44999999999999996,0.25,0.3636261554519752,0.16363176995338882
V0175,V0502,3,1.2414,2.4167,0.2,1,1.0,0.0,0.7333,0.5123973456657265,0.0,0.44999999999999996,0.25,0.3634990709830042,0.1635745819423519
V0198,V0281,3,1.2419,2.4156,0.2,1,1.0,0.0,0.7333,0.5122630612711505,0.0,0.44999999999999996,0.25,0.36345207144490266,0.16355343215020618
V0198,V0364,3,1.2419,2.4156,0.2,1,1.0,0.0,0.7333,0.5122630612711505,0.0,0.44999999999999996,0.25,0.36345207144490266,0.16355343215020618
V0276,V0327,4,2.025,1.9753,0.2857,1,1.0,-0.045,0.8333,0.45470913038551425,0.0,0.44999999999999996,0.25,0.36330819563493,0.16348868803571848
V0212,V0224,4,1.6667,2.4,0.3077,1,1.0,0.0,0.7333,0.5103539948156102,0.0,0.44999999999999996,0.25,0.3627838981854635,0.16325275418345858
V0245,V0492,3,1.25,2.4,0.3333,1,1.0,0.0,0.7333,0.5103539948156102,0.0,0.44999999999999996,0.25,0.3627838981854635,0.16325275418345858
V0384,V0424,3,1.25,2.4,0.2143,1,1.0,0.0,0.7333,0.5103539948156102,0.0,0.44999999999999996,0.25,0.3627838981854635,0.16325275418345858
V0011,V0061,3,1.25,2.4,0.1875,1,1.0,0.0,0.7333,0.5103539948156102,0.0,0.44999999999999996,0.25,0.3627838981854635,0.16325275418345858
V0098,V0384,3,1.25,2.4,0.2143,1,1.0,0.0,0.7333,0.5103539948156102,0.0,0.44999999999999996,0.25,0.3627838981854635,0.16325275418345858
V0421,V0438,5,2.381,2.1,0.3333,1,1.0,0.0,0.8,0.47183132821757545,0.0,0.44999999999999996,0.25,0.3626409648761514,0.1631884341942681
V0255,V0438,3,1.4286,2.1,0.2308,1,1.0,0.0,0.8,0.47183132821757545,0.0,0.44999999999999996,0.25,0.3626409648761514,0.1631884341942681
V0014,V0274,3,1.1765,2.55,0.2727,1,1.0,0.0,0.7,0.5283581888915366,0.0,0.44999999999999996,0.25,0.3624253661120378,0.163091414750417
V0182,V0313,5,2.2388,2.2333,0.25,1,1.0,0.0,0.7667,0.4893888823344001,0.0,0.44999999999999996,0.25,0.36212610881704,0.16295674896766799
V0188,V0274,4,1.6774,2.3846,0.2353,1,1.0,0.0,0.7333,0.5084607926054195,0.0,0.44999999999999996,0.25,0.3621212774118968,0.16295457483535356
V0262,V0395,3,1.3492,2.2235,0.1579,1,1.0,0.0,0.7667,0.4881229547621523,0.0,0.44999999999999996,0.25,0.3616830341667533,0.16275736537503896
V0141,V0200,3,1.3492,2.2235,0.1579,1,1.0,0.0,0.7667,0.4881229547621523,0.0,0.44999999999999996,0.25,0.3616830341667533,0.16275736537503896
V0026,V0223,5,3.2,1.5625,0.3333,1,1.0,-0.0725,0.9333,0.39242053443242686,0.0,0.44999999999999996,0.25,0.3615071870513494,0.1626782341731072
V0172,V0271,3,1.3582,2.2088,0.1765,1,1.0,0.0,0.7667,0.486216828858039,0.0,0.44999999999999996,0.25,0.36101589010031365,0.16245715054514112
V0091,V0373,3,1.2727,2.3571,0.1765,1,1.0,0.0,0.7333,0.5050585485505906,0.0,0.44999999999999996,0.25,0.36093049199270666,0.16241872139671798
V0438,V0483,3,1.194,2.5125,0.1667,1,1.0,0.0,0.7,0.5239294847075265,0.0,0.44999999999999996,0.25,0.36087531964763425,0.1623938938414354
V0158,V0419,3,1.4578,2.0579,0.1579,1,1.0,0.0,0.8,0.4661289500587481,0.0,0.44999999999999996,0.25,0.36064513252056185,0.1622903096342528
V0215,V0241,3,1.2766,2.35,0.2308,1,1.0,0.0,0.7333,0.5041756241614775,0.0,0.44999999999999996,0.25,0.3606214684565171,0.16227966080543269
V0053,V0458,4,1.6,2.5,0.2105,1,1.0,0.0,0.7,0.522442736639361,0.0,0.44999999999999996,0.25,0.3603549578237763,0.16215973102069933
V0126,V0248,3,1.2,2.5,0.1667,1,1.0,0.0,0.7,0.522442736639361,0.0,0.44999999999999996,0.25,0.3603549578237763,0.16215973102069933
V0064,V0340,3,1.2,2.5,0.1875,1,1.0,0.0,0.7,0.522442736639361,0.0,0.44999999999999996,0.25,0.3603549578237763,0.16215973102069933
V0050,V0407,3,2.1,1.4286,0.2308,1,1.0,-0.1239,0.9667,0.3700390795641692,0.0,0.44999999999999996,0.25,0.3603536778474592,0.1621591550313566
V0215,V0266,3,1.4651,2.0476,0.2308,1,1.0,0.0,0.8,0.46472187849816043,0.0,0.44999999999999996,0.25,0.36015265747435615,0.16206869586346026
V0024,V0188,3,1.0667,2.8125,0.2,1,1.0,0.0,0.6363,0.5581082531480769,0.0,0.44999999999999996,0.25,0.3600978886018269,0.16204404987082208
V0320,V0445,3,1.3714,2.1875,0.1765,1,1.0,0.0,0.7667,0.48343934100662456,0.0,0.44999999999999996,0.25,0.36004376935231863,0.16201969620854337
V0335,V0441,4,1.7143,2.3333,0.3333,1,1.0,0.0,0.7333,0.5020914874530352,0.0,0.44999999999999996,0.25,0.3598920206085623,0.16195140927385301
V0115,V0404,3,1.2857,2.3333,0.3,1,1.0,0.0,0.7333,0.5020914874530352,0.0,0.44999999999999996,0.25,0.3598920206085623,0.16195140927385301
V0304,V0381,3,1.2857,2.3333,0.25,1,1.0,0.0,0.7333,0.5020914874530352,0.0,0.44999999999999996,0.25,0.3598920206085623,0.16195140927385301
V0469,V0475,3,1.2857,2.3333,0.2,1,1.0,0.0,0.7333,0.5020914874530352,0.0,0.44999999999999996,0.25,0.3598920206085623,0.16195140927385301
V0115,V0441,3,1.2857,2.3333,0.3,1,1.0,0.0,0.7333,0.5020914874530352,0.0,0.44999999999999996,0.25,0.3598920206085623,0.16195140927385301
V0286,V0431,3,1.2941,2.3182,0.2143,1,1.0,0.0,0.7333,0.5001980198356947,0.0,0.44999999999999996,0.25,0.3592293069424931,0.16165318812412188
V0178,V0456,5,2.4655,2.028,0.2632,1,1.0,0.0,0.8,0.46203116046943454,0.0,0.44999999999999996,0.25,0.35921090616430207,0.16164490777393592
V0327,V0523,4,2.1176,1.8889,0.5,1,1.0,0.0,0.8333,0.44241957472715576,0.0,0.44999999999999996,0.25,0.3590068511545045,0.161553083019527
V0152,V0549,3,1.3,2.3077,0.1875,1,1.0,0.0,0.7333,0.4988762842902126,0.0,0.44999999999999996,0.25,0.35876669950157436,0.16144501477570844
V0191,V0381,3,1.3,2.3077,0.1765,1,1.0,0.0,0.7333,0.4988762842902126,0.0,0.44999999999999996,0.25,0.35876669950157436,0.16144501477570844
V0291,V0336,3,1.3,2.3077,0.1875,1,1.0,0.0,0.7333,0.4988762842902126,0.0,0.44999999999999996,0.25,0.35876669950157436,0.16144501477570844
V0289,V0429,3,1.3913,2.1562,0.2308,1,1.0,0.0,0.7667,0.47932400775392037,0.0,0.44999999999999996,0.25,0.35860340271387214,0.16137153122124245
V0202,V0491,3,1.2222,2.4545,0.2,1,1.0,0.0,0.7,0.5169857678980261,0.0,0.44999999999999996,0.25,0.3584450187643091,0.16130025844393908
V0216,V0387,4,1.7391,2.3,0.2857,1,1.0,0.0,0.7333,0.4979043422021987,0.0,0.44999999999999996,0.25,0.3584265197707695,0.16129193389684626
V0387,V0437,3,1.3043,2.3,0.2308,1,1.0,0.0,0.7333,0.4979043422021987,0.0,0.44999999999999996,0.25,0.3584265197707695,0.16129193389684626
V0063,V0079,3,1.3061,2.2969,0.1765,1,1.0,0.0,0.7333,0.4975124003784405,0.0,0.44999999999999996,0.25,0.35828934013245417,0.16123020305960437
V0046,V0284,4,1.7419,2.2963,0.2353,1,1.0,0.0,0.7333,0.4974364981047206,0.0,0.44999999999999996,0.25,0.3582627743366522,0.1612182484514935
V0117,V0284,4,1.7419,2.2963,0.2353,1,1.0,0.0,0.7333,0.4974364981047206,0.0,0.44999999999999996,0.25,0.3582627743366522,0.1612182484514935
V0046,V0117,3,1.3065,2.2963,0.2,1,1.0,0.0,0.7333,0.4974364981047206,0.0,0.44999999999999996,0.25,0.3582627743366522,0.1612182484514935
V0396,V0512,3,1.2245,2.45,0.2308,1,1.0,0.0,0.7,0.5164421670501363,0.0,0.44999999999999996,0.25,0.3582547584675477,0.16121464131039645
V0367,V0502,6,3.2083,1.8701,0.3158,1,1.0,0.0,0.8333,0.439696797575175,0.0,0.44999999999999996,0.25,0.35805387915131126,0.16112424561809005
V0024,V0248,4,2.0,2.0,0.1905,1,1.0,0.0,0.8,0.45815690999132613,0.0,0.44999999999999996,0.25,0.35785491849696416,0.16103471332363387
V0298,V0384,4,1.75,2.2857,0.2667,1,1.0,0.0,0.7333,0.49609327502032424,0.0,0.44999999999999996,0.25,0.35779264625711343,0.16100669081570104
V0359,V0371,3,1.413,2.1231,0.2,1,1.0,0.0,0.7667,0.474927371182641,0.0,0.44999999999999996,0.25,0.3570645799139244,0.16067906096126594
V0244,V0322,3,1.3235,2.2667,0.2727,1,1.0,0.0,0.7333,0.4936747298627863,0.0,0.44999999999999996,0.25,0.35694615545197517,0.16062576995338881
V0460,V0502,3,1.2414,2.4167,0.2,1,1.0,0.0,0.7,0.5123973456657265,0.0,0.44999999999999996,0.25,0.3568390709830042,0.1605775819423519
V0141,V0420,4,1.8889,2.1176,0.2,1,1.0,0.0,0.7667,0.4741923001980801,0.0,0.44999999999999996,0.25,0.356807305069328,0.1605632872811976
V0418,V0478,3,1.0652,2.8163,0.2727,1,1.0,0.0,0.6183,0.5585237112066123,0.0,0.44999999999999996,0.25,0.3566432989223143,0.16048948451504141
V0258,V0465,3,1.0833,2.7692,0.2,1,1.0,0.0,0.626,0.5533447571302814,0.0,0.44999999999999996,0.25,0.35637066499559844,0.16036679924801928
V0329,V0528,3,1.3333,2.25,0.1765,1,1.0,0.0,0.7333,0.49153731178849297,0.0,0.44999999999999996,0.25,0.35619805912597247,0.1602891266066876
V0040,V0384,3,1.25,2.4,0.2143,1,1.0,0.0,0.7,0.5103539948156102,0.0,0.44999999999999996,0.25,0.3561238981854635,0.16025575418345858
V0080,V0338,3,1.25,2.4,0.2308,1,1.0,0.0,0.7,0.5103539948156102,0.0,0.44999999999999996,0.25,0.3561238981854635,0.16025575418345858
V0113,V0119,5,3.6842,1.3571,0.4167,1,1.0,-0.093,0.9667,0.3575769382401408,0.0,0.44999999999999996,0.25,0.35599192838404925,0.16019636777282215
V0144,V0152,5,2.3833,2.0979,0.2632,1,1.0,0.0,0.7667,0.47154872667334136,0.0,0.44999999999999996,0.25,0.35588205433566944,0.16014692445105122
V0144,V0336,5,2.3833,2.0979,0.2632,1,1.0,0.0,0.7667,0.47154872667334136,0.0,0.44999999999999996,0.25,0.35588205433566944,0.16014692445105122
V0039,V0533,3,1.253,2.3942,0.1667,1,1.0,0.0,0.7,0.5096419791381718,0.0,0.44999999999999996,0.25,0.3558746926983601,0.16014361171426203
V0263,V0483,3,1.253,2.3942,0.1667,1,1.0,0.0,0.7,0.5096419791381718,0.0,0.44999999999999996,0.25,0.3558746926983601,0.16014361171426203
V0175,V0539,3,1.2558,2.3889,0.25,1,1.0,0.0,0.7,0.5089902794361627,0.0,0.44999999999999996,0.25,0.3556465978026569,0.16004096901119558
V0304,V0313,3,1.3433,2.2333,0.1667,1,1.0,0.0,0.7333,0.4893888823344001,0.0,0.44999999999999996,0.25,0.35544610881704,0.15995074896766798
V0134,V0178,3,1.3448,2.2308,0.1875,1,1.0,0.0,0.7333,0.4890663065603425,0.0,0.44999999999999996,0.25,0.35533320729611984,0.1598999432832539
V0332,V0483,6,3.8209,1.5703,0.2308,1,1.0,-0.1304,0.9,0.39368801228352224,0.0,0.44999999999999996,0.25,0.35529080429923277,0.15988086193465473
V0141,V0262,3,1.3492,2.2235,0.1579,1,1.0,0.0,0.7333,0.4881229547621523,0.0,0.44999999999999996,0.25,0.3550030341667533,0.15975136537503895
V0025,V0396,3,1.35,2.2222,0.2,1,1.0,0.0,0.7333,0.4879547365341235,0.0,0.44999999999999996,0.25,0.3549441577869432,0.15972487100412444
V0062,V0383,3,1.4468,2.0735,0.1667,1,1.0,0.0,0.7667,0.46825104920223937,0.0,0.44999999999999996,0.25,0.35472786722078375,0.15962754024935266
V0040,V0513,3,1.3542,2.2154,0.2,1,1.0,0.0,0.7333,0.4870737183545592,0.0,0.44999999999999996,0.25,0.3546358014240957,0.15958611064084305
V0098,V0513,3,1.3542,2.2154,0.2,1,1.0,0.0,0.7333,0.4870737183545592,0.0,0.44999999999999996,0.25,0.3546358014240957,0.15958611064084305
V0284,V0298,3,1.3548,2.2143,0.1875,1,1.0,0.0,0.7333,0.4869310256519317,0.0,0.44999999999999996,0.25,0.35458585897817607,0.15956363654017922
V0007,V0436,3,0.9091,3.3,0.5,1,1.0,0.0,0.5208,0.6082897110837108,0.0,0.44999999999999996,0.25,0.3545613988792988,0.15955262949568444
V0072,V0372,3,1.2698,2.3625,0.2,1,1.0,0.0,0.7,0.5057288192210082,0.0,0.44999999999999996,0.25,0.3545050867273528,0.15952728902730876
V0060,V0412,5,2.4237,2.0629,0.2632,1,1.0,0.0,0.7667,0.4668102866229009,0.0,0.44999999999999996,0.25,0.3542236003180153,0.15940062014310688
V0332,V0340,3,1.6716,1.7946,0.15,1,1.0,0.0,0.8333,0.4285795944978389,0.0,0.44999999999999996,0.25,0.35416285807424364,0.15937328613340962
V0132,V0352,4,2.4,1.6667,0.2222,1,1.0,-0.0697,0.8667,0.4090427818346498,0.0,0.44999999999999996,0.25,0.35400497364212746,0.15930223813895733
V0028,V0158,3,1.4578,2.0579,0.1579,1,1.0,0.0,0.7667,0.4661289500587481,0.0,0.44999999999999996,0.25,0.35398513252056185,0.1592933096342528
V0091,V0419,3,1.4578,2.0579,0.1579,1,1.0,0.0,0.7667,0.4661289500587481,0.0,0.44999999999999996,0.25,0.35398513252056185,0.1592933096342528
V0338,V0414,3,1.4583,2.0571,0.2143,1,1.0,0.0,0.7667,0.4660198328338772,0.0,0.44999999999999996,0.25,0.353946941491857,0.15927612367133565
V0429,V0496,4,2.087,1.9167,0.25,1,1.0,0.0,0.8,0.4464135078586255,0.0,0.44999999999999996,0.25,0.3537447277505189,0.1591851274877335
V0437,V0496,3,1.5652,1.9167,0.2,1,1.0,0.0,0.8,0.4464135078586255,0.0,0.44999999999999996,0.25,0.3537447277505189,0.1591851274877335
V0004,V0468,3,1.284,2.3365,0.1667,1,1.0,0.0,0.7,0.5024916505028872,0.0,0.44999999999999996,0.25,0.3533720776760105,0.1590174349542047
V0014,V0219,3,1.575,1.9048,0.2308,1,1.0,0.0,0.8,0.44470855471245396,0.0,0.44999999999999996,0.25,0.3531479941493589,0.15891659736721148
V0244,V0280,3,1.375,2.1818,0.2308,1,1.0,0.0,0.7333,0.4826929213794431,0.0,0.44999999999999996,0.25,0.35310252248280505,0.15889613511726225
V0431,V0469,3,1.2941,2.3182,0.2143,1,1.0,0.0,0.7,0.5001980198356947,0.0,0.44999999999999996,0.25,0.3525693069424931,0.15865618812412188
V0005,V0453,3,1.3846,2.1667,0.3333,1,1.0,0.0,0.7333,0.48070908236687565,0.0,0.44999999999999996,0.25,0.35240817882840647,0.1585836804727829
V0308,V0407,3,1.3,2.3077,0.1875,1,1.0,0.0,0.7,0.4988762842902126,0.0,0.44999999999999996,0.25,0.35210669950157436,0.15844801477570844
V0202,V0331,3,1.3968,2.1477,0.1875,1,1.0,0.0,0.7333,0.47819937777077737,0.0,0.44999999999999996,0.25,0.35152978221977205,0.15818840199889742
V0202,V0286,4,1.746,2.2909,0.2353,1,1.0,0.0,0.7,0.4967527552646208,0.0,0.44999999999999996,0.25,0.3513634643426172,0.15811355895417772
V0082,V0151,3,1.4,2.1429,0.25,1,1.0,0.0,0.7333,0.4775629501272032,0.0,0.44999999999999996,0.25,0.35130703254452106,0.15808816464503447
V0056,V0080,3,1.4,2.1429,0.375,1,1.0,0.0,0.7333,0.4775629501272032,0.0,0.44999999999999996,0.25,0.35130703254452106,0.15808816464503447
V0219,V0281,3,1.5,2.0,0.2308,1,1.0,0.0,0.7667,0.45815690999132613,0.0,0.44999999999999996,0.25,0.35119491849696416,0.15803771332363387
V0258,V0414,3,1.3125,2.2857,0.2308,1,1.0,0.0,0.7,0.49609327502032424,0.0,0.44999999999999996,0.25,0.35113264625711343,0.15800969081570104
V0028,V0429,3,1.3134,2.2841,0.1875,1,1.0,0.0,0.7,0.4958901480333625,0.0,0.44999999999999996,0.25,0.35106155181167686,0.15797769831525457
V0454,V0501,4,1.8723,2.1364,0.2667,1,1.0,0.0,0.7333,0.47669956996939555,0.0,0.44999999999999996,0.25,0.3510048494892884,0.15795218227017976
V0242,V0504,4,1.875,2.1333,0.25,1,1.0,0.0,0.7333,0.4762871736765055,0.0,0.44999999999999996,0.25,0.3508605107867769,0.15788722985404957
V0258,V0302,4,1.875,2.1333,0.2667,1,1.0,0.0,0.7333,0.4762871736765055,0.0,0.44999999999999996,0.25,0.3508605107867769,0.15788722985404957
V0064,V0091,3,1.7333,1.7308,0.15,1,1.0,0.0,0.8333,0.4189484911864458,0.0,0.44999999999999996,0.25,0.350791971915256,0.1578563873618652
V0001,V0294,3,1.4096,2.1282,0.1579,1,1.0,0.0,0.7333,0.4756078266617028,0.0,0.44999999999999996,0.25,0.35062273933159593,0.15778023269921815
V0022,V0395,6,3.2381,1.8529,0.2609,1,1.0,0.0,0.8,0.4371900777676392,0.0,0.44999999999999996,0.25,0.3505165272186737,0.15773243724840316
V0187,V0359,3,1.413,2.1231,0.2,1,1.0,0.0,0.7333,0.474927371182641,0.0,0.44999999999999996,0.25,0.3503845799139243,0.15767306096126593
V0121,V0386,4,1.8857,2.1212,0.2105,1,1.0,0.0,0.7333,0.47467358402694393,0.0,0.44999999999999996,0.25,0.35029575440943034,0.15763308948424365
V0023,V0198,3,1.2419,2.4156,0.2,1,1.0,0.0,0.6667,0.5122630612711505,0.0,0.44999999999999996,0.25,0.35013207144490266,0.15755943215020618
V0309,V0413,5,3.1765,1.5741,0.3125,1,1.0,0.0025,0.8667,0.3943041087673244,0.004166666666666667,0.44999999999999996,0.25,0.3500964380685635,0.15754339713085355
V0042,V0368,3,1.5238,1.9688,0.1579,1,1.0,0.0,0.7667,0.4537970624106358,0.0,0.44999999999999996,0.25,0.34966897184372253,0.15735103732967512
V0001,V0275,4,2.0361,1.9645,0.1818,1,1.0,0.0,0.7667,0.45319259622922753,0.0,0.44999999999999996,0.25,0.3494574086802297,0.15725583390610334
V0421,V0455,4,1.9048,2.1,0.2857,1,1.0,0.0,0.7333,0.47183132821757545,0.0,0.44999999999999996,0.25,0.34930096487615137,0.1571854341942681
V0022,V0481,4,1.9048,2.1,0.2222,1,1.0,0.0,0.7333,0.47183132821757545,0.0,0.44999999999999996,0.25,0.34930096487615137,0.1571854341942681
V0298,V0502,4,2.0417,1.9592,0.2353,1,1.0,0.0,0.7667,0.4524463490309127,0.0,0.44999999999999996,0.25,0.34919622216081947,0.15713829997236875
V0327,V0370,3,1.7647,1.7,0.375,1,1.0,-0.1201,0.8333,0.4142181621848512,0.0,0.44999999999999996,0.25,0.3491363567646979,0.15711136054411404
V0195,V0254,4,2.2,1.8182,0.2667,1,1.0,0.0,0.8,0.4320865865295814,0.0,0.44999999999999996,0.25,0.3487303052853535,0.15692863737840906
V0178,V0460,3,1.3448,2.2308,0.1875,1,1.0,0.0,0.7,0.4890663065603425,0.0,0.44999999999999996,0.25,0.34867320729611984,0.1569029432832539
V0159,V0426,3,1.5429,1.9444,0.1667,1,1.0,0.0,0.7667,0.45035539018438975,0.0,0.44999999999999996,0.25,0.3484643865645364,0.15680897395404136
V0396,V0494,4,1.65,2.4242,0.25,1,1.0,0.0,0.6565,0.5133117704311346,0.0,0.44999999999999996,0.25,0.3484591196508971,0.15680660384290368
V0395,V0409,3,1.3492,2.2235,0.1579,1,1.0,0.0,0.7,0.4881229547621523,0.0,0.44999999999999996,0.25,0.3483430341667533,0.15675436537503895
V0531,V0547,3,1.4444,2.0769,0.1765,1,1.0,0.0,0.7333,0.46871212824596975,0.0,0.44999999999999996,0.25,0.3482092448860894,0.15669416019874022
V0066,V0468,3,1.4444,2.0769,0.1579,1,1.0,0.0,0.7333,0.46871212824596975,0.0,0.44999999999999996,0.25,0.3482092448860894,0.15669416019874022
V0214,V0502,3,1.4483,2.0714,0.1875,1,1.0,0.0,0.7333,0.46796601020857476,0.0,0.44999999999999996,0.25,0.3479481035730011,0.15657664660785048
V0175,V0184,3,1.4483,2.0714,0.1765,1,1.0,0.0,0.7333,0.46796601020857476,0.0,0.44999999999999996,0.25,0.3479481035730011,0.15657664660785048
V0184,V0384,3,1.4483,2.0714,0.1765,1,1.0,0.0,0.7333,0.46796601020857476,0.0,0.44999999999999996,0.25,0.3479481035730011,0.15657664660785048
V0172,V0340,3,1.3582,2.2088,0.1765,1,1.0,0.0,0.7,0.486216828858039,0.0,0.44999999999999996,0.25,0.34767589010031363,0.1564541505451411
V0047,V0533,3,1.4545,2.0625,0.1765,1,1.0,0.0,0.7333,0.4667558206429464,0.0,0.44999999999999996,0.25,0.3475245372250312,0.15638604175126403
V0340,V0483,3,1.6716,1.7946,0.15,1,1.0,0.0,0.8,0.4285795944978389,0.0,0.44999999999999996,0.25,0.34750285807424364,0.15637628613340962
V0172,V0182,4,1.9403,2.0615,0.2105,1,1.0,0.0,0.7333,0.46661962456354383,0.0,0.44999999999999996,0.25,0.3474768685972403,0.15636459086875812
V0014,V0198,3,0.8871,3.3818,0.2308,1,1.0,0.0,0.4715,0.6161485097502903,0.0,0.44999999999999996,0.25,0.34745197841260156,0.1563533902856707
V0079,V0129,4,2.234,1.7905,0.2222,1,1.0,0.0,0.8,0.4279673107027481,0.0,0.44999999999999996,0.25,0.3472885587459619,0.15627985143568282
V0039,V0051,3,1.5663,1.9154,0.15,1,1.0,0.0,0.7667,0.4462275912530012,0.0,0.44999999999999996,0.25,0.3470196569385504,0.15615884562234766
V0054,V0120,4,2.0896,1.9143,0.2,1,1.0,0.0,0.7667,0.44607021243899336,0.0,0.44999999999999996,0.25,0.3469645743536477,0.15613405845914144
V0159,V0320,3,2.3571,1.2727,0.1765,1,1.0,0.0323,0.8667,0.3423704785237556,0.05383333333333334,0.44999999999999996,0.25,0.34681966748331444,0.1560688503674915
V0001,V0187,3,1.4667,2.0455,0.1667,1,1.0,0.0,0.7333,0.4644344162682062,0.0,0.44999999999999996,0.25,0.34671204569387215,0.15602042056224244
V0144,V0215,3,1.4667,2.0455,0.1875,1,1.0,0.0,0.7333,0.4644344162682062,0.0,0.44999999999999996,0.25,0.34671204569387215,0.15602042056224244
V0159,V0455,4,2.0952,1.9091,0.2667,1,1.0,0.0,0.7667,0.4453254348136262,0.0,0.44999999999999996,0.25,0.34670390218476915,0.1560167559831461
V0091,V0205,3,1.3714,2.1875,0.1765,1,1.0,0.0,0.7,0.48343934100662456,0.0,0.44999999999999996,0.25,0.34670376935231856,0.15601669620854333
V0339,V0445,3,1.3714,2.1875,0.1765,1,1.0,0.0,0.7,0.48343934100662456,0.0,0.44999999999999996,0.25,0.34670376935231856,0.15601669620854333
V0188,V0244,4,2.0968,1.9077,0.2105,1,1.0,0.0,0.7667,0.4451246902945546,0.0,0.44999999999999996,0.25,0.34663364160309407,0.1559851387213923
V0437,V0526,3,1.2857,2.3333,0.1667,1,1.0,0.0,0.6667,0.5020914874530352,0.0,0.44999999999999996,0.25,0.3465720206085623,0.15595740927385301
V0256,V0512,3,1.4694,2.0417,0.2,1,1.0,0.0,0.7333,0.4639137422988053,0.0,0.44999999999999996,0.25,0.3465298098045818,0.1559384144120618
V0263,V0275,6,4.5714,1.3125,0.3,1,1.0,-0.0724,0.9333,0.34961042707511725,0.0,0.44999999999999996,0.25,0.346523649476291,0.15593564226433093
V0007,V0310,3,1.4706,2.04,0.4286,1,1.0,0.0,0.7333,0.46368059857784366,0.0,0.44999999999999996,0.25,0.3464482095022452,0.15590169427601033
V0379,V0388,3,2.5,1.2,0.6,1,1.0,0.0674,0.8,0.32881225852876034,0.11233333333333334,0.44999999999999996,0.25,0.34628429048506615,0.15582793071827974
V0041,V0113,3,1.5789,1.9,0.3,1,1.0,0.0,0.7667,0.4440188648230241,0.0,0.44999999999999996,0.25,0.3462466026880584,0.15581097120962625
V0200,V0307,3,1.4737,2.0357,0.1875,1,1.0,0.0,0.7333,0.46309029965507564,0.0,0.44999999999999996,0.25,0.34624160487927647,0.1558087221956744
V0091,V0533,3,1.697,1.7679,0.1579,1,1.0,0.0,0.8,0.42457605279277694,0.0,0.44999999999999996,0.25,0.3461016184774719,0.15574572831486233
V0184,V0497,3,1.2069,2.4857,0.1875,1,1.0,0.0,0.631,0.5207353711563801,0.0,0.44999999999999996,0.25,0.345957379904733,0.15568082095712985
V0028,V0483,4,2.6269,1.5227,0.1739,1,1.0,-0.0304,0.8667,0.38589248121956327,0.0,0.44999999999999996,0.25,0.34590236842684713,0.1556560657920812
V0003,V0453,3,1.3846,2.1667,0.3333,1,1.0,0.0,0.7,0.48070908236687565,0.0,0.44999999999999996,0.25,0.34574817882840647,0.1555866804727829
V0113,V0497,3,0.8621,3.48,0.25,1,1.0,0.0,0.4468,0.6253913852863211,0.0,0.44999999999999996,0.25,0.3457469848502124,0.15558614318259556
V0201,V0249,4,1.9831,2.0171,0.2222,1,1.0,0.0,0.7333,0.4605272455655169,0.0,0.44999999999999996,0.25,0.34534453594793085,0.15540504117656886
